player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Derek Carr,8671,QB,1,OAK,49,49,31,63.3,313,6.4,1,2,54.9,54.8,,80.4,0,1,2,0,1,71.2,0,17,2017,8
Tom Brady,698,QB,1,NE,50,47,32,68.1,333,7.1,1,0,80.3,79.5,58.2,80.8,3,1,2,3,1,95.4,0,20,2017,8
Matthew Stafford,4924,QB,1,DET,48,45,27,60.0,423,9.4,0,0,82.7,79.3,65.9,80.3,2,2,3,0,0,91.3,1,17,2017,8
Matt Moore,4018,QB,1,MIA,47,44,25,56.8,176,4.0,0,2,49.9,49.9,,80.0,3,2,2,2,0,47.2,0,9,2017,8
Case Keenum,7323,QB,1,MIN,44,43,27,62.8,288,6.7,2,1,76.1,74.6,,80.4,1,3,1,1,0,88.1,0,15,2017,8
Russell Wilson,7077,QB,1,SEA,45,41,26,63.4,452,11.0,4,1,89.6,84.2,86.6,80.6,2,0,3,4,0,123.2,2,17,2017,8
Jacoby Brissett,10725,QB,1,IND,44,39,25,64.1,233,6.0,2,1,80.3,79.7,57.9,80.0,4,0,3,2,1,86.8,1,12,2017,8
Kirk Cousins,7102,QB,1,WAS,43,39,26,66.7,263,6.7,1,1,63.6,66.4,60.0,22.4,4,0,4,0,2,83.6,0,11,2017,8
Jameis Winston,9434,QB,1,TB,44,38,21,55.3,210,5.5,0,2,59.8,56.3,71.1,29.6,3,0,4,0,1,49.2,3,9,2017,8
C.J. Beathard,11859,QB,1,SF,45,36,17,47.2,167,4.6,1,2,52.8,49.6,65.6,80.2,4,0,3,2,0,46.9,5,9,2017,8
Trevor Siemian,9683,QB,1,DEN,41,36,19,52.8,198,5.5,1,3,41.9,40.3,66.4,79.6,3,0,4,0,1,43.5,2,14,2017,8
DeShone Kizer,11807,QB,1,CLV,41,34,18,52.9,179,5.3,0,0,58.7,60.1,54.2,79.6,3,0,3,0,0,68.1,3,10,2017,8
Josh McCown,1085,QB,1,NYJ,36,33,26,78.8,257,7.8,2,0,60.1,63.2,60.0,21.1,3,0,1,0,1,119.3,0,11,2017,8
Carson Wentz,10636,QB,1,PHI,36,32,18,56.3,211,6.6,2,1,59.5,61.0,52.0,79.1,3,2,1,0,1,84.2,1,9,2017,8
Mitchell Trubisky,11757,QB,1,CHI,37,32,14,43.8,164,5.1,0,1,51.1,46.8,70.3,78.9,2,1,2,1,1,46.9,3,11,2017,8
Cam Newton,6153,QB,1,CAR,34,32,18,56.3,154,4.8,1,1,54.8,55.0,56.7,80.1,0,1,1,1,0,66.4,2,6,2017,8
Alex Smith,2218,QB,1,KC,34,31,14,45.2,202,6.5,1,0,78.3,71.6,80.8,37.0,1,0,3,5,1,77.6,2,11,2017,8
Ben Roethlisberger,1732,QB,1,PIT,31,31,17,54.8,317,10.2,1,1,73.9,72.5,60.5,78.8,0,1,2,0,0,87.7,0,11,2017,8
Philip Rivers,1725,QB,1,LAC,31,30,17,56.7,212,7.1,1,1,73.1,71.7,,27.1,1,2,1,0,0,76.0,0,10,2017,8
Deshaun Watson,11767,QB,1,HST,39,30,19,63.3,402,13.4,4,3,81.0,77.6,71.0,79.9,5,0,0,0,0,106.9,4,18,2017,8
Andy Dalton,6187,QB,1,CIN,33,29,17,58.6,243,8.4,2,0,64.8,61.1,69.5,78.7,3,1,0,3,1,108.8,1,11,2017,8
Matt Ryan,4317,QB,1,ATL,32,29,18,62.1,254,8.8,2,0,69.0,87.2,26.1,16.9,1,1,4,2,1,113.3,2,13,2017,8
Drew Brees,802,QB,1,NO,31,28,23,82.1,299,10.7,0,0,66.3,67.7,53.8,78.5,2,1,0,0,1,111.2,1,11,2017,8
Tyrod Taylor,6332,QB,1,BUF,28,27,20,74.1,165,6.1,1,0,75.6,75.4,61.3,78.8,0,0,0,1,0,101.6,1,9,2017,8
Dak Prescott,10769,QB,1,DAL,25,22,14,63.6,143,6.5,0,0,62.8,65.7,50.1,77.5,2,0,1,0,1,82.2,1,9,2017,8
Joe Flacco,4332,QB,1,BLT,16,15,10,66.7,101,6.7,1,0,71.1,72.3,57.9,73.9,0,1,1,2,0,107.9,1,5,2017,8
Ryan Mallett,6226,QB,1,BLT,7,7,3,42.9,20,2.9,1,0,58.2,58.7,57.6,72.9,0,0,1,0,0,89.9,0,2,2017,8
Tyreek Hill,10799,WR,1,KC,1,1,0,0.0,0,0.0,0,1,44.3,32.6,,68.2,0,0,0,0,0,0.0,0,0,2017,8
