player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Peyton Manning,327,QB,1,DEN,49,49,31,63.3,303,6.2,2,1,68.1,68.1,55.4,80.9,0,1,1,0,0,85.7,0,18,2014,3
Kirk Cousins,7102,QB,1,WAS,48,48,30,62.5,427,8.9,3,1,83.4,84.7,52.9,80.9,0,0,5,1,0,103.4,0,18,2014,3
Geno Smith,7820,QB,1,NYJ,47,43,26,60.5,316,7.3,1,2,44.0,41.8,66.1,80.7,3,2,2,2,0,71.5,1,16,2014,3
Ryan Tannehill,7014,QB,1,MIA,48,43,21,48.8,205,4.8,1,0,57.5,57.7,58.3,30.4,4,3,4,1,1,70.4,1,12,2014,3
Austin Davis,7305,QB,1,SL,42,42,30,71.4,327,7.8,3,2,55.4,55.2,60.0,79.9,0,0,1,2,0,98.0,0,18,2014,3
Nick Foles,7089,QB,1,PHI,43,41,27,65.9,325,7.9,3,0,76.1,72.4,72.6,80.6,0,0,0,2,2,114.4,2,16,2014,3
E.J. Manuel,7797,QB,1,BUF,47,39,23,59.0,244,6.3,1,0,48.1,55.5,42.1,31.2,3,0,1,2,0,85.8,5,10,2014,3
Andrew Luck,7007,QB,1,IND,44,39,31,79.5,370,9.5,4,0,90.6,90.6,57.4,79.8,2,0,3,1,0,140.4,3,22,2014,3
Jay Cutler,2956,QB,1,CHI,44,38,23,60.5,225,5.9,2,0,62.3,60.9,63.5,31.4,4,1,2,1,1,94.7,2,11,2014,3
Tom Brady,698,QB,1,NE,39,37,24,64.9,234,6.3,1,0,70.8,68.3,60.5,79.8,2,0,0,2,3,91.5,0,14,2014,3
Colin Kaepernick,6188,QB,1,SF,44,37,29,78.4,245,6.6,1,0,53.0,56.9,49.9,81.1,1,0,1,3,0,103.3,6,15,2014,3
Drew Brees,802,QB,1,NO,36,35,27,77.1,293,8.4,2,0,76.5,78.7,51.5,28.7,1,1,2,0,0,120.3,0,17,2014,3
Cam Newton,6153,QB,1,CAR,40,35,24,68.6,250,7.1,1,0,66.1,66.6,54.6,79.6,3,0,2,0,1,98.5,2,11,2014,3
Matthew Stafford,4924,QB,1,DET,39,34,22,64.7,246,7.2,0,2,58.6,61.9,46.5,29.3,2,1,2,3,0,61.6,3,14,2014,3
Derek Carr,8671,QB,1,OAK,34,34,21,61.8,174,5.1,0,1,66.7,65.8,,78.6,0,2,3,0,1,62.6,0,9,2014,3
Russell Wilson,7077,QB,1,SEA,44,34,24,70.6,258,7.6,2,1,60.8,57.3,58.5,80.4,3,0,0,2,0,99.9,7,18,2014,3
Ryan Fitzpatrick,2467,QB,1,HST,43,34,20,58.8,289,8.5,1,3,48.9,48.2,62.9,44.2,2,2,2,1,0,59.6,7,15,2014,3
Jake Locker,6160,QB,1,TEN,40,34,17,50.0,185,5.4,0,2,32.3,30.2,62.6,29.2,2,0,3,1,1,41.9,4,10,2014,3
Drew Stanton,3659,QB,1,ARZ,35,33,18,54.5,244,7.4,2,0,66.0,65.1,61.1,79.7,0,2,1,0,0,98.5,2,13,2014,3
Joe Flacco,4332,QB,1,BLT,32,31,19,61.3,217,7.0,1,1,64.6,63.8,60.2,78.8,0,0,2,2,0,79.6,1,9,2014,3
Ben Roethlisberger,1732,QB,1,PIT,31,30,22,73.3,196,6.5,2,0,88.3,87.8,58.2,78.5,1,1,2,0,1,112.6,0,9,2014,3
Eli Manning,1722,QB,1,NYG,29,28,21,75.0,234,8.4,2,0,67.3,65.9,60.0,77.6,1,1,1,0,0,123.2,0,10,2014,3
Aaron Rodgers,2241,QB,1,GB,29,27,16,59.3,162,6.0,1,0,69.9,68.7,,77.6,2,0,5,0,0,88.8,0,9,2014,3
Alex Smith,2218,QB,1,KC,31,25,19,76.0,186,7.4,3,0,59.0,57.6,60.8,26.8,5,0,3,0,0,136.0,1,15,2014,3
Philip Rivers,1725,QB,1,SD,28,25,18,72.0,256,10.2,2,0,81.4,78.4,63.9,77.6,2,0,0,3,0,131.4,1,12,2014,3
Brian Hoyer,5277,QB,1,CLV,27,25,19,76.0,290,11.6,1,0,67.2,74.1,49.4,77.8,0,1,0,1,0,127.1,2,11,2014,3
Mike Glennon,7854,QB,1,TB,27,24,17,70.8,121,5.0,1,0,50.3,49.4,62.1,77.2,2,0,0,0,1,96.0,1,7,2014,3
Blake Bortles,8638,QB,1,JAX,25,24,14,58.3,223,9.3,2,2,45.9,39.8,77.9,26.7,1,1,1,0,0,82.5,0,9,2014,3
Matt Ryan,4317,QB,1,ATL,26,24,21,87.5,286,11.9,3,0,83.8,83.3,58.3,77.0,1,0,0,0,0,155.9,1,14,2014,3
Tony Romo,1693,QB,1,DAL,24,23,18,78.3,217,9.4,2,1,73.3,69.5,69.1,77.5,0,0,0,0,0,116.8,1,12,2014,3
Andy Dalton,6187,QB,1,CIN,23,23,15,65.2,169,7.3,0,1,83.1,78.3,62.0,77.6,0,1,3,0,0,68.9,0,9,2014,3
Teddy Bridgewater,8667,QB,1,MIN,25,20,12,60.0,150,7.5,0,0,75.7,76.5,61.0,77.4,2,0,2,0,0,83.3,3,7,2014,3
Josh McCown,1085,QB,1,TB,13,12,5,41.7,58,4.8,0,1,44.5,47.1,56.8,73.2,1,0,3,1,0,22.2,0,2,2014,3
Matt Cassel,2447,QB,1,MIN,11,10,5,50.0,53,5.3,0,0,48.1,49.8,57.9,72.4,0,1,0,1,1,65.8,1,2,2014,3
Chad Henne,4371,QB,1,JAX,10,7,4,57.1,33,4.7,0,0,55.6,55.4,,71.9,3,0,0,0,0,69.3,0,1,2014,3
Derek Anderson,2430,QB,1,CAR,6,6,5,83.3,80,13.3,1,0,81.0,79.1,,69.6,0,0,0,0,0,158.3,0,3,2014,3
Matt Hasselbeck,408,QB,1,IND,4,4,2,50.0,20,5.0,0,0,61.9,61.4,60.0,68.4,0,0,1,0,0,64.6,0,1,2014,3
T.J. Yates,6304,QB,1,ATL,4,4,3,75.0,64,16.0,0,1,81.5,80.2,,66.9,0,0,0,0,0,77.1,0,3,2014,3
Jason Campbell,2242,QB,1,CIN,2,2,1,50.0,-3,-1.5,0,0,62.2,61.7,,63.6,0,0,0,0,0,56.3,0,0,2014,3
Jermaine Kearse,7428,WR,1,SEA,1,1,1,100.0,17,17.0,0,0,64.3,68.5,,65.7,0,0,0,0,0,118.8,0,1,2014,3
Shane Lechler,673,P,1,HST,1,1,1,100.0,10,10.0,0,0,73.9,66.4,,60.4,0,0,0,0,0,108.3,0,1,2014,3
Mohamed Sanu,7084,WR,1,CIN,1,1,1,100.0,18,18.0,1,0,68.1,60.3,,68.8,0,0,0,0,0,158.3,0,1,2014,3
Fred Jackson,3368,HB,1,BUF,1,1,0,0.0,0,0.0,0,0,70.6,53.1,72.3,74.1,0,0,0,0,0,39.6,0,0,2014,3
Ted Ginn Jr.,3625,WR,1,ARZ,1,1,1,100.0,10,10.0,0,0,74.8,71.0,63.1,68.6,0,0,0,0,0,108.3,0,1,2014,3
