player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,64.8,1,1,100.0,0,0,,1,1,100.0,3,3,100.0,0,0,,0,0,,2019,5
Matt Bryant,1223,,1,ATL,64.6,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2019,5
Mike Nugent,2264,,1,NE,42.8,3,4,75.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2019,5
Robbie Gould,2607,K,1,SF,47.5,4,4,100.0,0,0,,0,0,,0,1,0.0,1,2,50.0,0,1,0.0,2019,5
Mason Crosby,3809,K,1,GB,65.5,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2019,5
Stephen Hauschka,4655,K,1,BUF,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,5
Dan Bailey,6796,K,1,MIN,70.6,2,2,100.0,0,0,,0,0,,2,2,100.0,2,2,100.0,0,0,,2019,5
Randy Bullock,7154,K,1,CIN,67.0,2,2,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,0,0,,2019,5
Greg Zuerlein,7163,K,1,LA,47.7,2,2,100.0,0,0,,0,0,,2,2,100.0,1,2,50.0,0,0,,2019,5
Justin Tucker,7604,K,1,BLT,85.5,2,2,100.0,0,0,,2,2,100.0,0,0,,2,2,100.0,0,0,,2019,5
Dustin Hopkins,7958,K,1,WAS,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,5
Brandon McManus,8437,K,1,DEN,56.9,2,2,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,1,0.0,2019,5
Brett Maher,8585,K,1,DAL,40.0,3,3,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,1,0.0,2019,5
Cairo Santos,8932,K,1,TEN,28.4,1,1,100.0,0,0,,0,0,,0,2,0.0,0,0,,0,2,0.0,2019,5
Chris Boswell,8990,K,1,PIT,66.2,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2019,5
Josh Lambo,10133,K,1,JAX,65.7,3,3,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2019,5
Jason Myers,10207,K,1,SEA,53.5,3,3,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2019,5
Wil Lutz,11096,K,1,NO,65.0,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2019,5
Ka'imi Fairbairn,11161,K,1,HST,44.7,5,7,71.4,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2019,5
Aldrick Rosas,11331,K,1,NYG,63.1,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2019,5
Sam Ficken,11437,K,1,NYJ,54.0,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2019,5
Jake Elliott,11908,K,1,PHI,64.9,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2019,5
Zane Gonzalez,11979,K,1,ARZ,57.7,2,2,100.0,0,0,,3,3,100.0,1,2,50.0,0,0,,0,0,,2019,5
Harrison Butker,11988,K,1,KC,63.5,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2019,5
Austin Seibert,13701,K,1,CLV,60.3,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2019,5
Daniel Carlson,28121,K,1,OAK,65.7,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2019,5
Chase McLaughlin,33285,K,1,LAC,66.0,1,1,100.0,0,0,,0,0,,1,1,100.0,1,2,50.0,0,0,,2019,5
Joey Slye,39235,K,1,CAR,37.9,4,5,80.0,0,0,,0,0,,0,0,,0,1,0.0,0,1,0.0,2019,5
Eddy Pineiro,44140,K,1,CHI,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,5
Matt Gay,57643,K,1,TB,66.0,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2019,5
