player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Adrian Peterson,3623,HB,1,MIN,32,29,134,4.6,0,57.4,57.4,17.8,60.0,50,1.72,25,7,1,2,0,0,2015,2
T.J. Yeldon,9469,HB,1,JAX,26,25,70,2.8,0,69.4,67.4,78.8,60.0,44,1.76,12,2,3,0,0,0,2015,2
Jamaal Charles,4387,HB,1,KC,23,21,125,6.0,1,59.8,67.2,19.2,60.0,60,2.86,34,4,5,2,0,0,2015,2
Doug Martin,7035,HB,1,TB,21,21,78,3.7,0,67.6,65.1,27.1,,56,2.67,20,2,7,1,0,0,2015,2
Giovani Bernard,7818,HB,1,CIN,24,20,123,6.2,0,72.5,69.5,77.6,60.0,56,2.8,26,7,7,0,1,0,2015,2
James Starks,5716,HB,1,GB,21,20,95,4.8,0,62.4,69.6,26.6,60.0,65,3.25,35,5,4,1,0,0,2015,2
DeAngelo Williams,2972,HB,1,PIT,21,20,77,3.9,3,56.3,60.1,77.7,60.0,28,1.4,16,5,0,0,0,0,2015,2
Chris Johnson,4338,HB,1,ARZ,20,20,72,3.6,0,61.1,60.8,77.4,,36,1.8,8,3,2,0,0,0,2015,2
Matt Jones,9528,HB,1,WAS,19,19,123,6.5,2,59.3,56.9,26.0,,40,2.11,39,7,2,1,0,0,2015,2
Alfred Morris,7165,HB,1,WAS,18,18,59,3.3,0,57.1,54.4,77.4,,46,2.56,35,2,1,0,0,0,2015,2
Joseph Randle,7933,HB,1,DAL,20,18,51,2.8,0,71.0,69.1,77.1,60.0,53,2.94,6,1,5,0,0,0,2015,2
Jonathan Stewart,4327,HB,1,CAR,21,17,62,3.6,0,63.2,61.1,76.4,60.0,44,2.59,11,1,4,0,0,0,2015,2
Melvin Gordon III,9448,HB,1,SD,16,16,88,5.5,0,75.3,74.0,76.0,,57,3.56,27,3,4,0,0,0,2015,2
Mark Ingram II,6180,HB,1,NO,18,16,53,3.3,1,60.9,68.4,25.5,72.0,21,1.31,11,3,4,1,0,0,2015,2
Isaiah Crowell,9295,HB,1,CLV,16,15,72,4.8,1,60.8,63.0,75.5,60.0,42,2.8,15,5,2,0,0,0,2015,2
Latavius Murray,7962,HB,1,OAK,17,15,65,4.3,1,69.1,72.0,76.1,60.0,44,2.93,9,3,5,0,0,0,2015,2
Frank Gore,2282,HB,1,IND,15,15,57,3.8,0,60.3,60.5,22.4,,24,1.6,18,2,2,1,0,0,2015,2
LeSean McCoy,4976,HB,1,BUF,17,15,89,5.9,0,62.6,61.5,76.6,55.7,24,1.6,18,4,0,0,0,0,2015,2
