player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Todd Gurley II,9443,HB,1,SL,32,30,159,5.3,0,59.1,58.9,79.5,60.0,69,2.3,55,6,5,0,0,0,2015,5
Devonta Freeman,8738,HB,1,ATL,28,27,153,5.7,2,69.7,68.4,29.4,60.0,73,2.7,18,11,6,1,0,0,2015,5
Doug Martin,7035,HB,1,TB,26,24,123,5.1,2,79.7,74.0,78.6,60.0,72,3.0,39,6,7,0,0,0,2015,5
Thomas Rawls,9993,HB,1,SEA,23,23,169,7.3,1,80.2,77.8,78.2,,76,3.3,69,6,5,0,0,0,2015,5
Frank Gore,2282,HB,1,IND,25,22,98,4.5,1,68.8,70.8,77.9,60.0,59,2.68,20,5,5,0,1,0,2015,5
Justin Forsett,4547,HB,1,BLT,23,21,121,5.8,1,69.0,66.6,78.4,60.0,54,2.57,22,7,3,0,0,0,2015,5
Le'Veon Bell,7829,HB,1,PIT,22,21,111,5.3,1,84.4,87.4,78.0,60.0,88,4.19,32,7,5,0,1,0,2015,5
Carlos Hyde,8692,HB,1,SF,22,21,93,4.4,1,63.5,70.5,77.5,60.0,49,2.33,22,5,6,0,0,0,2015,5
DeMarco Murray,6223,HB,1,PHI,20,20,83,4.2,1,68.1,60.2,78.1,,39,1.95,24,5,4,0,0,0,2015,5
Arian Foster,5398,HB,1,HST,20,19,41,2.2,0,68.9,54.3,78.2,60.0,20,1.05,7,3,1,0,0,0,2015,5
Matt Forte,4358,HB,1,CHI,19,18,71,3.9,0,70.5,63.1,77.6,60.0,30,1.67,10,2,0,0,0,0,2015,5
Melvin Gordon III,9448,HB,1,SD,15,15,42,2.8,0,46.7,43.6,26.5,,26,1.73,7,2,7,1,0,0,2015,5
Giovani Bernard,7818,HB,1,CIN,19,15,80,5.3,0,59.7,63.9,76.5,60.0,45,3.0,13,3,4,0,0,0,2015,5
Joseph Randle,7933,HB,1,DAL,16,15,62,4.1,0,65.3,61.9,76.3,60.0,49,3.27,14,2,1,0,0,0,2015,5
Isaiah Crowell,9295,HB,1,CLV,13,13,49,3.8,0,63.2,56.5,75.2,,31,2.38,18,2,1,0,0,0,2015,5
