player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Nick Foles,7089,QB,1,PHI,63,62,36,58.1,415,6.7,2,2,65.9,63.3,70.6,82.4,0,0,0,9,1,75.7,1,20,2014,8
Derek Carr,8671,QB,1,OAK,58,54,34,63.0,328,6.1,1,0,63.2,64.5,58.5,38.3,4,1,3,2,0,86.0,0,16,2014,8
Ben Roethlisberger,1732,QB,1,PIT,49,49,40,81.6,522,10.7,6,0,97.1,96.6,60.0,80.6,0,0,3,1,0,150.6,0,26,2014,8
Matthew Stafford,4924,QB,1,DET,48,47,24,51.1,325,6.9,2,1,61.8,60.3,64.5,80.8,0,1,3,4,1,78.8,1,17,2014,8
Andrew Luck,7007,QB,1,IND,49,45,26,57.8,400,8.9,3,2,62.6,61.4,78.0,38.3,2,2,1,4,1,91.0,2,18,2014,8
Teddy Bridgewater,8667,QB,1,MIN,44,42,24,57.1,241,5.7,1,0,62.0,60.4,62.6,80.3,1,3,2,1,2,81.5,1,13,2014,8
Carson Palmer,1317,QB,1,ARZ,42,42,20,47.6,329,7.8,2,0,79.4,77.7,,80.0,0,1,4,5,0,90.3,0,9,2014,8
Zach Mettenberger,8813,QB,1,TEN,43,41,27,65.9,299,7.3,2,1,52.1,52.1,60.0,79.9,2,1,2,0,1,93.4,0,12,2014,8
Philip Rivers,1725,QB,1,SD,44,41,30,73.2,252,6.1,3,2,77.5,74.1,65.9,80.1,2,0,1,0,0,92.7,1,16,2014,8
Aaron Rodgers,2241,QB,1,GB,44,39,28,71.8,418,10.7,1,2,81.2,77.5,71.9,80.3,3,0,3,1,0,93.8,2,18,2014,8
Michael Vick,773,QB,1,NYJ,44,36,18,50.0,153,4.3,0,1,38.3,35.3,61.8,16.0,4,2,3,2,2,49.9,4,13,2014,8
Ryan Fitzpatrick,2467,QB,1,HST,41,35,19,54.3,227,6.5,1,0,55.5,55.8,62.3,79.9,5,1,2,0,0,83.9,1,15,2014,8
Peyton Manning,327,QB,1,DEN,35,35,25,71.4,291,8.3,3,0,75.0,74.5,60.0,78.7,0,0,3,1,0,124.8,0,14,2014,8
Tom Brady,698,QB,1,NE,35,35,30,85.7,354,10.1,5,0,90.7,92.8,29.9,28.0,0,0,3,0,0,148.4,0,23,2014,8
Joe Flacco,4332,QB,1,BLT,36,34,17,50.0,195,5.7,0,2,38.9,36.5,68.3,79.1,1,0,1,3,1,43.1,1,10,2014,8
Blake Bortles,8638,QB,1,JAX,42,34,18,52.9,221,6.5,1,2,31.6,38.4,33.6,30.0,4,0,3,1,0,58.6,4,13,2014,8
Russell Wilson,7077,QB,1,SEA,35,32,20,62.5,199,6.2,1,1,74.1,70.7,69.7,28.5,1,1,2,2,0,77.5,2,10,2014,8
Drew Brees,802,QB,1,NO,35,32,27,84.4,311,9.7,3,0,90.8,90.4,63.3,78.6,2,0,1,1,0,138.4,1,16,2014,8
Colt McCoy,5609,QB,1,WAS,35,30,25,83.3,299,10.0,0,1,78.7,77.4,75.1,79.6,3,0,0,0,0,94.3,2,14,2014,8
Jay Cutler,2956,QB,1,CHI,34,30,20,66.7,227,7.6,3,1,49.1,47.6,63.3,27.8,3,0,1,1,0,108.6,1,13,2014,8
Alex Smith,2218,QB,1,KC,34,29,25,86.2,223,7.7,0,0,67.3,73.6,40.7,27.6,2,2,0,0,0,98.7,3,11,2014,8
Ryan Tannehill,7014,QB,1,MIA,32,29,16,55.2,196,6.8,1,1,54.6,56.1,52.7,79.4,3,2,2,1,0,73.3,0,8,2014,8
Andy Dalton,6187,QB,1,CIN,31,28,21,75.0,266,9.5,0,1,59.7,54.1,73.3,28.4,2,0,0,1,0,89.3,1,10,2014,8
Tony Romo,1693,QB,1,DAL,34,28,17,60.7,209,7.5,1,0,46.9,47.6,58.3,27.2,5,1,1,1,0,95.7,1,12,2014,8
Mike Glennon,7854,QB,1,TB,35,28,19,67.9,171,6.1,1,1,66.8,69.6,48.1,79.1,5,0,1,1,1,81.1,2,9,2014,8
Brian Hoyer,5277,QB,1,CLV,30,28,19,67.9,275,9.8,1,0,58.1,58.1,57.9,77.8,1,0,2,1,1,111.5,1,12,2014,8
Matt Ryan,4317,QB,1,ATL,30,27,20,74.1,228,8.4,2,1,56.6,56.7,58.3,20.4,2,0,2,0,0,108.3,1,15,2014,8
Austin Davis,7305,QB,1,SL,33,25,15,60.0,160,6.4,1,1,51.4,54.8,56.8,78.1,7,0,2,2,0,75.4,1,8,2014,8
Cam Newton,6153,QB,1,CAR,27,22,12,54.5,171,7.8,0,1,53.9,61.1,45.5,41.4,3,0,2,1,1,61.0,2,8,2014,8
Kyle Orton,2323,QB,1,BUF,22,17,10,58.8,238,14.0,4,0,68.5,68.5,57.8,76.2,4,0,1,2,0,142.8,1,7,2014,8
Geno Smith,7820,QB,1,NYJ,8,8,2,25.0,5,0.6,0,3,22.4,23.6,56.6,71.1,0,0,0,0,0,0.0,0,0,2014,8
Brandon Weeden,7028,QB,1,DAL,6,6,4,66.7,69,11.5,1,0,63.3,66.9,59.2,68.9,0,0,0,0,0,145.1,0,4,2014,8
Jimmy Clausen,5573,QB,1,CHI,5,5,1,20.0,22,4.4,0,0,35.6,37.1,,68.0,0,0,0,0,0,45.4,0,1,2014,8
Jimmy Garoppolo,8697,QB,1,NE,4,3,3,100.0,22,7.3,0,0,61.5,60.9,60.0,68.4,1,0,0,0,0,97.2,0,2,2014,8
Darren McFadden,4318,HB,1,OAK,1,1,0,0.0,0,0.0,0,0,61.6,60.0,55.6,24.6,0,0,0,0,1,39.6,0,0,2014,8
Matt Flynn,4523,QB,1,GB,2,1,1,100.0,8,8.0,0,0,34.3,36.5,,17.4,1,0,0,0,0,100.0,0,0,2014,8
Matt Schaub,1811,QB,1,OAK,1,1,0,0.0,0,0.0,0,1,41.9,43.8,,26.9,0,0,0,0,0,0.0,0,0,2014,8
