player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,65.3,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,3
Phil Dawson,422,K,1,ARZ,56.3,2,2,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2017,3
Matt Bryant,1223,K,1,ATL,69.7,3,3,100.0,0,0,,0,0,,1,1,100.0,2,2,100.0,0,0,,2017,3
Robbie Gould,2607,K,1,SF,53.7,3,4,75.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,3
Stephen Gostkowski,3063,K,1,NE,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,3
Matt Prater,3471,K,1,DET,84.2,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,2,2,100.0,2017,3
Nick Folk,3794,K,1,TB,64.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,3
Mason Crosby,3809,K,1,GB,64.6,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2017,3
Stephen Hauschka,4655,K,1,BUF,71.8,2,2,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,2,2,100.0,2017,3
Connor Barth,4777,K,1,CHI,49.6,2,2,100.0,0,0,,1,1,100.0,0,0,,0,1,0.0,0,0,,2017,3
Ryan Succop,5180,K,1,TEN,68.8,3,3,100.0,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,0,0,,2017,3
Graham Gano,5443,K,1,CAR,66.8,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,3
Dan Bailey,6796,K,1,DAL,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,3
Kai Forbath,6860,K,1,MIN,65.4,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2017,3
Randy Bullock,7154,K,1,CIN,54.6,3,3,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2017,3
Greg Zuerlein,7163,K,1,LA,68.5,5,5,100.0,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,2017,3
Blair Walsh,7167,K,1,SEA,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,3
Giorgio Tavecchio,7278,K,1,OAK,61.6,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,3
Justin Tucker,7604,K,1,BLT,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,3
Dustin Hopkins,7958,K,1,WAS,53.9,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,1,0.0,2017,3
Brandon McManus,8437,K,1,DEN,64.6,1,1,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2017,3
Cairo Santos,8932,K,1,KC,53.3,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,3
Chris Boswell,8990,K,1,PIT,63.5,2,2,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2017,3
Cody Parkey,9030,K,1,MIA,54.4,0,1,0.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,3
Chandler Catanzaro,9140,K,1,NYJ,55.4,2,2,100.0,0,0,,1,1,100.0,0,0,,1,2,50.0,0,0,,2017,3
Jason Myers,10207,K,1,JAX,68.2,5,5,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,0,0,,2017,3
Wil Lutz,11096,K,1,NO,56.8,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,2,50.0,2017,3
Ka'imi Fairbairn,11161,K,1,HST,67.7,3,3,100.0,0,0,,0,0,,3,3,100.0,1,1,100.0,0,0,,2017,3
Aldrick Rosas,11331,K,1,NYG,65.7,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,3
Jake Elliott,11908,K,1,PHI,90.2,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,2,50.0,2017,3
Zane Gonzalez,11979,K,1,CLV,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,3
Younghoe Koo,12042,K,1,LAC,62.0,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,3
