player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Terrell Suggs,1326,ED,1,ARZ,39,20,17,2,56.1,66.2,72.8,57.7,60.8,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2019,3
Thomas Davis Sr.,2231,LB,1,LAC,59,3,16,40,72.1,60.2,59.2,70.4,69.9,2.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,5.0,0.0,4.0,3.0,18.0,6.0,14.0,7.0,0.0,0.0,0.0,83.3,0,0,2019,3
Lorenzo Alexander,2476,ED,1,BUF,23,19,2,2,73.8,64.3,72.0,59.2,77.3,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2019,3
Johnathan Joseph,2969,CB,1,HST,70,0,15,55,56.7,63.3,27.8,,55.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,3.0,0.0,14.0,9.0,113.0,12.6,49.0,34.0,1.0,0.0,2.0,113.1,0,0,2019,3
Antoine Bethea,3152,S,1,NYG,75,1,30,44,80.4,72.5,83.9,69.3,71.9,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,2.0,15.0,7.5,7.0,9.0,0.0,0.0,0.0,97.9,0,0,2019,3
Tramon Williams,3558,CB,1,GB,45,0,19,26,69.2,56.2,75.3,,71.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2019,3
Eric Weddle,3653,S,1,LA,68,2,25,41,70.5,81.0,62.0,68.5,61.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,5.0,5.0,9.0,5.0,0.0,0.0,0.0,87.5,0,0,2019,3
Brandon Mebane,3701,DI,1,LAC,30,21,9,0,61.7,51.2,68.2,68.9,60.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2019,3
Aqib Talib,4334,CB,1,LA,66,0,24,42,49.2,64.8,78.7,,46.4,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,7.0,3.0,34.0,11.3,3.0,19.0,0.0,0.0,0.0,58.0,0,0,2019,3
Calais Campbell,4364,DI,1,JAX,54,39,15,0,94.7,86.7,49.3,93.1,60.0,10.0,3.0,2.0,5.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2019,3
