player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,53.9,3,3,100.0,0,0,,0,0,,0,1,0.0,0,0,,1,1,100.0,2018,5
Phil Dawson,422,K,1,ARZ,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,5
Sebastian Janikowski,595,K,1,SEA,69.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2018,5
Matt Bryant,1223,K,1,ATL,66.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,5
Robbie Gould,2607,K,1,SF,55.2,0,0,,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2018,5
Stephen Gostkowski,3063,K,1,NE,68.0,5,5,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,5
Matt Prater,3471,K,1,DET,50.2,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,1,0.0,2018,5
Mason Crosby,3809,K,1,GB,24.6,0,1,0.0,0,0,,0,0,,0,1,0.0,1,3,33.3,0,1,0.0,2018,5
Stephen Hauschka,4655,K,1,BUF,76.4,1,1,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2018,5
Ryan Succop,5180,K,1,TEN,82.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2,2,100.0,2018,5
Graham Gano,5443,K,1,CAR,91.8,3,3,100.0,0,0,,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,2018,5
Dan Bailey,6796,K,1,MIN,43.0,2,2,100.0,0,0,,1,2,50.0,1,1,100.0,0,1,0.0,1,1,100.0,2018,5
Randy Bullock,7154,K,1,CIN,68.6,3,3,100.0,0,0,,1,1,100.0,0,1,0.0,0,0,,1,1,100.0,2018,5
Justin Tucker,7604,K,1,BLT,65.1,0,0,,0,0,,1,1,100.0,1,1,100.0,1,2,50.0,0,0,,2018,5
Caleb Sturgis,7948,K,1,LAC,41.3,2,3,66.7,0,0,,0,0,,1,1,100.0,1,2,50.0,0,0,,2018,5
Dustin Hopkins,7958,K,1,WAS,68.7,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2018,5
Brandon McManus,8437,K,1,DEN,62.1,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2018,5
Brett Maher,8585,K,1,DAL,77.7,1,1,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2018,5
Cairo Santos,8932,K,1,LA,50.4,3,4,75.0,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,2018,5
Chris Boswell,8990,K,1,PIT,50.8,5,6,83.3,0,0,,0,0,,0,0,,0,0,,0,0,,2018,5
Josh Lambo,10133,K,1,JAX,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,5
Jason Myers,10207,K,1,NYJ,54.8,4,4,100.0,0,0,,0,0,,1,2,50.0,1,1,100.0,0,0,,2018,5
Wil Lutz,11096,K,1,NO,52.6,4,5,80.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,5
Ka'imi Fairbairn,11161,K,1,HST,59.2,1,1,100.0,1,1,100.0,2,2,100.0,1,1,100.0,0,1,0.0,0,0,,2018,5
Aldrick Rosas,11331,K,1,NYG,71.2,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,2018,5
Jake Elliott,11908,K,1,PHI,63.0,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2018,5
Harrison Butker,11988,K,1,KC,66.9,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2018,5
Greg Joseph,22842,K,1,CLV,38.0,0,1,0.0,0,0,,0,0,,2,2,100.0,0,0,,0,1,0.0,2018,5
Matt McCrane,28749,K,1,OAK,48.5,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,1,0.0,2018,5
Jason Sanders,29578,K,1,MIA,65.1,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,5
