player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,70.8,4,4,100.0,0,0,,0,0,,1,1,100.0,3,3,100.0,0,0,,2014,9
Phil Dawson,422,K,1,SF,43.5,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,1,0.0,2014,9
Sebastian Janikowski,595,K,1,OAK,53.9,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,1,0.0,2014,9
Shayne Graham,730,K,1,NO,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2014,9
Billy Cundiff,1230,K,1,CLV,68.7,1,1,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2014,9
Josh Brown,1520,K,1,NYG,62.3,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2014,9
Josh Scobee,1858,K,1,JAX,61.3,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2014,9
Mike Nugent,2264,K,1,CIN,62.0,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2014,9
Shaun Suisham,2796,K,1,PIT,61.4,5,5,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2014,9
Stephen Gostkowski,3063,K,1,NE,68.4,4,4,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2014,9
Nick Folk,3794,K,1,NYJ,61.9,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2014,9
Stephen Hauschka,4655,K,1,SEA,53.3,3,3,100.0,0,0,,0,0,,2,2,100.0,1,2,50.0,0,0,,2014,9
Graham Gano,5443,K,1,CAR,61.3,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2014,9
Dan Bailey,6796,K,1,DAL,67.5,2,2,100.0,0,0,,0,0,,0,1,0.0,0,0,,1,1,100.0,2014,9
Kai Forbath,6860,K,1,WAS,62.6,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2014,9
Randy Bullock,7154,K,1,HST,45.2,3,3,100.0,0,0,,0,0,,0,1,0.0,0,0,,0,0,,2014,9
Greg Zuerlein,7163,K,1,SL,72.5,1,1,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2014,9
Blair Walsh,7167,K,1,MIN,60.9,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2014,9
Justin Tucker,7604,K,1,BLT,64.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2014,9
Caleb Sturgis,7948,K,1,MIA,51.5,4,4,100.0,0,0,,3,3,100.0,0,0,,0,1,0.0,0,0,,2014,9
Brandon McManus,8437,K,1,DEN,46.0,3,3,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2014,9
Cairo Santos,8932,K,1,KC,61.2,3,3,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,2014,9
Cody Parkey,9030,K,1,PHI,64.4,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2014,9
Chandler Catanzaro,9140,K,1,ARZ,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2014,9
Patrick Murray,9389,K,1,TB,47.4,2,2,100.0,0,0,,0,0,,0,1,0.0,1,1,100.0,0,1,0.0,2014,9
