player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Marlon Mack,11898,HB,1,IND,28,25,119,4.8,1,64.4,71.8,28.2,60.0,69,2.76,21,7,3,1,0,0,2018,17
C.J. Anderson,8101,HB,1,LA,24,23,132,5.7,1,75.4,75.7,78.3,60.0,68,2.96,13,9,2,0,0,0,2018,17
Jordan Howard,10784,HB,1,CHI,23,21,109,5.2,2,83.5,76.3,77.8,60.0,86,4.1,42,5,2,0,0,0,2018,17
Doug Martin,7035,HB,1,OAK,22,21,100,4.8,0,70.3,70.7,26.1,60.0,71,3.38,15,7,6,1,0,0,2018,17
Zach Zenner,9761,HB,1,DET,21,21,93,4.4,1,72.3,71.8,78.1,,64,3.05,13,5,1,0,0,0,2018,17
Lamar Jackson,46416,QB,1,BLT,45,18,90,4.5,2,57.1,37.4,23.9,60.0,4,0.2,25,6,1,2,0,0,2018,17
Chris Carson,12004,HB,1,SEA,20,19,122,6.4,1,70.9,69.2,77.3,60.0,61,3.21,61,5,0,0,0,0,2018,17
Saquon Barkley,45791,HB,1,NYG,18,17,109,6.4,1,67.4,70.2,77.5,60.0,94,5.53,68,5,4,0,1,0,2018,17
Lamar Miller,7097,HB,1,HST,25,17,56,3.3,1,52.9,58.3,76.9,46.1,49,2.88,14,2,1,0,1,0,2018,17
Elijah McGuire,11943,HB,1,NYJ,18,17,44,2.6,0,48.7,44.7,25.2,60.0,46,2.71,17,2,1,1,0,0,2018,17
Royce Freeman,45747,HB,1,DEN,17,17,60,3.5,0,68.3,74.2,78.0,,43,2.53,9,4,4,0,0,0,2018,17
David Johnson,9519,HB,1,ARZ,18,17,62,3.6,0,70.4,71.3,77.0,60.0,37,2.18,15,4,4,0,0,0,2018,17
Derrick Henry,10679,HB,1,TEN,16,16,93,5.8,0,64.7,66.4,76.0,,66,4.13,33,4,4,0,1,0,2018,17
Cameron Artis-Payne,9607,HB,1,CAR,19,16,56,3.5,1,71.0,72.8,76.2,60.0,35,2.19,15,6,3,0,0,0,2018,17
Alfred Morris,7165,HB,1,SF,17,16,111,6.9,1,74.8,76.0,76.0,60.0,76,4.75,51,5,4,0,0,0,2018,17
John Kelly,34761,HB,1,LA,18,15,30,2.0,0,54.1,58.5,75.7,60.0,31,2.07,7,3,1,0,0,0,2018,17
Peyton Barber,10927,HB,1,TB,16,15,66,4.4,0,58.4,61.0,76.0,60.0,49,3.27,9,3,3,0,0,0,2018,17
Sony Michel,27589,HB,1,NE,17,14,50,3.6,0,66.9,66.5,75.5,60.0,38,2.71,14,4,2,0,0,0,2018,17
