player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Drew Brees,802,QB,1,NO,47,45,28,62.2,342,7.6,2,1,72.8,72.3,63.1,80.6,1,1,1,5,2,91.2,1,16,2014,7
Matt Ryan,4317,QB,1,ATL,50,44,29,65.9,228,5.2,1,0,76.6,76.8,55.3,30.4,5,0,3,1,1,86.2,1,12,2014,7
Kyle Orton,2323,QB,1,BUF,49,43,31,72.1,283,6.6,2,1,73.2,71.8,60.0,32.3,6,0,1,1,0,95.4,0,19,2014,7
Andrew Luck,7007,QB,1,IND,45,42,27,64.3,344,8.2,2,0,56.9,61.7,38.5,46.2,2,0,4,3,2,105.7,1,15,2014,7
Brian Hoyer,5277,QB,1,CLV,44,41,16,39.0,215,5.2,0,1,52.9,52.5,60.0,79.8,3,4,4,2,0,46.3,0,11,2014,7
Matthew Stafford,4924,QB,1,DET,44,40,27,67.5,299,7.5,2,2,63.2,63.1,57.9,80.1,3,1,3,0,1,85.3,1,13,2014,7
Colin Kaepernick,6188,QB,1,SF,47,39,24,61.5,263,6.7,1,1,68.3,70.9,46.0,80.7,6,1,4,2,0,79.3,2,14,2014,7
Andy Dalton,6187,QB,1,CIN,41,38,18,47.4,126,3.3,0,0,56.9,57.8,56.7,79.7,3,1,3,4,0,55.4,0,5,2014,7
Tom Brady,698,QB,1,NE,38,37,20,54.1,261,7.1,3,0,79.5,77.9,,79.2,1,1,4,4,1,103.5,0,12,2014,7
Russell Wilson,7077,QB,1,SEA,44,36,23,63.9,313,8.7,2,0,74.4,72.2,71.1,80.1,3,1,0,5,0,110.1,5,19,2014,7
Geno Smith,7820,QB,1,NYJ,43,34,20,58.8,226,6.6,1,0,66.5,66.8,57.6,31.2,3,0,2,2,1,88.6,6,15,2014,7
Jay Cutler,2956,QB,1,CHI,38,34,21,61.8,190,5.6,1,1,49.6,56.0,37.5,21.3,3,1,2,1,1,74.4,1,11,2014,7
Eli Manning,1722,QB,1,NYG,34,33,21,63.6,248,7.5,3,0,83.1,80.2,63.9,78.7,0,0,2,4,0,116.7,1,15,2014,7
Ben Roethlisberger,1732,QB,1,PIT,36,33,23,69.7,265,8.0,2,0,65.9,66.0,55.9,28.9,3,1,0,0,0,113.8,0,13,2014,7
