player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
DeMarco Murray,6223,HB,1,DAL,31,31,136,4.4,0,58.2,59.0,33.1,,80,2.58,17,7,2,1,0,0,2014,5
Stevan Ridley,6225,HB,1,NE,31,27,113,4.2,1,62.5,63.0,79.1,60.0,40,1.48,43,5,3,0,0,0,2014,5
LeSean McCoy,4976,HB,1,PHI,25,24,81,3.4,0,57.7,60.6,27.9,60.0,67,2.79,19,4,2,1,0,0,2014,5
Arian Foster,5398,HB,1,HST,25,23,157,6.8,2,71.5,71.5,78.4,60.0,87,3.78,33,7,5,0,0,0,2014,5
Ben Tate,5583,HB,1,CLV,23,22,124,5.6,0,62.8,64.0,77.8,60.0,70,3.18,15,6,7,0,0,0,2014,5
Khiry Robinson,8514,HB,1,NO,24,21,89,4.2,1,72.5,71.8,77.5,60.0,49,2.33,18,8,7,0,0,0,2014,5
Andre Williams,8748,HB,1,NYG,21,20,65,3.3,1,72.8,71.4,77.4,60.0,32,1.6,11,5,3,0,0,0,2014,5
Branden Oliver,9286,HB,1,SD,20,19,114,6.0,1,78.6,72.0,77.9,60.0,73,3.84,52,5,1,0,0,0,2014,5
Frank Gore,2282,HB,1,SF,22,18,107,5.9,0,63.4,58.5,76.7,72.0,33,1.83,14,6,2,0,0,0,2014,5
Matt Forte,4358,HB,1,CHI,17,17,61,3.6,0,62.4,47.0,28.1,81.6,29,1.71,15,4,3,1,0,0,2014,5
Marshawn Lynch,3628,HB,1,SEA,20,17,72,4.2,0,74.7,71.0,77.3,60.0,30,1.76,17,2,3,0,0,0,2014,5
Andre Ellington,7968,HB,1,ARZ,18,16,32,2.0,1,52.4,48.3,76.6,60.0,15,0.94,6,1,1,0,0,0,2014,5
Ronnie Hillman,7069,HB,1,DEN,18,15,64,4.3,0,57.5,57.2,75.5,60.0,26,1.73,16,3,0,0,0,0,2014,5
