player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,68.3,2,2,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2018,15
Sebastian Janikowski,595,K,1,SEA,50.4,2,3,66.7,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,15
Matt Bryant,1223,K,1,ATL,65.3,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2018,15
Robbie Gould,2607,K,1,SF,75.5,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,0,0,,2018,15
Stephen Gostkowski,3063,K,1,NE,62.3,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2018,15
Matt Prater,3471,K,1,DET,47.8,1,1,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2018,15
Mason Crosby,3809,K,1,GB,69.3,0,0,,0,0,,0,0,,0,0,,3,3,100.0,0,0,,2018,15
Stephen Hauschka,4655,K,1,BUF,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,15
Ryan Succop,5180,K,1,TEN,49.7,2,2,100.0,0,0,,1,1,100.0,0,0,,0,1,0.0,0,0,,2018,15
Dan Bailey,6796,K,1,MIN,66.7,5,5,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2018,15
Kai Forbath,6860,K,1,JAX,64.9,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2018,15
Randy Bullock,7154,K,1,CIN,65.7,3,3,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2018,15
Greg Zuerlein,7163,K,1,LA,66.8,2,2,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,2018,15
Justin Tucker,7604,K,1,BLT,64.0,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2018,15
Dustin Hopkins,7958,K,1,WAS,75.9,1,1,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,2018,15
Brandon McManus,8437,K,1,DEN,67.8,1,1,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2018,15
Brett Maher,8585,K,1,DAL,55.5,0,0,,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2018,15
Cairo Santos,8932,K,1,TB,61.2,0,0,,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2018,15
Chris Boswell,8990,K,1,PIT,50.4,2,2,100.0,0,0,,0,0,,0,1,0.0,1,1,100.0,0,0,,2018,15
Cody Parkey,9030,K,1,CHI,63.9,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2018,15
Chandler Catanzaro,9140,K,1,CAR,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,15
Jason Myers,10207,K,1,NYJ,29.9,1,3,33.3,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2018,15
Wil Lutz,11096,K,1,NO,64.4,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2018,15
Ka'imi Fairbairn,11161,K,1,HST,75.0,2,2,100.0,0,0,,0,0,,1,1,100.0,3,3,100.0,1,1,100.0,2018,15
Jake Elliott,11908,K,1,PHI,60.6,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,2,50.0,2018,15
Zane Gonzalez,11979,K,1,ARZ,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,15
Harrison Butker,11988,K,1,KC,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,15
Greg Joseph,22842,K,1,CLV,64.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,15
Daniel Carlson,28121,K,1,OAK,69.4,1,1,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,2018,15
Jason Sanders,29578,K,1,MIA,63.0,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2018,15
Michael Badgley,39417,K,1,LAC,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,15
