player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Kendall Wright,7026,WR,1,TEN,19,12,63.2,150,0,79.1,76.8,61.8,71.9,,12.5,50,4.2,26,8,1,0,0,0,87.6,0,0,2013,15
Julian Edelman,5156,WR,1,NE,17,13,76.5,139,1,78.3,77.1,48.0,72.3,,10.7,69,5.3,24,8,2,0,0,2,119.5,0,0,2013,15
Dez Bryant,5549,WR,1,DAL,17,11,64.7,153,1,90.9,90.7,78.7,71.5,,13.9,58,5.3,37,9,0,0,0,1,113.1,1,0,2013,15
A.J. Green,6156,WR,1,CIN,16,9,56.3,93,0,73.2,72.7,39.1,70.6,,10.3,20,2.2,19,7,2,0,0,0,73.2,0,0,2013,15
DeSean Jackson,4363,WR,1,PHI,15,10,66.7,195,1,86.1,87.7,58.9,73.6,,19.5,77,7.7,51,8,1,1,0,5,104.2,0,0,2013,15
Danny Amendola,4717,WR,1,NE,14,10,71.4,131,0,78.7,76.1,58.9,71.1,,13.1,74,7.4,30,7,1,0,0,1,100.6,0,0,2013,15
Greg Jennings,2997,WR,1,MIN,13,11,84.6,163,1,84.0,82.5,78.7,71.5,,14.8,54,4.9,57,5,0,0,0,1,144.4,0,0,2013,15
Marques Colston,3197,WR,1,NO,13,8,61.5,92,1,71.9,71.7,54.9,70.1,,11.5,11,1.4,23,8,1,0,0,1,108.5,0,0,2013,15
Brandon Marshall,3064,WR,1,CHI,12,6,50.0,95,1,90.0,81.5,49.7,80.6,,15.8,22,3.7,41,4,1,2,0,1,64.9,0,0,2013,15
Calvin Johnson,3618,WR,1,DET,12,6,50.0,98,0,69.0,67.1,29.7,68.8,,16.3,16,2.7,37,4,2,0,0,1,77.8,0,0,2013,15
T.Y. Hilton,7092,WR,1,IND,12,8,66.7,78,0,72.3,70.4,54.9,70.1,,9.8,41,5.1,41,3,1,0,0,0,84.7,0,0,2013,15
Delanie Walker,3120,TE,1,TEN,10,8,80.0,53,1,61.9,59.6,54.5,70.1,72.8,6.6,27,3.4,22,4,0,0,0,0,122.1,0,0,2013,15
Torrey Smith,6210,WR,1,BLT,10,4,40.0,69,0,66.7,64.5,72.1,67.0,,17.3,11,2.8,25,3,0,0,0,0,64.2,0,0,2013,15
Andre Caldwell,4411,WR,1,DEN,10,6,60.0,59,2,74.5,73.0,49.7,68.8,,9.8,12,2.0,15,5,1,0,0,0,116.2,0,0,2013,15
Pierre Garcon,4519,WR,1,WAS,10,7,70.0,129,1,81.8,80.8,52.1,69.5,,18.4,68,9.7,53,5,1,1,0,0,106.3,0,0,2013,15
Josh Gordon,7618,WR,1,CLV,10,3,30.0,67,1,59.8,59.9,36.8,65.8,,22.3,11,3.7,43,3,1,0,0,0,88.3,1,0,2013,15
Zach Ertz,7816,TE,1,PHI,9,6,66.7,57,1,74.1,71.9,49.7,68.8,,9.5,29,4.8,17,4,1,0,0,0,121.1,0,0,2013,15
Marvin Jones Jr.,7158,WR,1,CIN,9,5,55.6,48,1,61.5,59.7,29.2,68.0,,9.6,11,2.2,13,2,2,0,0,2,107.6,0,0,2013,15
Santana Moss,786,WR,1,WAS,9,8,88.9,64,1,65.7,63.2,76.5,21.4,,8.0,28,3.5,17,5,0,0,1,0,133.3,0,0,2013,15
Darren Sproles,2347,HB,1,NO,9,8,88.9,38,0,66.2,70.0,77.3,76.1,75.0,4.8,67,8.4,13,2,0,0,0,2,84.3,0,0,2013,15
Nate Washington,2832,WR,1,TEN,9,7,77.8,92,0,76.1,75.2,75.6,69.5,,13.1,25,3.6,33,5,0,1,0,0,69.7,0,0,2013,15
Andre Johnson,1319,WR,1,HST,9,4,44.4,18,0,50.0,49.8,28.6,67.0,,4.5,3,0.8,9,0,2,2,0,0,12.0,0,0,2013,15
Larry Fitzgerald,1724,WR,1,ARZ,9,6,66.7,49,0,70.7,68.5,74.6,68.8,,8.2,10,1.7,18,3,0,0,0,0,80.3,0,0,2013,15
Mike Wallace,5007,WR,1,MIA,9,6,66.7,105,1,88.1,83.1,74.6,69.8,,17.5,31,5.2,39,4,0,0,0,1,143.3,0,0,2013,15
Rod Streater,7416,WR,1,OAK,9,4,44.4,59,0,66.9,66.4,72.1,67.0,,14.8,48,12.0,26,3,0,1,0,1,26.9,0,0,2013,15
Tim Wright,8392,TE,1,TB,9,7,77.8,82,1,68.6,67.1,75.6,69.5,41.3,11.7,13,1.9,26,2,0,0,0,1,141.7,0,0,2013,15
Jacoby Jones,3689,WR,1,BLT,8,6,75.0,80,0,74.9,73.7,74.6,72.3,,13.3,23,3.8,27,3,0,0,0,0,106.3,0,0,2013,15
Pierre Thomas,4080,HB,1,NO,8,7,87.5,62,0,67.2,59.9,52.1,74.8,72.4,8.9,74,10.6,28,3,1,0,0,2,99.0,0,0,2013,15
Rishard Matthews,7211,WR,1,MIA,8,5,62.5,64,0,73.6,72.8,73.4,68.0,,12.8,14,2.8,24,3,0,0,0,0,87.5,0,0,2013,15
Vincent Jackson,2278,WR,1,TB,8,5,62.5,58,1,72.0,71.1,73.4,68.0,,11.6,5,1.0,16,3,0,0,0,1,124.0,0,0,2013,15
Jamaal Charles,4387,HB,1,KC,8,8,100.0,195,4,88.2,93.2,76.5,74.6,78.9,24.4,175,21.9,71,5,0,0,0,2,158.3,1,0,2013,15
Santonio Holmes,2970,WR,1,NYJ,8,2,25.0,14,0,58.2,57.7,29.9,64.0,,7.0,1,0.5,9,1,1,1,0,0,0.0,0,0,2013,15
Jordy Nelson,4350,WR,1,GB,8,5,62.5,61,1,64.3,60.6,29.2,68.0,,12.2,23,4.6,21,3,2,1,0,0,85.9,0,0,2013,15
Jason Witten,1384,TE,1,DAL,8,4,50.0,71,1,77.5,72.3,72.1,67.0,65.8,17.8,16,4.0,27,3,0,0,0,1,120.3,0,0,2013,15
