player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,68,0,14,54,80.8,69.6,41.3,,74.8,0,0,0,0,0,3,4,2,1,0,6,4,73,18.3,70,34.0,0,1,0,68.8,0,0,2014,16
Justin Smith,776,DI,1,SF,54,39,15,0,48.9,60.3,71.0,47.4,,1,0,0,1,0,2,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Ryan Pickett,799,DI,1,HST,8,3,5,0,55.4,58.0,,56.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Julius Peppers,1010,ED,1,GB,31,23,8,0,90.2,52.7,70.5,91.1,,4,2,1,1,0,0,0,0,2,1,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Dwight Freeney,1019,ED,1,SD,18,16,2,0,63.1,54.1,68.1,67.9,,2,1,0,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Larry Foote,1126,LB,1,ARZ,67,13,31,23,35.0,52.4,76.3,56.5,29.8,3,0,1,2,0,3,1,0,1,0,4,3,68,22.7,23,39.0,1,0,0,156.3,0,0,2014,16
Ryan Clark,1229,S,1,WAS,89,0,29,60,47.0,49.1,75.3,,51.6,0,0,0,0,0,12,0,1,3,0,5,3,33,11.0,6,16.0,0,0,1,79.6,0,0,2014,16
James Harrison,1251,ED,1,PIT,59,39,11,9,91.7,90.2,76.7,78.5,86.9,7,2,0,5,0,3,0,0,4,0,1,1,1,1.0,2,1.0,0,0,0,79.2,0,0,2014,16
Terence Newman,1321,CB,1,CIN,43,0,14,29,28.3,72.8,80.5,,27.4,0,0,0,0,0,6,0,0,1,0,8,5,130,26.0,15,46.0,0,0,1,106.3,2,1,2014,16
Kevin Williams,1325,DI,1,SEA,30,15,14,1,59.8,64.8,67.3,52.0,60.0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Terrell Suggs,1326,ED,1,BLT,64,32,28,4,54.8,73.9,76.4,53.7,46.2,1,0,0,1,0,4,3,0,4,0,1,1,9,9.0,2,9.0,0,0,0,104.2,1,0,2014,16
Calvin Pace,1334,ED,1,NYJ,54,25,16,13,61.6,72.6,72.7,57.3,54.1,2,2,0,0,0,1,0,0,3,0,1,0,0,,0,,0,0,0,39.6,0,0,2014,16
Rashean Mathis,1355,CB,1,DET,64,0,20,44,88.5,64.7,79.1,,89.4,0,0,0,0,0,5,0,0,2,0,11,5,24,4.8,9,9.0,0,0,1,52.5,0,0,2014,16
Osi Umenyiora,1371,ED,1,ATL,30,29,1,0,60.3,60.0,20.4,68.4,60.0,5,0,0,5,0,0,0,3,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Cory Redding,1381,DI,1,IND,45,20,25,0,63.1,49.4,,77.2,,2,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Jarret Johnson,1421,ED,1,SD,51,7,31,13,60.1,60.0,40.1,56.7,59.9,2,0,0,2,0,3,3,2,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
Chris Clemons,1585,ED,1,JAX,58,39,19,0,68.7,54.2,,72.6,,5,0,1,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,16
