player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Matt Ryan,4317,QB,1,ATL,66,61,34,55.7,301,4.9,1,4,49.5,48.9,63.1,82.4,4,3,3,2,0,47.2,1,18,2013,8
Mike Glennon,7854,QB,1,TB,55,51,30,58.8,275,5.4,1,0,60.8,61.3,55.5,81.2,3,1,5,1,1,80.1,1,13,2013,8
Matthew Stafford,4924,QB,1,DET,51,48,33,68.8,488,10.2,1,2,83.9,81.1,75.1,80.8,1,1,3,2,0,91.3,2,19,2013,8
Chad Henne,4371,QB,1,JAX,45,45,29,64.4,228,5.1,1,0,63.7,63.6,58.6,80.1,0,0,2,0,1,84.3,0,10,2013,8
Ben Roethlisberger,1732,QB,1,PIT,51,45,29,64.4,275,6.1,1,2,65.2,67.2,57.9,80.6,5,2,2,2,0,70.1,1,13,2013,8
Peyton Manning,327,QB,1,DEN,46,44,30,68.2,354,8.0,4,3,61.9,62.7,53.7,80.5,2,1,2,0,0,94.3,0,23,2013,8
Ryan Tannehill,7014,QB,1,MIA,49,42,22,52.4,192,4.6,2,2,66.2,65.0,65.9,80.3,6,1,3,2,0,60.8,1,15,2013,8
Thaddeus Lewis,5817,QB,1,BUF,44,39,22,56.4,234,6.0,1,1,52.3,58.9,29.3,22.6,4,0,1,1,0,72.0,1,13,2013,8
Eli Manning,1722,QB,1,NYG,40,39,25,64.1,246,6.3,0,0,70.7,75.7,56.7,79.4,1,1,1,1,0,81.8,0,12,2013,8
Alex Smith,2218,QB,1,KC,46,36,24,66.7,225,6.3,2,0,60.7,59.9,61.3,80.4,6,1,1,2,0,102.2,4,14,2013,8
Jason Campbell,2242,QB,1,CLV,40,36,22,61.1,293,8.1,2,0,69.0,66.5,67.5,28.9,1,0,3,0,1,105.4,3,9,2013,8
Drew Brees,802,QB,1,NO,39,34,26,76.5,332,9.8,5,0,63.9,70.2,53.6,80.3,4,0,0,1,0,146.1,1,14,2013,8
Cam Newton,6153,QB,1,CAR,39,32,23,71.9,221,6.9,2,0,76.1,73.3,68.9,80.4,3,0,3,0,0,111.6,4,13,2013,8
Kellen Clemens,2994,QB,1,SL,36,31,15,48.4,158,5.1,0,2,64.2,61.5,66.7,79.0,3,1,2,2,1,36.8,2,8,2013,8
Andy Dalton,6187,QB,1,CIN,31,30,19,63.3,325,10.8,5,1,92.3,91.3,,77.7,1,0,3,1,0,125.7,0,16,2013,8
Geno Smith,7820,QB,1,NYJ,34,30,20,66.7,159,5.3,0,2,32.2,34.3,52.6,78.5,3,1,1,2,0,51.9,1,6,2013,8
Tony Romo,1693,QB,1,DAL,32,30,14,46.7,206,6.9,3,0,52.3,55.8,46.3,78.2,0,0,2,2,0,102.9,2,9,2013,8
Robert Griffin III,7008,QB,1,WAS,36,30,15,50.0,132,4.4,1,2,50.5,53.3,48.5,78.9,3,0,3,0,1,45.4,3,8,2013,8
Aaron Rodgers,2241,QB,1,GB,35,29,24,82.8,285,9.8,2,0,86.6,84.9,66.9,79.2,2,0,1,3,0,130.6,4,16,2013,8
Matt Barkley,7880,QB,1,PHI,29,26,17,65.4,158,6.1,0,1,29.1,29.8,,19.5,3,1,0,0,0,65.9,0,9,2013,8
Tom Brady,698,QB,1,NE,26,22,13,59.1,116,5.3,1,1,53.8,55.3,52.2,27.2,3,0,2,0,1,69.5,1,7,2013,8
Christian Ponder,6164,QB,1,MIN,29,21,14,66.7,145,6.9,0,0,57.4,55.2,63.5,77.7,3,0,0,1,0,86.4,5,8,2013,8
Terrelle Pryor Sr.,6944,QB,1,OAK,24,19,10,52.6,88,4.6,0,2,62.4,56.8,67.6,77.8,2,1,3,0,0,25.7,3,5,2013,8
Carson Palmer,1317,QB,1,ARZ,22,18,13,72.2,172,9.6,2,1,63.0,65.7,57.9,76.1,3,0,0,0,0,116.0,1,9,2013,8
Russell Wilson,7077,QB,1,SEA,25,18,10,55.6,139,7.7,2,0,62.5,62.4,58.8,77.8,7,0,2,3,0,117.6,0,4,2013,8
Colin Kaepernick,6188,QB,1,SF,19,16,10,62.5,164,10.3,1,0,82.7,77.3,74.6,76.7,0,1,2,0,0,117.7,3,10,2013,8
Kirk Cousins,7102,QB,1,WAS,9,9,5,55.6,48,5.3,0,2,48.0,49.9,59.0,71.6,0,1,1,0,0,31.0,0,3,2013,8
Michael Vick,773,QB,1,PHI,11,9,6,66.7,30,3.3,0,1,25.6,27.6,58.3,19.5,1,0,0,1,0,31.9,1,1,2013,8
Matt Simms,7423,QB,1,NYJ,11,7,3,42.9,17,2.4,0,0,49.3,47.8,59.4,71.9,1,0,0,1,0,50.3,3,2,2013,8
Colt McCoy,5609,QB,1,SF,1,1,1,100.0,13,13.0,0,0,61.5,60.6,,60.4,0,0,0,0,0,118.8,0,1,2013,8
