player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,76,0,28,48,66.5,62.1,82.5,,65.1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,-4.0,12.0,0.0,1.0,0.0,30.6,0,0,2015,4
Julius Peppers,1010,ED,1,GB,30,20,9,1,60.8,56.6,72.9,52.7,76.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,4
James Harrison,1251,ED,1,PIT,49,16,24,9,69.4,59.0,76.2,73.4,65.1,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,4
Terence Newman,1321,CB,1,MIN,54,0,23,31,40.8,54.8,37.4,,38.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,4.0,63.0,15.8,23.0,27.0,0.0,0.0,1.0,87.2,0,0,2015,4
Kevin Williams,1325,DI,1,NO,27,8,19,0,76.1,75.3,,55.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,4
Calvin Pace,1334,ED,1,NYJ,37,30,3,4,66.0,60.4,,63.3,61.7,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,4
Charles Tillman,1351,CB,1,CAR,57,0,21,36,60.1,64.7,27.0,,58.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,21.0,21.0,13.0,21.0,0.0,0.0,1.0,59.0,0,0,2015,4
Rashean Mathis,1355,CB,1,DET,65,0,27,38,55.8,63.1,76.9,,53.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,84.0,42.0,54.0,50.0,0.0,0.0,0.0,118.8,0,0,2015,4
Cory Redding,1381,DI,1,ARZ,10,6,4,0,48.6,53.8,,54.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,4
Robert Mathis,1447,ED,1,IND,24,20,0,4,70.3,,,67.3,62.4,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,4
