player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,53,0,20,33,64.6,62.9,43.0,,62.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,3.0,23.0,7.7,33.0,15.0,0.0,0.0,0.0,88.5,0,0,2013,15
London Fletcher,424,LB,1,WAS,45,2,15,28,53.2,59.3,80.2,55.5,53.4,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,7.0,6.0,44.0,7.3,33.0,15.0,1.0,0.0,0.0,132.4,1,0,2013,15
John Abraham,591,ED,1,ARZ,83,56,18,9,61.4,69.4,73.6,49.7,77.2,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,83.3,0,0,2013,15
Paris Lenon,751,LB,1,DEN,32,0,28,4,29.8,41.0,34.3,,43.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,15
Justin Smith,776,DI,1,SF,33,25,8,0,61.7,60.5,69.9,60.4,,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,15
Andre Carter,779,ED,1,NE,14,12,1,1,51.4,60.0,,50.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,15
Ryan Pickett,799,DI,1,GB,34,18,16,0,31.2,33.2,68.1,51.2,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,15
Julius Peppers,1010,ED,1,CHI,44,29,11,4,61.3,70.4,,52.5,60.9,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,15
Quentin Jammer,1013,CB,1,DEN,11,0,5,6,66.3,60.0,,,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,15
Edward Reed,1031,S,1,NYJ,52,1,23,28,49.3,71.7,80.7,60.0,44.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,15
