player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Jordy Nelson,4350,WR,1,GB,15,9,60.0,107,1,76.2,75.7,58.5,71.1,,11.9,28,3.1,22,7,1,0,0,0,104.0,0,0,2014,6
Cecil Shorts,6266,WR,1,JAX,15,10,66.7,103,0,68.3,67.5,78.0,20.1,,10.3,36,3.6,23,5,0,0,1,1,86.3,0,0,2014,6
Mohamed Sanu,7084,WR,1,CIN,14,10,71.4,120,1,90.2,88.6,61.8,71.9,,12.0,36,3.6,34,7,1,0,0,0,121.1,0,0,2014,6
Demaryius Thomas,5547,WR,1,DEN,12,10,83.3,124,1,83.0,81.6,78.0,71.1,,12.4,40,4.0,54,5,0,0,0,2,137.5,0,0,2014,6
Jace Amaro,8684,TE,1,NYJ,12,10,83.3,68,1,81.8,77.4,58.5,71.1,,6.8,28,2.8,15,5,1,0,0,1,118.1,0,0,2014,6
Golden Tate,5585,WR,1,DET,12,7,58.3,44,0,54.8,54.5,35.7,70.1,,6.3,19,2.7,15,2,2,0,0,0,66.0,0,0,2014,6
Matt Forte,4358,HB,1,CHI,11,10,90.9,77,0,72.9,74.0,60.6,78.0,86.3,7.7,69,6.9,16,3,1,0,0,2,95.8,0,0,2014,6
Julio Jones,6158,WR,1,ATL,11,4,36.4,68,0,54.7,52.3,28.7,16.4,,17.0,26,6.5,29,3,2,1,1,1,20.3,0,0,2014,6
Vincent Jackson,2278,WR,1,TB,11,4,36.4,66,0,62.3,64.1,72.1,67.0,,16.5,10,2.5,33,3,0,0,0,0,57.4,1,0,2014,6
Markus Wheaton,7860,WR,1,PIT,11,4,36.4,33,0,56.3,56.3,72.1,67.0,,8.3,-1,-0.3,9,0,0,0,0,0,44.9,0,0,2014,6
Jared Cook,5012,TE,1,SL,11,4,36.4,74,0,77.7,78.4,73.4,68.0,36.0,18.5,30,7.5,39,3,0,0,0,0,60.4,2,0,2014,6
Jordan Reed,7866,TE,1,WAS,11,8,72.7,92,0,68.5,69.8,54.9,70.1,9.2,11.5,55,6.9,20,4,1,0,0,2,97.5,0,0,2014,6
Julian Edelman,5156,WR,1,NE,11,9,81.8,91,0,66.8,70.2,77.3,74.9,,10.1,29,3.2,20,3,0,0,0,0,101.1,1,0,2014,6
Dez Bryant,5549,WR,1,DAL,10,4,40.0,63,0,74.1,74.1,72.1,67.0,,15.8,9,2.3,23,4,0,0,0,0,61.7,0,0,2014,6
Robert Woods,7822,WR,1,BUF,10,7,70.0,78,1,79.4,78.0,78.0,71.1,,11.1,34,4.9,35,4,0,0,0,3,126.3,1,0,2014,6
Eric Decker,5611,WR,1,NYJ,10,6,60.0,54,1,73.1,71.9,74.6,68.8,,9.0,21,3.5,15,5,0,0,0,0,107.9,0,0,2014,6
Jerricho Cotchery,1829,WR,1,CAR,10,4,40.0,58,0,61.0,59.3,42.1,67.0,67.4,14.5,20,5.0,26,2,2,0,0,0,59.6,0,0,2014,6
Antonio Brown,5718,WR,1,PIT,10,7,70.0,118,0,76.7,74.8,75.6,72.6,,16.9,23,3.3,23,6,0,0,0,0,109.6,0,0,2014,6
Greg Olsen,3647,TE,1,CAR,10,6,60.0,62,1,74.4,70.6,74.6,68.8,73.7,10.3,25,4.2,16,4,0,0,0,0,111.3,1,0,2014,6
Andre Ellington,7968,HB,1,ARZ,9,6,66.7,26,0,57.0,66.6,74.6,77.8,65.9,4.3,27,4.5,10,2,0,0,0,1,70.1,0,0,2014,6
Scott Chandler,3745,TE,1,BUF,9,6,66.7,105,0,77.5,81.0,49.2,68.8,,17.5,32,5.3,28,5,1,0,0,0,106.3,0,0,2014,6
Anquan Boldin,1369,WR,1,SF,9,7,77.8,94,1,71.7,70.9,52.5,69.5,,13.4,40,5.7,28,5,1,0,0,0,147.2,0,0,2014,6
Allen Robinson II,8696,WR,1,JAX,9,8,88.9,68,0,68.4,66.3,76.5,70.1,,8.5,21,2.6,15,4,0,0,0,1,98.1,0,0,2014,6
Rob Gronkowski,5567,TE,1,NE,9,7,77.8,94,0,89.2,86.1,76.5,70.1,68.0,13.4,44,6.3,33,4,0,0,0,1,110.2,0,0,2014,6
Andre Johnson,1319,WR,1,HST,9,7,77.8,99,1,81.6,78.9,52.1,17.7,,14.1,30,4.3,26,5,0,0,1,0,149.5,1,0,2014,6
T.Y. Hilton,7092,WR,1,IND,9,9,100.0,223,1,91.8,91.7,77.3,71.3,,24.8,37,4.1,49,8,0,0,0,0,155.8,0,0,2014,6
Andre Roberts,5612,WR,1,WAS,9,5,55.6,55,0,48.2,44.6,29.2,18.6,,11.0,39,7.8,22,3,2,1,1,0,34.3,0,0,2014,6
Brandon Marshall,3064,WR,1,CHI,9,6,66.7,113,0,83.4,79.6,74.6,68.8,,18.8,48,8.0,47,4,0,0,0,2,109.7,0,0,2014,6
Antonio Gates,1609,TE,1,SD,8,3,37.5,27,1,60.3,62.0,70.5,65.8,,9.0,13,4.3,16,2,0,0,0,0,87.0,0,0,2014,6
Mike Wallace,5007,WR,1,MIA,8,5,62.5,67,1,72.5,71.4,45.8,68.0,,13.4,29,5.8,25,4,1,0,0,1,128.6,0,0,2014,6
Kelvin Benjamin,8663,WR,1,CAR,8,7,87.5,49,1,65.0,64.2,76.5,70.1,,7.0,10,1.4,13,3,0,1,0,1,92.2,1,0,2014,6
Louis Murphy Jr.,5048,WR,1,TB,8,7,87.5,72,1,69.4,68.5,75.6,69.5,,10.3,13,1.9,24,4,0,1,0,0,104.2,0,0,2014,6
Rueben Randle,7065,WR,1,NYG,8,5,62.5,58,0,61.8,61.5,74.6,68.8,,11.6,0,0.0,17,3,0,0,0,0,84.4,0,0,2014,6
Andre Holmes,6489,WR,1,OAK,7,4,57.1,121,2,70.8,69.7,41.6,67.0,,30.3,66,16.5,77,4,1,0,0,0,141.4,0,0,2014,6
Malcom Floyd,2044,WR,1,SD,7,5,71.4,103,1,79.7,80.2,73.4,68.0,,20.6,10,2.0,44,5,0,0,0,0,153.3,0,0,2014,6
Jarvis Landry,8698,WR,1,MIA,7,6,85.7,75,1,84.6,82.7,74.6,71.2,,12.5,37,6.2,21,5,0,1,0,0,111.3,0,0,2014,6
Davante Adams,8688,WR,1,GB,7,6,85.7,77,0,73.8,72.7,74.6,68.8,,12.8,46,7.7,24,5,0,0,0,2,112.5,0,0,2014,6
Jason Avant,3054,WR,1,CAR,7,5,71.4,47,0,72.3,72.3,74.6,68.8,,9.4,29,5.8,17,2,0,0,0,1,89.6,0,0,2014,6
Mike Evans,8642,WR,1,TB,7,4,57.1,55,1,67.1,64.8,72.1,67.0,,13.8,15,3.8,25,2,0,0,0,0,122.0,0,0,2014,6
James Jones,3694,WR,1,OAK,7,5,71.4,56,1,65.5,67.7,33.0,68.0,,11.2,2,0.4,18,3,0,0,0,0,134.5,2,0,2014,6
Martellus Bennett,4375,TE,1,CHI,7,4,57.1,52,0,76.8,74.0,45.8,68.0,74.3,13.0,29,7.3,25,2,1,0,0,3,80.7,0,0,2014,6
Michael Crabtree,4933,WR,1,SF,7,3,42.9,49,1,67.5,67.0,70.5,65.8,,16.3,7,2.3,32,1,0,0,0,0,106.5,0,0,2014,6
Reggie Wayne,800,WR,1,IND,7,4,57.1,35,0,60.6,59.0,72.1,67.0,,8.8,19,4.8,11,2,0,1,0,1,31.0,0,0,2014,6
Jermaine Kearse,7428,WR,1,SEA,7,3,42.9,62,0,54.0,62.7,70.5,65.8,,20.7,31,10.3,53,1,0,0,0,1,74.7,0,0,2014,6
Jermaine Gresham,5546,TE,1,CIN,7,6,85.7,68,0,71.2,72.9,74.6,68.8,68.5,11.3,45,7.5,23,3,0,1,0,0,67.6,1,0,2014,6
Larry Fitzgerald,1724,WR,1,ARZ,6,6,100.0,98,1,86.3,80.6,75.6,69.5,,16.3,34,5.7,24,4,0,0,0,2,158.3,0,0,2014,6
Jordan Matthews,8677,WR,1,PHI,6,4,66.7,50,0,62.4,60.5,41.6,67.0,,12.5,32,8.0,26,3,1,1,0,0,52.8,0,0,2014,6
Greg Jennings,2997,WR,1,MIN,6,3,50.0,33,0,50.8,50.8,36.2,65.8,,11.0,12,4.0,16,1,1,0,0,0,66.7,0,0,2014,6
Jerick McKinnon,8731,HB,1,MIN,6,6,100.0,42,0,64.8,90.6,74.6,75.3,22.1,7.0,56,9.3,13,3,0,0,0,4,95.8,0,0,2014,6
Chris Hogan,6468,WR,1,BUF,6,5,83.3,72,1,79.0,76.9,45.8,68.0,,14.4,11,2.2,24,4,1,0,0,0,156.3,0,0,2014,6
Vernon Davis,2951,TE,1,SF,6,3,50.0,30,0,35.9,42.5,28.0,65.8,74.1,10.0,13,4.3,17,1,2,0,0,0,64.6,1,0,2014,6
Lance Moore,2718,WR,1,PIT,6,1,16.7,26,1,50.4,50.9,28.8,61.2,,26.0,3,3.0,26,1,1,0,0,0,84.7,0,0,2014,6
Dexter McCluster,5561,HB,1,TEN,6,6,100.0,52,0,80.7,90.8,74.6,74.6,,8.7,31,5.2,25,2,0,0,0,1,102.8,0,0,2014,6
Steve Smith,837,WR,1,BLT,6,5,83.3,110,1,85.7,85.0,73.4,68.0,,22.0,17,3.4,56,5,0,0,0,0,158.3,0,0,2014,6
Roddy White,2244,WR,1,ATL,6,3,50.0,40,0,51.8,55.5,36.2,65.8,,13.3,15,5.0,23,2,1,0,0,0,71.5,1,0,2014,6
John Brown,8726,WR,1,ARZ,6,4,66.7,43,0,67.0,69.0,72.1,67.0,,10.8,16,4.0,15,3,0,0,0,0,87.5,1,0,2014,6
Brandon LaFell,5602,WR,1,NE,6,4,66.7,97,2,79.6,78.3,73.4,68.0,,24.3,63,15.8,56,3,0,0,0,1,149.3,1,0,2014,6
Emmanuel Sanders,5606,WR,1,DEN,6,3,50.0,38,0,61.5,60.6,70.5,65.8,,12.7,11,3.7,20,2,0,0,0,1,70.1,0,0,2014,6
Keenan Allen,7857,WR,1,SD,6,3,50.0,27,0,57.5,56.7,72.1,69.0,,9.0,7,2.3,19,1,0,0,0,0,62.5,0,0,2014,6
Dwayne Allen,7066,TE,1,IND,6,3,50.0,49,0,77.1,67.8,70.5,65.8,58.2,16.3,23,7.7,18,3,0,0,0,0,77.8,1,0,2014,6
Randall Cobb,6216,WR,1,GB,6,5,83.3,58,1,59.8,60.9,46.3,69.1,,11.6,20,4.0,28,3,1,0,0,0,146.5,0,0,2014,6
DeMarco Murray,6223,HB,1,DAL,6,6,100.0,31,0,54.7,78.6,74.6,32.0,82.5,5.2,51,8.5,14,0,0,0,0,3,88.2,0,0,2014,6
Alshon Jeffery,7048,WR,1,CHI,6,5,83.3,136,0,73.4,71.4,74.6,70.6,,27.2,49,9.8,74,5,0,0,0,1,118.8,1,0,2014,6
Riley Cooper,5682,WR,1,PHI,6,5,83.3,59,0,77.1,71.9,73.4,68.0,,11.8,7,1.4,15,4,0,0,0,0,107.6,0,0,2014,6
Levine Toilolo,7915,TE,1,ATL,6,3,50.0,34,0,54.1,49.5,26.5,81.3,78.0,11.3,0,0.0,15,1,3,0,0,0,67.4,0,0,2014,6
Luke Willson,7940,TE,1,SEA,6,2,33.3,11,0,59.0,58.9,68.3,64.0,56.2,5.5,14,7.0,10,1,0,1,0,1,2.8,0,0,2014,6
John Carlson,4352,TE,1,ARZ,6,4,66.7,14,0,55.7,46.1,41.6,67.0,75.1,3.5,7,1.8,13,1,1,0,0,0,70.1,0,0,2014,6
Le'Veon Bell,7829,HB,1,PIT,6,4,66.7,23,0,71.9,64.9,72.1,77.5,83.8,5.8,25,6.3,16,2,0,0,0,0,73.6,0,0,2014,6
Pierre Garcon,4519,WR,1,WAS,6,4,66.7,31,1,65.9,63.7,72.1,67.0,,7.8,29,7.3,15,3,0,1,0,0,79.2,0,0,2014,6
Steve Johnson,4538,WR,1,SF,6,5,83.3,53,0,83.8,80.6,73.4,80.8,,10.6,24,4.8,20,1,0,0,0,1,103.5,0,0,2014,6
Cordarrelle Patterson,7810,WR,1,MIN,6,2,33.3,15,0,53.6,57.5,70.5,69.1,,7.5,5,2.5,9,0,0,2,0,1,2.8,1,0,2014,6
Michael Floyd,7019,WR,1,ARZ,6,4,66.7,47,1,59.3,56.9,41.6,15.2,,11.8,9,2.3,20,3,1,0,1,1,129.9,0,0,2014,6
Hakeem Nicks,4952,WR,1,IND,6,2,33.3,18,0,59.4,59.2,36.2,65.8,,9.0,10,5.0,12,1,2,0,0,0,42.4,0,0,2014,6
Kenny Britt,4953,WR,1,SL,6,3,50.0,39,0,65.7,65.4,70.5,65.8,,13.0,7,2.3,18,2,0,1,0,1,31.3,0,0,2014,6
Brandon Tate,5006,WR,1,CIN,6,4,66.7,38,1,73.0,68.5,72.1,69.8,,9.5,24,6.0,16,4,0,1,0,0,84.0,0,0,2014,6
Jarius Wright,7118,WR,1,MIN,6,4,66.7,17,0,51.4,49.8,41.6,68.3,,4.3,12,3.0,6,0,1,0,0,0,70.1,0,0,2014,6
Fred Jackson,3368,HB,1,BUF,5,4,80.0,17,0,60.4,65.8,72.1,74.4,70.9,4.3,25,6.3,12,1,0,0,0,1,80.8,0,0,2014,6
DeSean Jackson,4363,WR,1,WAS,5,3,60.0,115,1,59.2,63.0,70.5,67.4,,38.3,96,32.0,64,2,0,1,0,0,104.2,0,0,2014,6
James Starks,5716,HB,1,GB,5,2,40.0,11,0,47.9,42.1,30.0,72.9,77.8,5.5,11,5.5,10,1,1,0,0,0,47.9,0,0,2014,6
Austin Seferian-Jenkins,8673,TE,1,TB,5,4,80.0,58,0,68.6,66.9,72.1,67.0,68.8,14.5,14,3.5,30,2,0,0,0,0,115.0,0,0,2014,6
Theo Riddick,7980,HB,1,DET,5,5,100.0,75,1,78.0,91.0,73.4,70.9,,15.0,82,16.4,41,2,0,0,0,1,158.3,0,0,2014,6
