player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Jason Witten,1384,TE,1,DAL,16,12,75.0,135,0,87.3,85.4,62.1,71.9,68.9,11.3,64,5.3,34,6,1,1,0,0,73.7,0,0,2013,17
Jordy Nelson,4350,WR,1,GB,15,10,66.7,161,0,90.2,90.4,58.9,71.1,,16.1,61,6.1,34,8,1,1,0,5,74.6,0,0,2013,17
T.Y. Hilton,7092,WR,1,IND,15,11,73.3,155,0,91.7,91.0,78.7,71.5,,14.1,76,6.9,41,6,0,0,0,2,106.3,0,0,2013,17
Roddy White,2244,WR,1,ATL,14,8,57.1,91,1,54.8,54.2,27.5,70.1,,11.4,15,1.9,39,3,4,0,0,0,100.6,1,0,2013,17
Dez Bryant,5549,WR,1,DAL,13,8,61.5,99,1,67.3,68.9,76.5,70.1,,12.4,68,8.5,32,4,0,0,0,1,110.7,0,0,2013,17
Antonio Brown,5718,WR,1,PIT,13,9,69.2,87,0,75.9,76.0,57.0,73.7,,9.7,49,5.4,24,5,1,0,0,1,87.7,0,0,2013,17
Ace Sanders,7883,WR,1,JAX,12,6,50.0,50,0,56.1,55.9,74.6,68.8,,8.3,35,5.8,21,2,0,0,0,0,61.1,0,0,2013,17
Vincent Jackson,2278,WR,1,TB,12,4,33.3,35,0,59.5,59.2,27.5,68.0,,8.8,8,2.0,12,4,3,1,0,0,7.6,0,0,2013,17
Mike Wallace,5007,WR,1,MIA,12,5,41.7,25,1,63.1,64.9,73.4,68.0,,5.0,3,0.6,13,3,0,2,0,0,37.5,1,0,2013,17
Michael Floyd,7019,WR,1,ARZ,12,6,50.0,91,0,58.7,58.3,29.7,68.8,69.8,15.2,18,3.0,44,3,2,1,0,1,40.6,0,0,2013,17
Anquan Boldin,1369,WR,1,SF,11,9,81.8,149,1,88.1,86.7,57.0,71.3,,16.6,96,10.7,63,6,1,0,0,1,149.1,0,0,2013,17
Aldrick Robinson,6330,WR,1,WAS,11,3,27.3,33,0,52.4,53.3,36.8,67.4,,11.0,4,1.3,14,2,1,0,0,0,39.6,0,0,2013,17
Julian Edelman,5156,WR,1,NE,11,9,81.8,65,0,77.6,77.3,78.0,73.1,,7.2,54,6.0,14,2,0,0,0,1,91.3,0,0,2013,17
Larry Fitzgerald,1724,WR,1,ARZ,10,6,60.0,113,0,78.6,77.7,74.6,68.8,,18.8,39,6.5,49,4,0,0,0,3,99.2,0,0,2013,17
A.J. Green,6156,WR,1,CIN,10,4,40.0,61,1,68.5,68.0,72.1,67.0,,15.3,10,2.5,53,1,1,3,0,1,54.6,0,0,2013,17
Josh Gordon,7618,WR,1,CLV,10,7,70.0,82,0,73.1,72.2,75.6,69.5,,11.7,4,0.6,20,5,0,0,0,0,94.6,0,0,2013,17
Kevin Ogletree,5387,WR,1,DET,10,5,50.0,75,0,77.0,76.4,73.4,68.0,,15.0,39,7.8,32,4,0,0,0,3,75.0,0,0,2013,17
Dennis Pitta,5638,TE,1,BLT,10,8,80.0,63,0,59.1,59.1,76.5,70.1,76.2,7.9,27,3.4,11,3,0,0,0,0,92.9,0,0,2013,17
Tim Wright,8392,TE,1,TB,10,5,50.0,58,1,64.0,67.3,46.3,69.1,68.7,11.6,17,3.4,24,4,1,0,0,0,101.3,1,0,2013,17
Brandon Marshall,3064,WR,1,CHI,9,6,66.7,74,1,80.1,81.2,29.8,68.8,,12.3,26,4.3,37,3,2,0,0,0,128.9,1,0,2013,17
Pierre Garcon,4519,WR,1,WAS,9,6,66.7,56,0,65.4,65.3,74.6,68.8,,9.3,13,2.2,21,3,0,0,0,1,83.6,0,0,2013,17
Golden Tate,5585,WR,1,SEA,9,8,88.9,129,1,92.7,92.7,77.3,73.3,,16.1,64,8.0,47,6,0,0,0,5,155.8,0,0,2013,17
Harry Douglas,4398,WR,1,ATL,9,7,77.8,58,0,72.1,71.5,54.9,70.1,,8.3,24,3.4,12,5,0,1,0,0,53.9,0,0,2013,17
Marlon Brown,8179,WR,1,BLT,9,5,55.6,30,1,64.6,64.2,73.4,68.0,,6.0,9,1.8,9,3,0,0,0,0,99.3,0,0,2013,17
Rod Streater,7416,WR,1,OAK,9,5,55.6,40,1,65.0,64.6,46.3,68.0,,8.0,12,2.4,14,4,1,0,0,0,103.9,0,0,2013,17
Andre Johnson,1319,WR,1,HST,9,6,66.7,49,0,65.9,65.4,49.2,68.8,,8.2,10,1.7,13,2,1,0,0,1,80.3,0,0,2013,17
Kerry Taylor,6760,WR,1,JAX,9,8,88.9,75,1,65.9,65.3,76.5,70.1,,9.4,18,2.3,15,3,0,0,0,0,138.4,0,0,2013,17
Keenan Allen,7857,WR,1,SD,9,5,55.6,89,0,67.6,65.4,73.4,71.1,,17.8,55,11.0,38,2,0,1,0,1,50.0,0,0,2013,17
Jimmy Graham,5619,TE,1,NO,8,5,62.5,71,1,70.8,74.7,73.4,68.0,,14.2,16,3.2,33,3,0,0,0,1,130.7,1,0,2013,17
