player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Peyton Manning,327,QB,1,DEN,52,51,32,62.7,400,7.8,4,0,80.7,78.9,,81.1,1,0,1,0,0,113.2,0,20,2013,16
Matt Ryan,4317,QB,1,ATL,49,48,37,77.1,348,7.3,2,2,73.2,71.9,,80.6,1,1,1,0,0,93.1,0,19,2013,16
Drew Brees,802,QB,1,NO,51,44,30,68.2,281,6.4,1,2,53.0,53.3,57.9,80.6,6,1,2,0,0,74.1,1,12,2013,16
Eli Manning,1722,QB,1,NYG,44,42,23,54.8,256,6.1,1,1,62.8,65.7,51.7,79.9,2,2,1,2,0,71.1,0,13,2013,16
Matthew Stafford,4924,QB,1,DET,44,42,25,59.5,222,5.3,0,2,58.1,58.3,56.7,80.1,2,0,3,1,0,53.9,0,13,2013,16
Jason Campbell,2242,QB,1,CLV,45,40,18,45.0,178,4.5,0,2,57.7,54.1,74.4,79.9,3,1,3,4,0,37.3,2,13,2013,16
Matt Flynn,4523,QB,1,GB,44,39,21,53.8,232,5.9,1,1,45.1,51.4,31.4,27.7,3,1,2,2,0,69.6,2,12,2013,16
Joe Flacco,4332,QB,1,BLT,42,38,22,57.9,260,6.8,0,2,57.7,59.4,50.1,80.0,4,0,3,1,0,56.9,0,13,2013,16
Andy Dalton,6187,QB,1,CIN,41,38,27,71.1,364,9.6,4,0,92.1,91.7,58.3,79.3,2,1,2,1,0,136.3,1,21,2013,16
Matt Schaub,1811,QB,1,HST,41,37,18,48.6,176,4.8,1,2,44.0,42.1,64.4,28.4,3,2,2,3,0,48.9,1,8,2013,16
Andrew Luck,7007,QB,1,IND,40,37,26,70.3,241,6.5,1,0,57.0,57.5,56.1,80.2,1,0,1,3,0,96.8,2,10,2013,16
Matt McGloin,8374,QB,1,OAK,38,36,20,55.6,206,5.7,0,1,56.5,58.5,58.3,39.8,1,1,3,2,0,60.6,1,10,2013,16
Geno Smith,7820,QB,1,NYJ,38,36,20,55.6,204,5.7,2,0,78.4,78.1,64.6,80.3,0,3,2,4,0,90.5,2,15,2013,16
Kirk Cousins,7102,QB,1,WAS,37,36,21,58.3,197,5.5,1,1,56.3,59.1,53.4,79.0,0,0,2,2,0,71.2,1,11,2013,16
Jay Cutler,2956,QB,1,CHI,42,35,20,57.1,222,6.3,1,1,65.6,65.8,63.7,29.3,5,0,2,0,0,73.8,2,14,2013,16
Chad Henne,4371,QB,1,JAX,36,34,24,70.6,237,7.0,2,1,65.7,65.3,59.5,78.7,2,1,1,0,0,97.3,0,11,2013,16
Philip Rivers,1725,QB,1,SD,30,29,19,65.5,201,6.9,1,1,54.7,58.8,43.4,78.9,1,0,3,2,0,82.7,0,11,2013,16
Ben Roethlisberger,1732,QB,1,PIT,30,28,16,57.1,167,6.0,2,1,65.9,64.3,65.6,77.4,1,0,4,1,0,83.5,1,11,2013,16
Alex Smith,2218,QB,1,KC,36,28,16,57.1,153,5.5,0,1,51.8,48.4,67.8,28.9,5,0,2,0,0,57.6,3,10,2013,16
Tony Romo,1693,QB,1,DAL,29,27,17,63.0,226,8.4,2,1,70.0,72.4,56.7,77.6,2,0,3,1,0,98.7,0,11,2013,16
Ryan Tannehill,7014,QB,1,MIA,34,27,10,37.0,82,3.0,0,0,58.7,60.4,,78.4,7,0,2,3,0,45.6,0,3,2013,16
Matt Cassel,2447,QB,1,MIN,34,27,13,48.1,114,4.2,1,3,37.2,36.9,58.2,27.1,4,1,2,0,0,32.6,3,5,2013,16
Russell Wilson,7077,QB,1,SEA,33,27,11,40.7,108,4.0,1,1,53.7,51.2,74.9,78.1,4,0,0,3,0,49.6,2,7,2013,16
Ryan Fitzpatrick,2467,QB,1,TEN,30,26,17,65.4,181,7.0,1,1,65.1,65.5,55.7,77.9,3,0,1,1,1,82.4,1,11,2013,16
Tom Brady,698,QB,1,NE,28,26,14,53.8,172,6.6,1,0,79.8,78.1,,77.6,2,1,2,1,1,87.3,0,10,2013,16
Mike Glennon,7854,QB,1,TB,34,26,16,61.5,158,6.1,0,0,47.9,50.8,47.7,78.8,7,0,0,2,1,78.7,1,7,2013,16
Nick Foles,7089,QB,1,PHI,28,25,21,84.0,230,9.2,2,0,91.2,90.5,65.1,77.3,2,0,1,3,0,131.7,1,14,2013,16
Carson Palmer,1317,QB,1,ARZ,28,25,13,52.0,178,7.1,1,4,42.5,46.8,42.3,78.7,2,1,2,0,1,48.8,1,6,2013,16
Thaddeus Lewis,5817,QB,1,BUF,28,25,15,60.0,193,7.7,0,1,59.7,64.4,48.3,78.7,1,0,0,0,0,67.6,2,8,2013,16
Cam Newton,6153,QB,1,CAR,27,22,13,59.1,181,8.2,1,1,82.3,82.7,56.3,77.6,4,1,3,0,0,81.8,1,7,2013,16
Colin Kaepernick,6188,QB,1,SF,27,21,13,61.9,197,9.4,1,0,78.7,78.2,63.2,78.1,3,0,1,0,0,108.6,3,9,2013,16
Kellen Clemens,2994,QB,1,SL,22,20,16,80.0,158,7.9,0,0,62.8,76.8,29.1,25.2,1,0,0,1,1,99.6,1,8,2013,16
Matt Moore,4018,QB,1,MIA,6,6,2,33.3,53,8.8,0,2,43.3,44.6,,68.0,0,0,0,0,0,27.1,0,1,2013,16
Tyrod Taylor,6332,QB,1,BLT,6,4,1,25.0,2,0.5,0,1,47.0,41.4,62.9,68.9,0,0,0,0,0,0.0,2,2,2013,16
Josh McCown,1085,QB,1,CHI,4,4,2,50.0,20,5.0,0,0,44.7,45.5,60.0,66.9,0,1,0,0,0,64.6,0,2,2013,16
Josh Bush,7176,S,1,NYJ,1,1,0,0.0,0,0.0,0,0,51.8,55.5,,60.4,0,0,0,0,0,39.6,0,0,2013,16
Mat McBriar,1659,P,1,PIT,1,1,1,100.0,30,30.0,0,0,73.0,68.7,,60.4,0,0,0,0,0,118.8,0,1,2013,16
Luke McCown,1827,QB,1,NO,1,1,0,0.0,0,0.0,0,0,53.8,54.4,,60.4,0,0,0,0,0,39.6,0,0,2013,16
