player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Leonard Fournette,11759,HB,1,JAX,29,29,225,7.8,0,67.4,70.1,79.5,60.0,172,5.93,81,9,6,0,0,0,2019,4
Derrick Henry,10679,HB,1,TEN,28,27,100,3.7,0,61.5,62.2,28.0,60.0,99,3.67,16,5,4,1,0,0,2019,4
Christian McCaffrey,11763,HB,1,CAR,28,27,93,3.4,1,79.9,68.5,80.1,60.0,74,2.74,13,3,8,0,0,0,2019,4
Kerryon Johnson,34455,HB,1,DET,27,26,125,4.8,0,62.1,60.5,28.3,60.0,92,3.54,14,6,2,1,0,0,2019,4
Chris Carson,12004,HB,1,SEA,22,22,104,4.7,0,75.1,73.9,78.5,,106,4.82,12,8,13,0,0,0,2019,4
David Montgomery,45719,HB,1,CHI,26,21,53,2.5,0,47.5,50.3,77.8,59.7,34,1.62,7,1,3,0,0,0,2019,4
Nick Chubb,45783,HB,1,CLV,21,20,165,8.3,3,91.1,91.6,78.1,60.0,59,2.95,88,5,4,0,0,0,2019,4
Ronald Jones,34001,HB,1,TB,19,19,70,3.7,1,84.3,81.3,77.3,,61,3.21,24,2,9,0,0,0,2019,4
Wayne Gallman,11895,HB,1,NYG,18,18,63,3.5,1,63.4,59.9,26.9,,26,1.44,22,2,3,1,0,0,2019,4
Ezekiel Elliott,10638,HB,1,DAL,19,18,35,1.9,1,51.8,48.6,26.5,60.0,38,2.11,6,3,2,1,0,0,2019,4
Austin Ekeler,12164,HB,1,LAC,22,18,60,3.3,1,86.0,74.7,77.6,59.2,68,3.78,9,6,2,0,0,0,2019,4
Frank Gore,2282,HB,1,BUF,18,17,109,6.4,0,74.9,76.1,76.5,60.0,74,4.35,41,4,5,0,0,0,2019,4
Alvin Kamara,11822,HB,1,NO,21,17,69,4.1,0,66.5,68.1,77.3,60.0,57,3.35,13,5,9,0,0,0,2019,4
Josh Jacobs,45953,HB,1,OAK,21,17,79,4.6,0,70.2,65.9,76.6,60.0,68,4.0,16,4,8,0,0,0,2019,4
Sony Michel,27589,HB,1,NE,20,17,63,3.7,0,69.8,68.4,76.2,60.0,45,2.65,15,2,2,0,0,0,2019,4
Joe Mixon,11803,HB,1,CIN,17,15,62,4.1,0,68.7,68.4,76.3,60.0,44,2.93,15,3,3,0,0,0,2019,4
Jordan Howard,10784,HB,1,PHI,17,15,87,5.8,2,72.9,69.4,76.1,60.0,68,4.53,19,6,2,0,0,0,2019,4
Dalvin Cook,11796,HB,1,MIN,14,14,35,2.5,1,57.0,69.4,76.3,,21,1.5,9,2,1,0,0,0,2019,4
Aaron Jones,11937,HB,1,GB,14,13,21,1.6,1,62.4,63.0,76.2,60.0,37,2.85,7,1,3,0,0,0,2019,4
Mark Ingram II,6180,HB,1,BLT,16,12,71,5.9,0,56.5,57.1,22.9,60.3,36,3.0,18,3,1,1,0,0,2019,4
Carlos Hyde,8692,HB,1,HST,14,12,58,4.8,0,76.1,75.9,75.1,59.8,28,2.33,25,3,0,0,0,0,2019,4
Devonta Freeman,8738,HB,1,ATL,13,12,28,2.3,0,61.8,55.2,76.3,60.0,24,2.0,8,2,3,0,0,0,2019,4
LeSean McCoy,4976,HB,1,KC,12,11,56,5.1,1,62.4,63.5,74.4,60.0,36,3.27,39,2,1,0,0,0,2019,4
Miles Sanders,40555,HB,1,PHI,13,11,72,6.5,0,68.1,65.9,75.1,60.0,60,5.45,30,2,2,0,0,0,2019,4
Adrian Peterson,3623,HB,1,WAS,11,11,28,2.5,0,54.2,56.3,73.8,,22,2.0,9,1,2,0,0,0,2019,4
David Johnson,9519,HB,1,ARZ,16,11,40,3.6,0,63.3,63.9,76.1,59.6,29,2.64,14,3,2,0,0,0,2019,4
Marlon Mack,11898,HB,1,IND,11,11,39,3.5,0,63.0,64.5,74.7,,16,1.45,18,2,0,0,0,0,2019,4
Troymaine Pope,11473,HB,1,LAC,14,10,20,2.0,0,68.9,62.6,73.9,60.0,15,1.5,8,0,3,0,0,0,2019,4
Jaylen Samuels,47297,HB,1,PIT,10,10,26,2.6,1,72.1,62.4,76.1,,20,2.0,13,2,0,0,0,0,2019,4
James Conner,11860,HB,1,PIT,14,10,42,4.2,0,74.2,53.3,75.7,82.7,23,2.3,21,3,1,0,0,0,2019,4
Jon Hilliman,45826,HB,1,NYG,13,10,33,3.3,0,51.5,51.8,20.7,60.0,18,1.8,7,2,0,1,0,0,2019,4
Lamar Jackson,46416,QB,1,BLT,28,8,66,7.3,0,80.9,59.8,31.4,60.0,37,4.11,29,5,4,1,0,0,2019,4
Peyton Barber,10927,HB,1,TB,9,9,19,2.1,1,61.7,60.1,72.7,,19,2.11,7,1,0,0,0,0,2019,4
Phillip Lindsay,12660,HB,1,DEN,10,9,53,5.9,0,62.1,64.3,73.1,60.0,22,2.44,28,1,0,0,0,0,2019,4
Kenyan Drake,10707,HB,1,MIA,9,9,44,4.9,0,68.9,68.5,22.2,,32,3.56,10,1,5,1,0,0,2019,4
Darrel Williams,13014,HB,1,KC,8,8,13,1.6,2,56.7,49.2,21.1,,8,1.0,8,2,0,1,0,0,2019,4
Ryquell Armstead,45810,HB,1,JAX,8,8,42,5.3,0,68.2,64.9,73.6,,31,3.88,16,2,2,0,0,0,2019,4
Chase Edmonds,45851,HB,1,ARZ,7,6,37,6.2,0,80.4,79.1,70.6,60.0,13,2.17,10,1,0,0,0,0,2019,4
Royce Freeman,45747,HB,1,DEN,8,6,16,2.7,0,62.6,62.4,72.4,60.0,13,2.17,5,1,0,0,0,0,2019,4
Dontrell Hilliard,45691,HB,1,CLV,7,6,27,4.5,1,72.0,69.3,72.0,60.0,12,2.0,11,2,0,0,0,0,2019,4
Duke Johnson Jr.,9510,HB,1,HST,11,6,56,9.3,0,69.9,78.0,71.6,59.1,46,7.67,40,2,3,0,0,0,2019,4
Carson Wentz,10636,QB,1,PHI,31,4,13,2.2,0,81.2,61.9,78.5,60.0,7,1.17,6,2,0,0,0,0,2019,4
DeAndre Washington,10777,HB,1,OAK,7,6,18,3.0,0,49.2,54.0,71.6,60.0,11,1.83,7,1,1,0,0,0,2019,4
Mark Walton,45996,HB,1,MIA,6,6,23,3.8,0,61.3,60.5,71.6,,20,3.33,11,1,1,0,0,0,2019,4
Patrick Mahomes,11765,QB,1,KC,20,1,54,9.0,0,69.2,63.2,80.3,60.0,6,1.0,25,4,0,0,0,0,2019,4
Gus Edwards,46027,HB,1,BLT,10,6,28,4.7,0,68.8,63.4,71.1,60.0,20,3.33,14,3,1,0,0,0,2019,4
Daniel Jones,39395,QB,1,NYG,34,2,33,6.6,0,65.0,82.3,79.7,60.0,26,5.2,16,2,2,0,1,0,2019,4
Tarik Cohen,11874,HB,1,CHI,7,5,11,2.2,0,53.0,53.1,75.6,60.0,4,0.8,6,0,0,0,0,0,2019,4
Todd Gurley II,9443,HB,1,LA,6,5,16,3.2,2,51.3,71.5,72.9,60.0,17,3.4,13,2,3,0,0,0,2019,4
Jacoby Brissett,10725,QB,1,IND,19,1,19,3.8,0,66.6,64.9,81.0,60.0,18,3.6,9,1,1,0,0,0,2019,4
Aaron Rodgers,2241,QB,1,GB,15,0,46,9.2,0,74.8,72.2,41.0,60.0,31,6.2,14,3,0,1,0,0,2019,4
Chase Daniel,5214,QB,1,CHI,30,4,4,0.8,0,83.5,48.9,79.0,60.3,5,1.0,4,2,0,0,0,0,2019,4
Malcolm Brown,9902,HB,1,LA,5,5,14,2.8,0,56.1,61.0,69.7,,11,2.2,6,1,0,0,0,0,2019,4
Josh Allen,46601,QB,1,BUF,16,2,26,5.2,1,37.5,54.5,29.0,60.0,28,5.6,15,2,1,1,0,0,2019,4
Latavius Murray,7962,HB,1,NO,5,4,14,3.5,0,76.3,73.6,70.9,60.0,8,2.0,5,2,0,0,0,0,2019,4
Jordan Wilkins,26618,HB,1,IND,4,4,17,4.3,0,64.7,65.7,71.1,,14,3.5,6,0,0,0,0,0,2019,4
J.D. McKissic,11047,HB,1,DET,17,4,30,7.5,0,68.4,62.1,69.4,61.7,25,6.25,26,1,0,0,0,0,2019,4
Jalen Richard,11395,HB,1,OAK,4,4,17,4.3,0,59.3,59.9,69.4,,5,1.25,13,2,1,0,0,0,2019,4
Dion Lewis,6301,HB,1,TEN,5,4,16,4.0,0,59.4,55.7,71.1,60.0,13,3.25,7,1,1,0,0,0,2019,4
Chris Thompson,7936,HB,1,WAS,4,4,4,1.0,0,63.0,55.0,71.1,,3,0.75,3,0,0,0,0,0,2019,4
Kyler Murray,38334,QB,1,ARZ,21,2,27,6.8,1,61.7,65.9,79.6,60.0,15,3.75,15,2,2,0,0,0,2019,4
Andy Dalton,6187,QB,1,CIN,18,2,8,2.7,0,54.7,60.2,31.5,60.0,2,0.67,4,1,0,2,1,0,2019,4
Tom Brady,698,QB,1,NE,23,3,-3,-1.0,0,44.4,60.5,79.7,60.0,0,0.0,0,0,0,0,1,0,2019,4
