player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Dak Prescott,10769,QB,1,DAL,57,54,42,77.8,455,8.4,3,2,59.1,59.9,53.4,41.9,3,0,1,1,0,104.9,0,24,2018,14
Patrick Mahomes,11765,QB,1,KC,57,53,35,66.0,377,7.1,2,1,73.7,73.1,57.9,38.4,3,1,2,5,3,91.5,1,19,2018,14
Jared Goff,10635,QB,1,LA,48,44,20,45.5,180,4.1,0,4,46.2,45.6,62.6,80.4,3,1,1,5,1,19.1,1,9,2018,14
Tom Brady,698,QB,1,NE,45,43,27,62.8,358,8.3,3,0,86.2,85.2,58.3,80.5,2,1,2,4,1,112.4,0,21,2018,14
Cody Kessler,10727,QB,1,JAX,49,43,25,58.1,240,5.6,1,0,66.9,62.6,74.7,34.4,4,0,3,2,1,81.5,2,12,2018,14
Cam Newton,6153,QB,1,CAR,45,42,26,61.9,265,6.3,0,1,49.2,50.4,53.5,80.8,1,2,3,1,1,70.0,2,13,2018,14
Case Keenum,7323,QB,1,DEN,47,42,24,57.1,186,4.4,1,0,53.3,51.1,66.0,23.3,2,0,3,5,1,76.1,3,10,2018,14
Matt Ryan,4317,QB,1,ATL,44,42,28,66.7,262,6.2,3,1,60.6,59.9,60.0,27.8,2,1,4,0,0,97.5,0,16,2018,14
Josh Rosen,35460,QB,1,ARZ,46,41,26,63.4,240,5.9,0,1,52.8,53.8,54.2,80.3,3,1,1,0,0,69.2,2,17,2018,14
Andrew Luck,7007,QB,1,IND,45,41,27,65.9,399,9.7,2,1,90.4,89.7,63.2,80.6,2,2,2,1,0,103.6,2,18,2018,14
Jameis Winston,9434,QB,1,TB,47,38,18,47.4,213,5.6,2,1,61.6,58.1,71.2,80.5,4,0,1,1,2,71.5,5,14,2018,14
Deshaun Watson,11767,QB,1,HST,46,38,27,71.1,267,7.0,1,0,58.7,59.6,60.7,80.7,5,0,0,0,1,99.3,3,15,2018,14
Josh Allen,46601,QB,1,BUF,45,36,18,50.0,206,5.7,0,2,54.4,45.1,81.6,33.7,3,0,5,2,0,44.4,6,13,2018,14
Derek Carr,8671,QB,1,OAK,38,34,25,73.5,322,9.5,2,0,81.2,79.5,60.0,28.7,4,2,1,2,0,122.4,0,17,2018,14
Kirk Cousins,7102,QB,1,MIN,36,33,20,60.6,208,6.3,1,0,47.8,44.3,71.0,28.9,2,0,3,2,1,89.0,0,9,2018,14
