player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Andy Dalton,6187,QB,1,CIN,60,53,32,60.4,338,6.4,0,3,61.1,62.3,52.6,81.9,5,1,4,0,0,55.4,2,18,2013,9
Tony Romo,1693,QB,1,DAL,55,51,34,66.7,337,6.6,2,1,81.9,80.5,63.9,81.2,3,0,6,1,0,90.1,1,17,2013,9
Drew Brees,802,QB,1,NO,53,51,30,58.8,382,7.5,2,2,70.0,72.7,56.7,52.0,2,1,6,4,0,79.0,0,16,2013,9
Ben Roethlisberger,1732,QB,1,PIT,53,48,28,58.3,400,8.3,4,2,77.0,77.8,50.2,36.2,5,1,4,2,0,95.8,0,18,2013,9
Philip Rivers,1725,QB,1,SD,49,46,29,63.0,341,7.4,2,2,78.2,75.7,66.4,80.4,1,1,3,0,1,81.9,2,20,2013,9
Joe Flacco,4332,QB,1,BLT,48,41,24,58.5,250,6.1,2,1,49.4,47.1,68.7,80.7,5,0,0,0,2,82.4,2,13,2013,9
Terrelle Pryor Sr.,6944,QB,1,OAK,50,41,22,53.7,288,7.0,0,2,44.7,42.3,64.3,50.7,3,1,0,6,0,55.7,6,15,2013,9
Josh McCown,1085,QB,1,CHI,43,41,22,53.7,272,6.6,2,0,85.1,82.6,63.9,79.5,1,1,3,3,1,90.7,1,16,2013,9
Andrew Luck,7007,QB,1,IND,44,40,18,45.0,271,6.8,3,0,72.7,71.4,,80.1,4,1,6,1,2,92.8,0,11,2013,9
Jeff Tuel,8508,QB,1,BUF,41,39,18,46.2,229,5.9,1,2,57.2,55.1,59.2,79.8,0,0,6,0,0,52.2,2,13,2013,9
Christian Ponder,6164,QB,1,MIN,43,37,25,67.6,236,6.4,1,1,52.1,51.2,61.0,28.8,2,0,0,2,0,82.7,4,15,2013,9
Cam Newton,6153,QB,1,CAR,38,37,23,62.2,249,6.7,1,2,62.3,62.7,56.5,80.2,1,1,0,1,1,68.4,0,13,2013,9
Kellen Clemens,2994,QB,1,SL,38,35,20,57.1,210,6.0,1,0,70.3,67.9,63.9,28.3,2,0,1,1,0,84.2,1,14,2013,9
Jason Campbell,2242,QB,1,CLV,41,35,23,65.7,262,7.5,3,0,64.0,63.3,60.8,79.5,2,0,2,2,0,116.6,4,12,2013,9
Case Keenum,7323,QB,1,HST,36,34,20,58.8,350,10.3,3,0,91.3,90.7,64.3,78.9,1,1,1,0,0,123.4,1,17,2013,9
Tom Brady,698,QB,1,NE,36,33,23,69.7,432,13.1,4,0,89.5,87.8,59.8,79.1,3,0,4,0,0,151.8,0,16,2013,9
Robert Griffin III,7008,QB,1,WAS,35,32,23,71.9,291,9.1,0,1,85.0,89.2,57.3,78.9,0,3,0,0,0,86.8,3,13,2013,9
Alex Smith,2218,QB,1,KC,32,29,19,65.5,124,4.3,0,0,60.7,60.7,58.4,28.5,2,0,3,0,0,74.5,1,8,2013,9
Nick Foles,7089,QB,1,PHI,31,28,22,78.6,406,14.5,7,0,93.3,93.2,59.1,78.0,1,0,1,1,0,158.3,2,16,2013,9
Ryan Tannehill,7014,QB,1,MIA,31,28,20,71.4,208,7.4,0,0,82.6,79.9,62.7,78.2,3,0,0,1,0,92.6,0,7,2013,9
Matt Ryan,4317,QB,1,ATL,29,27,20,74.1,219,8.1,1,3,55.9,58.7,49.2,77.4,1,1,1,0,0,70.4,1,11,2013,9
Russell Wilson,7077,QB,1,SEA,29,26,19,73.1,217,8.3,2,2,80.2,78.4,71.8,78.3,0,0,1,1,0,91.3,3,12,2013,9
Mike Glennon,7854,QB,1,TB,29,23,17,73.9,168,7.3,2,0,81.2,83.8,54.0,78.0,3,0,1,3,0,123.1,3,10,2013,9
Jake Locker,6160,QB,1,TEN,28,22,13,59.1,185,8.4,0,2,45.3,44.4,57.7,77.4,4,0,2,0,0,48.5,2,9,2013,9
Seneca Wallace,1422,QB,1,GB,23,19,11,57.9,114,6.0,0,1,54.9,54.2,,75.9,4,1,0,1,0,53.4,0,5,2013,9
Geno Smith,7820,QB,1,NYJ,22,19,8,42.1,115,6.1,0,0,39.5,39.1,57.2,77.2,2,1,1,2,0,62.4,1,5,2013,9
Matt McGloin,8374,QB,1,OAK,15,15,7,46.7,87,5.8,0,0,46.6,47.1,,73.5,0,2,0,0,0,65.1,0,4,2013,9
Matt Barkley,7880,QB,1,PHI,3,3,2,66.7,13,4.3,0,0,49.2,49.6,58.4,68.7,0,0,0,0,0,75.7,0,0,2013,9
Aaron Rodgers,2241,QB,1,GB,4,2,1,50.0,27,13.5,0,0,77.0,66.2,65.6,66.9,1,0,0,1,0,95.8,1,1,2013,9
Brandon Weeden,7028,QB,1,CLV,2,2,1,50.0,-2,-1.0,0,0,58.9,58.9,,63.6,0,0,0,1,0,56.3,0,0,2013,9
Mike James,7970,HB,1,TB,1,1,1,100.0,2,2.0,1,0,83.0,68.0,81.9,79.8,0,0,0,0,0,118.8,0,1,2013,9
Joshua Cribbs,2544,WR,1,NYJ,1,1,1,100.0,25,25.0,0,0,67.2,71.0,58.0,74.4,0,0,0,0,0,118.8,0,1,2013,9
