player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,5,60.0,,,,,72.8,0,0,0,0,0,2016,4
Phil Dawson,422,K,1,SF,0,1,0,0,0,3,60.0,60.0,,,,63.8,0,0,0,0,0,2016,4
Sebastian Janikowski,595,K,1,OAK,0,5,0,0,0,4,60.0,60.0,,,,64.5,0,0,1,0,0,2016,4
Shane Lechler,673,P,1,HST,0,0,0,3,0,6,60.8,,,64.4,,,0,0,0,0,0,2016,4
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,8,60.0,,,,,70.4,0,0,0,0,0,2016,4
James Harrison,1251,ED,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2016,4
Terence Newman,1321,CB,1,MIN,0,0,1,0,1,0,60.3,,,,,,0,0,0,0,0,2016,4
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2016,4
Josh Brown,1520,K,1,NYG,0,3,0,0,0,2,60.0,60.0,,,,63.3,1,0,0,0,0,2016,4
Cullen Jenkins,1637,DI,1,WAS,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2016,4
Vince Wilfork,1742,DI,1,HST,0,0,0,0,4,0,59.3,,,,,,0,0,0,0,0,2016,4
Karlos Dansby,1754,LB,1,CIN,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2016,4
Daryl Smith,1760,LB,1,TB,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2016,4
Andy Lee,1906,P,1,CAR,0,0,0,6,0,3,60.4,,,65.4,,,0,0,0,0,0,2016,4
Mike Adams,1972,S,1,IND,0,0,0,0,6,0,56.5,,,,,,0,0,0,0,0,2016,4
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,2,63.9,,,,,,0,0,0,0,0,2016,4
Adam Jones,2223,CB,1,CIN,2,0,1,0,0,0,60.0,,59.5,,60.0,,0,0,0,0,0,2016,4
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,4,0,59.9,,,,,,0,0,0,0,0,2016,4
Mike Nugent,2264,K,1,CIN,0,7,0,0,0,6,60.0,60.5,,,,62.5,0,0,0,0,0,2016,4
Jonathan Babineaux,2276,DI,1,ATL,0,0,0,0,0,8,60.8,,,,,,0,0,0,0,0,2016,4
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2016,4
Dustin Colquitt,2316,P,1,KC,0,0,0,6,0,3,60.5,,,63.1,,,0,0,0,0,0,2016,4
Joe Berger,2424,C,1,MIN,0,0,0,0,0,5,60.4,,,,,,0,0,0,0,0,2016,4
Lorenzo Alexander,2476,ED,1,BUF,0,5,6,4,1,0,77.7,,,,,,0,0,2,0,0,2016,4
Jon Condo,2539,LS,1,OAK,0,0,1,8,0,4,61.7,,,,,,0,0,0,0,0,2016,4
John Denney,2561,LS,1,MIA,0,0,0,7,0,1,55.6,,,,,,0,0,0,0,0,2016,4
John Kuhn,2686,FB,1,NO,7,0,0,0,0,0,29.6,,,,,,1,0,0,0,0,2016,4
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,4,0,5,64.5,,,,,,0,0,0,0,0,2016,4
Nick Novak,2726,K,1,HST,0,6,0,0,0,6,60.0,60.0,,,,59.7,0,0,0,0,0,2016,4
