player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,72,0,32,40,61.9,52.0,73.2,,64.7,0,0,0,0,0,6,1,1,2,0,2,1,44,44.0,1,44.0,0,0,0,95.8,0,0,2014,6
Justin Smith,776,DI,1,SF,45,29,16,0,73.2,80.7,71.0,56.9,,3,0,0,3,0,3,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Ryan Pickett,799,DI,1,HST,38,23,15,0,65.9,70.0,,55.4,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Julius Peppers,1010,ED,1,GB,42,24,16,2,67.8,57.0,75.5,62.6,70.2,2,0,1,1,0,2,3,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Dwight Freeney,1019,ED,1,SD,43,28,14,1,39.9,39.8,,51.5,66.3,2,0,1,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0,2014,6
Larry Foote,1126,LB,1,ARZ,60,14,17,29,29.9,44.7,81.1,55.8,40.4,1,0,1,0,0,4,1,1,1,0,3,2,40,20.0,41,33.0,0,0,0,109.7,2,0,2014,6
Brett Keisel,1204,DI,1,PIT,35,15,19,1,45.3,36.9,69.9,55.7,67.2,1,0,1,0,0,1,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Ryan Clark,1229,S,1,WAS,69,4,23,42,52.9,69.7,67.3,55.0,51.5,0,0,0,0,0,6,2,1,1,0,2,1,9,9.0,6,9.0,0,0,0,62.5,0,0,2014,6
James Harrison,1251,ED,1,PIT,29,7,20,2,79.6,72.4,75.2,71.8,63.0,1,0,0,1,0,3,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Terence Newman,1321,CB,1,CIN,84,0,33,51,47.1,47.0,49.8,,48.3,0,0,0,0,0,4,1,1,3,0,8,5,37,7.4,5,13.0,1,0,1,113.0,1,0,2014,6
Kevin Williams,1325,DI,1,SEA,40,14,25,1,44.9,48.1,41.1,50.8,60.0,0,0,0,0,0,3,2,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Terrell Suggs,1326,ED,1,BLT,54,38,11,5,71.7,77.1,72.0,62.1,61.6,6,1,3,2,0,1,0,0,2,0,1,0,0,,0,,0,0,0,39.6,0,0,2014,6
Troy Polamalu,1332,S,1,PIT,59,1,39,19,48.9,64.5,48.1,58.1,42.4,0,0,0,0,0,9,0,2,8,0,2,2,51,25.5,19,42.0,0,0,0,118.8,0,0,2014,6
Calvin Pace,1334,ED,1,NYJ,49,5,25,19,67.7,61.9,,62.2,67.8,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,0,0,0,39.6,0,0,2014,6
Rashean Mathis,1355,CB,1,DET,68,0,17,51,58.1,63.6,32.2,,61.2,0,0,0,0,0,4,0,2,1,0,7,5,49,9.8,22,15.0,0,0,0,90.8,1,0,2014,6
Osi Umenyiora,1371,ED,1,ATL,20,19,1,0,68.5,60.0,,64.9,,3,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Cory Redding,1381,DI,1,IND,45,23,21,1,46.0,37.4,67.4,63.1,60.2,1,0,0,1,0,0,1,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Jarret Johnson,1421,ED,1,SD,35,8,18,9,68.4,65.0,69.9,61.4,66.1,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Chris Clemons,1585,ED,1,JAX,38,26,12,0,41.2,56.1,69.9,58.7,,3,1,0,2,0,1,0,0,2,0,0,0,0,,0,,0,0,0,0.0,2,1,2014,6
Colin Cole,1589,DI,1,CAR,24,14,10,0,45.0,47.6,66.8,53.9,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Cullen Jenkins,1637,DI,1,NYG,31,21,10,0,89.8,58.6,23.0,92.7,60.0,6,0,2,4,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Vince Wilfork,1742,DI,1,NE,64,41,23,0,52.4,62.7,43.6,51.5,60.0,2,0,0,2,0,4,1,1,4,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Jason Babin,1748,ED,1,NYJ,36,11,18,7,85.0,81.0,74.2,73.4,66.5,3,0,1,2,0,1,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Karlos Dansby,1754,LB,1,CLV,78,2,31,45,81.7,75.9,83.4,66.0,75.0,1,1,0,0,0,8,2,0,3,0,5,3,11,3.7,10,13.0,0,0,0,64.6,0,0,2014,6
Daryl Smith,1760,LB,1,BLT,62,10,18,34,53.4,42.0,63.8,73.6,64.5,2,1,0,1,0,6,0,1,4,0,3,3,39,13.0,13,30.0,0,0,0,118.8,1,0,2014,6
Dwan Edwards,1772,DI,1,CAR,50,30,19,1,58.6,55.8,70.1,60.9,60.0,2,0,1,1,0,0,3,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Randy Starks,1792,DI,1,MIA,46,29,17,0,56.2,62.9,67.3,49.7,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Shaun Phillips,1819,ED,1,TEN,48,32,7,9,66.0,67.6,73.4,53.6,74.7,2,1,0,1,0,2,0,0,1,0,1,1,-3,-3.0,3,-3.0,0,0,0,79.2,0,0,2014,6
Will Allen,1832,S,1,PIT,8,0,8,0,61.5,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Robert Geathers,1838,ED,1,CIN,40,30,10,0,59.1,64.0,70.8,54.7,60.0,1,0,0,1,1,2,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Jared Allen,1847,ED,1,CHI,46,35,9,2,61.4,53.3,71.0,70.9,60.2,7,1,2,4,0,2,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Antonio Smith,1856,DI,1,OAK,38,26,12,0,52.5,54.4,69.9,54.8,,1,0,0,1,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Mike Adams,1972,S,1,IND,54,3,23,28,73.1,49.4,48.2,90.6,70.6,1,0,1,0,0,4,0,1,0,0,1,1,-1,-1.0,3,-1.0,0,0,0,79.2,0,0,2014,6
Tommy Kelly,2093,DI,1,ARZ,55,40,15,0,52.1,67.0,67.4,49.8,,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,1,0,2014,6
George Wilson,2210,S,1,TEN,71,4,17,50,50.4,41.4,27.0,49.0,58.5,0,0,0,0,0,0,1,1,0,0,1,0,0,,0,,0,0,0,39.6,0,0,2014,6
Adam Jones,2223,CB,1,CIN,47,0,14,33,67.1,69.3,80.7,,65.4,0,0,0,0,0,7,0,0,2,0,10,5,31,6.2,14,10.0,0,0,0,56.7,0,0,2014,6
Antrel Rolle,2225,S,1,NYG,72,0,35,37,55.6,47.9,52.2,,65.3,0,0,0,0,0,5,0,1,2,0,6,2,29,14.5,8,26.0,0,1,0,10.4,1,0,2014,6
Carlos Rogers,2226,CB,1,OAK,71,1,31,39,64.0,74.8,54.8,,60.1,1,0,1,0,0,4,2,1,2,0,4,4,57,14.3,6,29.0,2,0,0,158.3,0,0,2014,6
DeMarcus Ware,2228,ED,1,DEN,47,36,11,0,71.2,72.9,72.8,63.0,,7,1,2,4,0,1,0,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Thomas Davis Sr.,2231,LB,1,CAR,81,10,32,39,64.8,51.7,60.5,72.6,68.9,2,0,0,2,0,8,1,1,4,0,4,4,31,7.8,35,16.0,0,0,0,99.0,0,0,2014,6
Mike Patterson,2248,DI,1,NYG,25,9,16,0,61.7,58.9,68.4,63.7,,1,0,0,1,0,2,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Jonathan Babineaux,2276,DI,1,ATL,52,36,16,0,57.6,47.5,28.3,64.7,60.0,3,0,1,2,0,2,0,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,6
Justin Tuck,2291,ED,1,OAK,22,15,6,1,74.4,67.2,70.5,59.8,63.4,3,0,2,1,0,2,0,1,2,0,1,1,5,5.0,3,5.0,0,0,0,87.5,0,0,2014,6
Trent Cole,2363,ED,1,PHI,45,26,16,3,72.6,66.4,72.9,76.6,62.0,5,1,2,2,0,2,0,1,1,0,0,0,0,,0,,0,0,0,0.0,1,0,2014,6
