player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Philip Rivers,1725,QB,1,SD,59,58,38,65.5,336,5.8,3,2,58.8,58.5,,82.4,1,1,1,3,2,83.7,0,15,2015,7
Tom Brady,698,QB,1,NE,60,54,34,63.0,355,6.6,2,0,84.1,80.7,70.8,52.4,4,1,9,4,0,94.3,2,18,2015,7
Brian Hoyer,5277,QB,1,HST,53,49,23,46.9,273,5.6,3,1,44.5,44.8,,35.4,4,3,5,1,0,76.3,0,18,2015,7
Sam Bradford,5526,QB,1,PHI,54,46,26,56.5,205,4.5,0,1,74.0,74.3,55.3,36.1,5,3,8,3,0,58.7,3,13,2015,7
Andrew Luck,7007,QB,1,IND,51,44,23,52.3,333,7.6,3,2,46.7,46.0,62.8,80.8,4,4,2,2,0,81.0,3,11,2015,7
Drew Brees,802,QB,1,NO,46,44,28,63.6,255,5.8,1,1,66.3,65.1,61.0,81.2,2,0,0,4,0,77.4,0,11,2015,7
E.J. Manuel,7797,QB,1,BUF,49,42,24,57.1,298,7.1,2,2,31.6,29.9,59.5,24.2,4,3,2,0,0,75.3,3,16,2015,7
Kirk Cousins,7102,QB,1,WAS,41,40,33,82.5,317,7.9,3,0,69.6,70.2,68.5,31.0,1,0,1,0,0,124.7,0,16,2015,7
Joe Flacco,4332,QB,1,BLT,43,40,26,65.0,252,6.3,1,1,75.7,74.3,,80.0,3,0,2,1,1,80.4,0,14,2015,7
Ryan Fitzpatrick,2467,QB,1,NYJ,46,39,22,56.4,295,7.6,2,0,61.4,60.1,62.2,29.8,2,4,3,0,0,97.7,5,20,2015,7
Matt Ryan,4317,QB,1,ATL,38,38,22,57.9,251,6.6,1,2,78.9,77.2,60.0,79.3,0,1,3,0,0,64.7,0,10,2015,7
Teddy Bridgewater,8667,QB,1,MIN,39,35,25,71.4,316,9.0,2,0,67.5,73.0,34.6,23.8,4,0,2,3,1,118.3,0,16,2015,7
Zach Mettenberger,8813,QB,1,TEN,36,35,22,62.9,187,5.3,1,2,41.8,47.3,41.4,28.1,1,0,4,0,0,62.4,0,10,2015,7
Alex Smith,2218,QB,1,KC,35,32,21,65.6,251,7.8,1,0,76.4,76.4,57.9,78.7,2,2,3,1,0,99.9,1,11,2015,7
Josh McCown,1085,QB,1,CLV,39,32,26,81.3,270,8.4,0,0,53.4,52.6,59.7,22.7,4,0,0,1,2,101.8,3,12,2015,7
Derek Carr,8671,QB,1,OAK,33,31,24,77.4,289,9.3,3,0,84.4,81.8,64.7,78.5,1,1,1,0,0,137.7,1,11,2015,7
Blake Bortles,8638,QB,1,JAX,31,29,13,44.8,182,6.3,2,1,64.7,66.6,56.2,79.4,2,0,2,1,0,74.2,0,9,2015,7
Landry Jones,7897,QB,1,PIT,31,29,16,55.2,209,7.2,1,2,52.8,52.4,60.0,78.0,2,1,1,1,0,60.8,0,9,2015,7
Carson Palmer,1317,QB,1,ARZ,32,29,20,69.0,275,9.5,2,0,89.9,90.0,55.8,78.3,2,0,0,3,2,122.1,1,14,2015,7
Jameis Winston,9434,QB,1,TB,31,29,21,72.4,297,10.2,2,0,82.1,86.6,42.3,27.2,1,0,0,3,0,128.1,1,13,2015,7
Matt Cassel,2447,QB,1,DAL,29,27,17,63.0,227,8.4,1,3,55.3,55.0,58.3,77.6,1,2,0,0,0,62.3,1,10,2015,7
Matthew Stafford,4924,QB,1,DET,34,26,18,69.2,256,9.8,2,0,56.2,59.4,55.7,78.7,7,0,2,0,1,126.4,1,9,2015,7
Colin Kaepernick,6188,QB,1,SF,30,24,13,54.2,124,5.2,0,0,55.7,57.7,,77.4,6,0,2,2,0,68.8,0,5,2015,7
Cam Newton,6153,QB,1,CAR,25,24,14,58.3,197,8.2,1,3,52.6,50.9,62.1,78.0,1,0,2,2,0,59.2,0,11,2015,7
Eli Manning,1722,QB,1,NYG,26,24,13,54.2,170,7.1,0,0,80.1,78.7,61.0,78.0,2,0,1,1,1,76.7,0,7,2015,7
Russell Wilson,7077,QB,1,SEA,32,24,18,75.0,235,9.8,1,2,70.6,70.5,59.7,78.7,5,0,0,0,0,84.5,3,10,2015,7
Nick Foles,7089,QB,1,SL,25,23,15,65.2,163,7.1,0,0,66.2,65.1,60.0,77.3,2,0,0,0,0,86.0,0,7,2015,7
Ryan Tannehill,7014,QB,1,MIA,24,19,18,94.7,282,14.8,4,0,85.0,85.1,58.3,77.0,4,0,1,0,0,158.3,1,10,2015,7
Johnny Manziel,8657,QB,1,CLV,6,5,4,80.0,27,5.4,0,0,58.6,56.2,62.0,69.6,0,0,0,1,0,89.2,1,1,2015,7
Matt Moore,4018,QB,1,MIA,1,1,1,100.0,14,14.0,0,0,62.8,60.5,60.5,68.2,0,0,0,0,0,118.8,0,1,2015,7
Luke McCown,1827,QB,1,NO,1,1,1,100.0,25,25.0,0,0,87.6,73.7,,60.4,0,0,0,0,0,118.8,0,1,2015,7
