player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Derrick Henry,10679,HB,1,TEN,38,33,170,5.2,2,81.1,78.2,80.5,60.0,146,4.42,22,10,9,0,0,0,2018,15
Marlon Mack,11898,HB,1,IND,30,27,139,5.1,2,71.7,71.5,28.6,60.0,104,3.85,21,10,6,1,0,0,2018,15
Joe Mixon,11803,HB,1,CIN,32,27,129,4.8,2,68.3,68.1,79.3,60.0,51,1.89,47,6,1,0,0,0,2018,15
Chris Carson,12004,HB,1,SEA,26,22,119,5.4,1,61.8,57.9,78.5,59.8,50,2.27,26,5,5,0,0,0,2018,15
Nick Chubb,45783,HB,1,CLV,21,20,100,5.0,0,54.2,61.3,77.4,60.0,79,3.95,40,3,5,0,0,0,2018,15
Adrian Peterson,3623,HB,1,WAS,21,19,51,2.7,0,72.8,69.9,77.4,60.0,38,2.0,15,3,5,0,0,0,2018,15
Jaylen Samuels,47297,HB,1,PIT,19,19,142,7.5,0,72.7,74.1,77.1,,69,3.63,25,8,1,0,0,0,2018,15
Peyton Barber,10927,HB,1,TB,20,19,85,4.5,1,68.5,67.4,77.1,60.0,49,2.58,15,5,0,0,0,0,2018,15
Jordan Howard,10784,HB,1,CHI,21,19,60,3.2,1,59.7,58.4,25.4,60.0,45,2.37,9,4,3,1,0,0,2018,15
Dalvin Cook,11796,HB,1,MIN,20,19,136,7.2,2,83.7,84.8,77.0,60.0,73,3.84,26,5,8,0,0,0,2018,15
Gus Edwards,46027,HB,1,BLT,27,19,104,5.5,1,80.5,77.2,76.8,61.0,64,3.37,26,7,4,0,0,0,2018,15
Ezekiel Elliott,10638,HB,1,DAL,19,18,87,4.8,0,66.6,66.9,27.1,60.0,54,3.0,24,4,1,1,0,0,2018,15
Elijah McGuire,11943,HB,1,NYJ,24,18,42,2.3,1,49.3,50.2,26.0,60.3,48,2.67,14,1,4,1,0,0,2018,15
Lamar Jackson,46416,QB,1,BLT,45,14,95,5.3,0,58.7,70.7,30.9,60.0,34,1.89,22,6,7,1,1,0,2018,15
Matt Breida,12271,HB,1,SF,19,17,50,2.9,0,55.3,49.4,77.1,60.0,30,1.76,8,1,0,0,0,0,2018,15
Justin Jackson,29539,HB,1,LAC,18,16,58,3.6,1,64.5,67.9,76.4,60.0,37,2.31,9,4,2,0,0,0,2018,15
Latavius Murray,7962,HB,1,MIN,18,15,68,4.5,1,81.5,80.2,75.5,60.0,47,3.13,18,3,1,0,0,0,2018,15
Christian McCaffrey,11763,HB,1,CAR,22,15,53,3.5,0,72.9,63.2,77.2,68.4,35,2.33,9,2,2,0,0,0,2018,15
Josh Adams,45662,HB,1,PHI,16,15,28,1.9,1,39.7,47.8,75.8,60.0,24,1.6,8,1,0,0,0,0,2018,15
Keith Ford,23614,HB,1,BUF,22,14,46,3.3,0,55.1,53.3,75.5,59.7,23,1.64,9,3,0,0,0,0,2018,15
Phillip Lindsay,12660,HB,1,DEN,15,14,24,1.7,0,60.1,64.9,76.0,60.0,22,1.57,11,2,2,0,0,0,2018,15
Alvin Kamara,11822,HB,1,NO,19,14,67,4.8,1,66.4,68.1,77.0,59.7,29,2.07,16,6,1,0,1,0,2018,15
Saquon Barkley,45791,HB,1,NYG,15,14,31,2.2,0,57.2,64.3,76.3,60.0,35,2.5,17,1,3,0,0,0,2018,15
Sony Michel,27589,HB,1,NE,13,13,59,4.5,0,61.5,61.9,76.2,,38,2.92,13,4,1,0,0,0,2018,15
Mark Ingram II,6180,HB,1,NO,16,12,63,5.3,0,79.4,78.4,74.8,60.0,43,3.58,22,3,3,0,0,0,2018,15
Jamaal Williams,11889,HB,1,GB,12,12,55,4.6,1,60.8,57.7,75.2,,26,2.17,20,3,1,0,0,0,2018,15
Todd Gurley II,9443,HB,1,LA,13,12,48,4.0,2,67.3,75.4,76.4,60.0,39,3.25,21,3,3,0,0,0,2018,15
Kalen Ballage,45741,HB,1,MIA,13,12,123,10.3,1,52.3,56.2,74.5,60.0,95,7.92,75,4,0,0,0,0,2018,15
Kenneth Dixon,10768,HB,1,BLT,16,11,48,4.4,0,69.7,79.9,74.1,60.0,45,4.09,17,3,5,0,1,0,2018,15
David Johnson,9519,HB,1,ARZ,13,11,33,3.0,1,66.9,61.5,74.6,60.0,24,2.18,10,3,0,0,0,0,2018,15
Tevin Coleman,9506,HB,1,ATL,12,11,145,13.2,1,72.0,76.0,73.8,60.0,61,5.55,65,3,3,0,1,0,2018,15
