player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,2,60.0,,,,,62.5,0,0,0,0,0,2015,13
Phil Dawson,422,K,1,SF,0,0,0,0,0,3,60.0,,,,,62.3,0,0,0,0,0,2015,13
Sebastian Janikowski,595,K,1,OAK,0,4,0,0,0,4,60.0,60.0,,,,33.5,0,0,0,0,0,2015,13
Shane Lechler,673,P,1,HST,0,0,0,7,0,2,60.3,,,55.8,,,0,0,0,0,0,2015,13
Shayne Graham,730,K,1,ATL,0,0,0,0,0,5,60.0,,,,,71.7,0,0,0,0,0,2015,13
Mike Leach,750,LS,1,ARZ,0,0,0,6,0,5,72.3,,,,,,0,0,0,1,0,2015,13
Julius Peppers,1010,ED,1,GB,0,0,0,0,5,0,59.2,,,,,,0,0,0,0,0,2015,13
James Harrison,1251,ED,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2015,13
Kevin Williams,1325,DI,1,NO,0,0,0,0,6,0,92.4,,,,,,0,0,0,0,0,2015,13
Calvin Pace,1334,ED,1,NYJ,0,0,0,0,5,0,60.1,,,,,,0,0,0,0,0,2015,13
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2015,13
Mike Scifres,1458,P,1,SD,0,0,0,4,0,2,60.1,,,59.6,,,0,0,0,0,0,2015,13
Josh Brown,1520,K,1,NYG,0,6,0,0,0,5,60.0,60.0,,,,43.4,0,0,0,0,0,2015,13
Chris Clemons,1585,ED,1,JAX,0,0,0,0,6,0,59.8,,,,,,0,0,0,0,0,2015,13
Jon Dorenbos,1600,LS,1,PHI,0,0,0,8,0,5,36.7,,,,,,0,0,0,0,0,2015,13
Cullen Jenkins,1637,DI,1,NYG,0,0,2,0,5,0,60.3,,,,,,0,0,0,0,0,2015,13
Vince Wilfork,1742,DI,1,HST,0,0,0,0,6,0,59.1,,,,,,0,0,0,0,0,2015,13
Benjamin Watson,1753,TE,1,NO,0,0,0,0,0,5,60.3,,,,,,0,0,0,0,0,2015,13
Karlos Dansby,1754,LB,1,CLV,0,0,0,0,7,0,60.3,,,,,,0,0,0,0,0,2015,13
Dwan Edwards,1772,DI,1,CAR,0,0,0,0,5,6,60.5,,,,,,0,0,0,0,0,2015,13
Will Allen,1832,S,1,PIT,0,0,0,1,2,0,59.9,,,,,,0,0,0,0,0,2015,13
Jared Allen,1847,ED,1,CAR,0,0,0,0,2,0,59.7,,,,,,0,0,0,0,0,2015,13
Antonio Smith,1856,DI,1,DEN,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2015,13
Andy Lee,1906,P,1,CLV,0,0,0,3,0,2,60.0,,,62.8,,,0,0,0,0,0,2015,13
Donnie Jones,1939,P,1,PHI,0,0,0,8,0,5,60.8,,,54.6,,,0,0,0,0,0,2015,13
Don Muhlbach,2130,LS,1,DET,0,0,0,6,0,5,50.3,,,,,,0,0,0,0,0,2015,13
Wes Welker,2204,WR,1,SL,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2015,13
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,5,0,60.4,,,,,,0,0,0,0,0,2015,13
Logan Mankins,2249,G,1,TB,0,0,0,0,0,3,60.4,,,,,,0,0,0,0,0,2015,13
Mike Nugent,2264,K,1,CIN,0,8,0,0,0,7,60.1,57.2,,,,68.4,0,0,0,0,0,2015,13
Evan Mathis,2296,G,1,DEN,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2015,13
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2015,13
Dustin Colquitt,2316,P,1,KC,0,0,0,5,0,3,60.4,,,65.8,,,0,0,0,0,0,2015,13
Todd Herremans,2343,G,1,IND,0,0,0,0,0,2,60.3,,,,,,0,0,0,0,0,2015,13
Darren Sproles,2347,HB,1,PHI,2,0,7,0,0,0,60.2,,59.6,,84.5,,0,0,0,0,0,2015,13
Chris Canty,2349,DI,1,BLT,0,0,0,0,3,0,59.2,,,,,,0,0,0,0,0,2015,13
Trent Cole,2363,ED,1,IND,0,0,0,0,8,0,60.3,,,,,,0,0,0,0,0,2015,13
Joe Berger,2424,C,1,MIN,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2015,13
