player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,64.9,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,9
Phil Dawson,422,K,1,SF,74.0,2,2,100.0,0,0,,0,0,,0,0,,3,3,100.0,0,0,,2016,9
Sebastian Janikowski,595,K,1,OAK,54.3,3,3,100.0,0,0,,2,2,100.0,1,1,100.0,0,1,0.0,0,0,,2016,9
Matt Bryant,1223,K,1,ATL,70.9,4,4,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,2016,9
Robbie Gould,2607,K,1,NYG,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,9
Matt Prater,3471,K,1,DET,91.0,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,2,2,100.0,2016,9
Nick Folk,3794,K,1,NYJ,63.6,2,2,100.0,0,0,,3,3,100.0,0,0,,0,0,,0,0,,2016,9
Mason Crosby,3809,K,1,GB,51.8,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,0,0,,2016,9
Stephen Hauschka,4655,K,1,SEA,68.5,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,9
Dan Carpenter,4697,K,1,BUF,41.6,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,1,0.0,2016,9
Ryan Succop,5180,K,1,TEN,65.3,5,5,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,9
Graham Gano,5443,K,1,CAR,51.0,1,1,100.0,0,0,,0,0,,2,2,100.0,0,1,0.0,0,0,,2016,9
Dan Bailey,6796,K,1,DAL,65.3,5,5,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,9
Greg Zuerlein,7163,K,1,LA,29.5,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,2,0.0,2016,9
Blair Walsh,7167,K,1,MIN,32.6,1,2,50.0,0,0,,0,0,,1,1,100.0,0,1,0.0,0,0,,2016,9
Justin Tucker,7604,K,1,BLT,68.8,1,1,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2016,9
Caleb Sturgis,7948,K,1,PHI,65.2,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,0,1,0.0,0,0,,2016,9
Brandon McManus,8437,K,1,DEN,65.5,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,2016,9
Cairo Santos,8932,K,1,KC,60.5,1,1,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,1,1,100.0,2016,9
Chris Boswell,8990,K,1,PIT,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,9
Cody Parkey,9030,K,1,CLV,46.5,1,1,100.0,0,0,,0,0,,1,1,100.0,0,1,0.0,0,0,,2016,9
Andrew Franks,9814,K,1,MIA,65.2,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,9
Josh Lambo,10133,K,1,SD,53.1,4,5,80.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2016,9
Jason Myers,10207,K,1,JAX,50.4,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2016,9
Roberto Aguayo,10693,K,1,TB,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,9
Wil Lutz,11096,K,1,NO,53.3,5,5,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,1,0.0,2016,9
