player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Anquan Boldin,1369,WR,1,SF,17,13,76.5,208,1,92.0,91.6,80.0,72.3,,16.0,70,5.4,43,9,0,0,0,5,136.4,0,0,2013,1
Andre Johnson,1319,WR,1,HST,15,12,80.0,146,0,87.1,87.1,79.4,71.9,,12.2,40,3.3,27,7,0,0,0,1,107.2,0,0,2013,1
Brian Hartline,5031,WR,1,MIA,14,9,64.3,114,1,83.0,81.3,58.9,71.1,,12.7,21,2.3,34,5,1,0,0,0,113.4,0,0,2013,1
Larry Fitzgerald,1724,WR,1,ARZ,14,8,57.1,80,2,83.3,83.4,76.5,70.1,,10.0,25,3.1,24,7,0,1,0,0,83.3,0,0,2013,1
Danny Amendola,4717,WR,1,NE,14,10,71.4,104,0,90.3,90.0,78.0,71.1,,10.4,32,3.2,24,9,0,0,0,1,92.6,0,0,2013,1
A.J. Green,6156,WR,1,CIN,13,9,69.2,162,2,83.8,81.1,38.4,19.2,,18.0,25,2.8,45,7,2,2,1,1,111.7,0,0,2013,1
Kenbrell Thompkins,8126,WR,1,NE,13,4,30.8,42,0,50.8,50.7,72.1,67.0,,10.5,4,1.0,20,2,0,0,0,1,41.2,0,0,2013,1
Vincent Jackson,2278,WR,1,TB,13,7,53.8,154,0,86.8,86.9,75.6,80.4,,22.0,98,14.0,39,7,0,1,0,2,64.3,0,0,2013,1
Dallas Clark,1340,TE,1,BLT,12,7,58.3,87,0,56.5,56.1,52.1,69.5,78.2,12.4,58,8.3,31,4,1,0,0,1,80.9,0,0,2013,1
Emmanuel Sanders,5606,WR,1,PIT,12,7,58.3,57,0,64.1,63.5,75.6,69.5,,8.1,23,3.3,20,2,0,1,0,0,35.8,0,0,2013,1
Wes Welker,2204,WR,1,DEN,11,9,81.8,67,2,71.1,71.3,58.9,72.2,,7.4,25,2.8,15,6,0,0,0,0,131.6,1,0,2013,1
Miles Austin,3211,WR,1,DAL,11,10,90.9,72,0,71.1,69.5,78.0,71.1,,7.2,35,3.5,18,4,0,0,0,0,93.9,0,0,2013,1
Pierre Garcon,4519,WR,1,WAS,11,7,63.6,64,0,62.6,62.1,75.6,69.5,,9.1,52,7.4,17,2,0,1,0,1,41.5,0,0,2013,1
Jordan Cameron,6254,TE,1,CLV,11,9,81.8,108,1,76.9,79.0,77.3,70.6,77.4,12.0,42,4.7,22,5,0,1,0,0,100.0,1,0,2013,1
Cecil Shorts,6266,WR,1,JAX,10,3,30.0,40,0,50.5,52.3,70.5,65.8,,13.3,6,2.0,24,2,0,1,0,0,4.2,1,0,2013,1
Demaryius Thomas,5547,WR,1,DEN,10,5,50.0,161,2,79.5,78.4,73.4,68.0,,32.2,124,24.8,78,5,0,0,0,1,135.4,0,0,2013,1
Shane Vereen,6208,HB,1,NE,10,7,70.0,58,0,85.6,80.1,52.5,76.5,85.0,8.3,40,5.7,19,3,1,0,0,3,84.6,0,0,2013,1
Brandon Gibson,5118,WR,1,MIA,10,7,70.0,77,0,71.6,71.0,32.2,69.5,,11.0,35,5.0,24,6,2,1,0,1,52.9,0,0,2013,1
Jared Cook,5012,TE,1,SL,10,7,70.0,141,2,72.4,79.7,75.6,21.4,75.5,20.1,73,10.4,47,6,0,0,1,0,152.1,1,0,2013,1
Ray Rice,4369,HB,1,BLT,10,8,80.0,35,0,68.1,78.7,76.5,76.1,41.3,4.4,43,5.4,10,1,0,1,0,3,41.7,0,0,2013,1
