player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,62.0,0,0,0,0,0,2017,16
Phil Dawson,422,K,1,ARZ,0,5,0,0,0,4,60.0,60.0,,,,46.5,0,0,0,0,0,2017,16
Shane Lechler,673,P,1,HST,0,0,0,7,0,1,60.2,,,58.6,,,0,0,0,0,0,2017,16
Julius Peppers,1010,ED,1,CAR,0,0,0,0,5,0,58.9,,,,,,0,0,0,0,0,2017,16
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,3,60.0,,,,,85.4,0,0,0,0,0,2017,16
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,6,60.7,,,,,,0,0,0,0,0,2017,16
Karlos Dansby,1754,LB,1,ARZ,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,16
Andy Lee,1906,P,1,ARZ,0,0,0,7,0,4,60.6,,,63.1,,,0,0,0,0,0,2017,16
Donnie Jones,1939,P,1,PHI,0,0,0,8,0,4,60.7,,,48.1,,,0,0,0,0,0,2017,16
Mike Adams,1972,S,1,CAR,0,0,0,0,6,0,60.0,,,,,,0,0,0,0,0,2017,16
Don Muhlbach,2130,LS,1,DET,0,0,0,6,0,4,60.6,,,,,,0,0,0,0,0,2017,16
Mike Nugent,2264,K,1,CHI,0,4,0,0,0,3,60.0,60.0,,,,62.3,0,0,0,0,0,2017,16
Khalif Barnes,2269,T,1,ARZ,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2017,16
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2017,16
Dustin Colquitt,2316,P,1,KC,0,0,0,1,0,8,60.8,,,60.0,,,0,0,0,0,0,2017,16
Joe Berger,2424,G,1,MIN,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2017,16
Lorenzo Alexander,2476,ED,1,BUF,0,4,1,3,7,0,63.0,,,,,,0,0,0,0,0,2017,16
Jon Condo,2539,LS,1,OAK,0,0,0,5,0,3,73.2,,,,,,0,0,0,1,0,2017,16
John Denney,2561,LS,1,MIA,0,0,0,2,0,4,63.6,,,,,,0,0,0,0,0,2017,16
Robbie Gould,2607,K,1,SF,0,0,0,0,0,7,60.0,,,,,65.6,0,0,0,0,0,2017,16
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,2,0,6,64.3,,,,,,0,0,0,0,0,2017,16
Vernon Davis,2951,TE,1,WAS,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2017,16
Johnathan Joseph,2969,CB,1,HST,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2017,16
Marcedes Lewis,2973,TE,1,JAX,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2017,16
Kellen Clemens,2994,QB,1,LAC,0,0,0,0,0,3,60.0,,,,,,0,0,0,0,0,2017,16
Anthony Fasano,2998,TE,1,MIA,0,0,0,0,0,4,60.4,,,,,,0,0,0,0,0,2017,16
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2017,16
Eric Winston,3011,T,1,CIN,0,0,0,0,0,6,60.4,,,,,,0,0,0,0,0,2017,16
Frostee Rucker,3036,DI,1,ARZ,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,16
Stephen Gostkowski,3063,K,1,NE,0,8,0,0,0,7,60.1,59.5,,,,66.7,0,0,0,0,0,2017,16
Elvis Dumervil,3071,ED,1,SF,0,0,2,0,0,0,60.0,,,,,,0,0,0,0,0,2017,16
Kyle Williams,3079,DI,1,BUF,0,0,0,0,7,0,59.8,,,,,,0,0,0,0,0,2017,16
Sam Koch,3148,P,1,BLT,0,0,0,3,0,5,60.5,,,57.4,,,0,0,0,0,0,2017,16
