player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Bilal Powell,6278,HB,1,NYJ,32,27,149,5.5,0,71.3,71.9,79.7,59.7,83,3.07,27,5,5,0,0,0,2013,3
DeMarco Murray,6223,HB,1,DAL,26,26,175,6.7,1,82.0,79.3,28.5,,115,4.42,41,7,7,1,0,0,2013,3
Adrian Peterson,3623,HB,1,MIN,27,25,88,3.5,1,73.6,68.2,28.6,60.0,61,2.44,9,5,4,1,0,0,2013,3
Bernard Pierce,7085,HB,1,BLT,27,24,65,2.7,1,59.4,57.3,78.4,60.0,39,1.63,25,3,2,0,0,0,2013,3
DeAngelo Williams,2972,HB,1,CAR,29,23,120,5.2,0,71.3,71.5,78.1,57.7,72,3.13,27,6,3,0,0,0,2013,3
Jamaal Charles,4387,HB,1,KC,25,20,92,4.6,1,74.3,73.5,78.5,59.2,47,2.35,18,6,3,0,0,0,2013,3
Joique Bell,5797,HB,1,DET,21,20,63,3.2,1,65.9,56.8,77.8,60.0,45,2.25,13,3,7,0,0,0,2013,3
Doug Martin,7035,HB,1,TB,20,20,88,4.4,0,56.8,63.9,77.7,,50,2.5,11,3,4,0,0,0,2013,3
LeSean McCoy,4976,HB,1,PHI,22,20,158,7.9,1,78.0,80.4,77.1,60.0,25,1.25,41,5,1,0,0,0,2013,3
Chris Johnson,4338,HB,1,TEN,21,19,90,4.7,0,66.0,72.4,77.3,60.0,29,1.53,23,5,0,0,0,0,2013,3
Ahmad Bradshaw,3866,HB,1,IND,20,19,95,5.0,1,66.7,65.4,77.3,60.0,34,1.79,27,5,3,0,0,0,2013,3
Maurice Jones-Drew,3005,HB,1,JAX,21,19,43,2.3,1,58.5,60.4,77.1,60.0,31,1.63,8,4,2,0,0,0,2013,3
Jacquizz Rodgers,6297,HB,1,ATL,19,18,86,4.8,0,72.8,70.6,78.0,60.0,41,2.28,18,6,5,0,0,0,2013,3
Marshawn Lynch,3628,HB,1,SEA,20,17,69,4.1,0,61.6,61.4,76.2,60.0,38,2.24,27,3,4,0,0,0,2013,3
Ryan Mathews,5537,HB,1,SD,16,16,58,3.6,0,53.4,54.9,76.2,,30,1.88,8,2,1,0,0,0,2013,3
Matt Forte,4358,HB,1,CHI,16,16,87,5.4,1,64.2,58.9,76.6,,65,4.06,55,4,2,0,0,0,2013,3
Alfred Morris,7165,HB,1,WAS,19,15,73,4.9,1,72.4,72.4,75.8,60.0,29,1.93,30,1,3,0,0,0,2013,3
James Starks,5716,HB,1,GB,14,14,55,3.9,0,64.7,63.3,75.1,,26,1.86,13,4,1,0,0,0,2013,3
LeGarrette Blount,5863,HB,1,NE,17,14,65,4.6,0,64.8,64.0,75.7,59.2,30,2.14,23,3,3,0,0,0,2013,3
Johnathan Franklin,7907,HB,1,GB,13,13,103,7.9,1,70.8,64.4,23.7,,75,5.77,51,6,5,1,0,0,2013,3
Trent Richardson,7009,HB,1,IND,15,13,35,2.7,1,51.2,65.7,74.7,60.0,14,1.08,7,1,2,0,0,0,2013,3
Darren McFadden,4318,HB,1,OAK,16,12,9,0.8,1,54.4,49.4,74.6,56.0,13,1.08,5,1,0,0,0,0,2013,3
Arian Foster,5398,HB,1,HST,12,12,54,4.5,0,59.1,60.7,74.9,,22,1.83,10,3,0,0,0,0,2013,3
Jonathan Dwyer,5711,HB,1,PIT,12,12,39,3.3,0,64.4,62.0,74.8,,25,2.08,25,3,2,0,0,0,2013,3
Knowshon Moreno,4935,HB,1,DEN,12,12,39,3.3,0,51.4,56.9,74.9,,20,1.67,9,1,0,0,0,0,2013,3
Pierre Thomas,4080,HB,1,NO,14,11,28,2.5,0,73.2,73.2,75.3,58.4,14,1.27,11,3,3,0,0,0,2013,3
Montee Ball,7839,HB,1,DEN,11,11,61,5.5,0,74.2,71.7,21.6,,41,3.73,12,3,5,1,0,0,2013,3
Alex Smith,2218,QB,1,KC,31,4,32,2.9,0,50.6,43.2,81.2,60.0,3,0.27,9,0,0,0,1,0,2013,3
Frank Gore,2282,HB,1,SF,13,11,82,7.5,0,73.2,74.3,74.4,60.0,22,2.0,22,4,2,0,0,0,2013,3
Jason Snelling,3860,HB,1,ATL,11,11,53,4.8,0,74.1,68.3,75.2,,27,2.45,17,2,0,0,0,0,2013,3
David Wilson,7036,HB,1,NYG,11,11,39,3.5,0,75.7,78.2,75.3,,41,3.73,18,3,3,0,1,0,2013,3
Stevan Ridley,6225,HB,1,NE,12,11,35,3.2,0,64.9,64.3,74.1,60.0,25,2.27,9,2,0,0,0,0,2013,3
C.J. Spiller,5534,HB,1,BUF,12,10,9,0.9,0,29.3,29.4,14.1,60.0,8,0.8,6,1,3,2,0,0,2013,3
Giovani Bernard,7818,HB,1,CIN,10,10,50,5.0,1,71.2,65.1,74.4,,24,2.4,17,3,0,0,0,0,2013,3
BenJarvus Green-Ellis,4599,HB,1,CIN,12,10,29,2.9,1,47.5,47.4,20.7,59.2,20,2.0,10,2,0,1,0,0,2013,3
Rashard Mendenhall,4337,HB,1,ARZ,11,9,29,3.2,0,63.4,61.4,73.1,60.0,15,1.67,6,1,1,0,0,0,2013,3
Christine Michael,7843,HB,1,SEA,11,9,37,4.1,0,71.7,72.4,72.7,59.2,25,2.78,11,3,4,0,0,0,2013,3
Ben Tate,5583,HB,1,HST,9,9,36,4.0,0,57.7,56.7,73.7,,19,2.11,10,2,2,0,0,0,2013,3
Mike Tolbert,4740,FB,1,CAR,17,9,18,2.0,1,58.8,58.1,72.7,64.5,13,1.44,6,3,1,0,0,0,2013,3
Ronnie Hillman,7069,HB,1,DEN,12,9,66,7.3,1,85.3,87.6,73.1,59.2,31,3.44,19,5,2,0,0,0,2013,3
Willis McGahee,1339,HB,1,CLV,8,8,9,1.1,0,59.0,63.1,72.1,,9,1.13,9,1,0,0,0,0,2013,3
Michael Bush,3716,HB,1,CHI,11,8,9,1.1,1,52.1,52.2,72.1,59.2,4,0.5,3,1,0,0,0,0,2013,3
Lamar Miller,7097,HB,1,MIA,9,8,62,7.8,0,49.8,57.4,72.5,60.0,12,1.5,49,1,1,0,0,0,2013,3
Felix Jones,4336,HB,1,PIT,7,7,34,4.9,0,64.3,59.7,21.3,,24,3.43,11,1,4,1,0,0,2013,3
Cam Newton,6153,QB,1,CAR,40,6,45,6.4,1,69.2,65.3,79.1,60.2,13,1.86,15,5,0,0,0,0,2013,3
Fred Jackson,3368,HB,1,BUF,10,7,72,10.3,0,47.5,44.2,22.1,60.0,66,9.43,59,2,1,0,0,0,2013,3
Colin Kaepernick,6188,QB,1,SF,18,2,20,2.9,0,44.4,52.2,27.8,60.0,5,0.71,14,1,0,1,0,0,2013,3
