player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Jeremy Maclin,4942,WR,1,PHI,16,12,75.0,187,2,85.7,84.0,80.0,74.0,,15.6,55,4.6,54,7,0,0,0,0,152.9,0,0,2014,8
Keenan Allen,7857,WR,1,SD,13,9,69.2,73,1,68.1,67.1,56.7,71.8,,8.1,41,4.6,19,5,1,1,0,1,76.8,0,0,2014,8
Golden Tate,5585,WR,1,DET,13,7,53.8,151,1,69.0,70.7,52.1,69.5,,21.6,41,5.9,59,6,1,0,0,1,121.0,0,0,2014,8
Antonio Brown,5718,WR,1,PIT,12,10,83.3,133,2,86.0,83.3,78.0,75.0,,13.3,42,4.2,47,6,0,0,0,1,152.4,0,0,2014,8
Andre Johnson,1319,WR,1,HST,12,7,58.3,55,0,66.3,66.4,52.1,69.5,,7.9,44,6.3,13,3,1,0,0,1,69.8,0,0,2014,8
Demaryius Thomas,5547,WR,1,DEN,12,8,66.7,105,0,71.8,67.2,35.3,70.1,,13.1,49,6.1,23,5,2,0,0,0,94.1,0,0,2014,8
DeAndre Hopkins,7808,WR,1,HST,11,5,45.5,95,0,70.2,69.8,73.4,68.0,,19.0,12,2.4,23,5,0,0,0,0,75.9,0,0,2014,8
Brandon LaFell,5602,WR,1,NE,11,11,100.0,124,1,90.6,90.4,78.7,71.5,,11.3,30,2.7,19,8,0,0,0,1,143.9,0,0,2014,8
James Jones,3694,WR,1,OAK,11,6,54.5,62,0,59.2,59.6,49.7,68.8,,10.3,25,4.2,16,4,1,0,0,0,71.0,1,0,2014,8
Eric Decker,5611,WR,1,NYJ,10,7,70.0,40,0,60.6,60.4,75.6,69.5,,5.7,4,0.6,11,2,0,1,0,0,37.5,0,0,2014,8
Justin Hunter,7815,WR,1,TEN,10,4,40.0,31,1,60.3,60.3,41.6,67.0,,7.8,10,2.5,12,3,1,0,0,0,81.7,0,0,2014,8
Jordan Matthews,8677,WR,1,PHI,10,6,60.0,51,0,56.6,56.5,74.6,68.8,,8.5,58,9.7,23,2,0,0,0,1,73.3,0,0,2014,8
Allen Robinson II,8696,WR,1,JAX,10,5,50.0,82,1,66.4,64.6,45.8,68.0,,16.4,12,2.4,48,3,1,0,0,0,111.3,0,0,2014,8
Brandon Marshall,3064,WR,1,CHI,10,3,30.0,35,0,57.6,57.0,70.5,65.8,62.4,11.7,24,8.0,17,3,0,1,0,1,2.1,0,0,2014,8
Larry Fitzgerald,1724,WR,1,ARZ,10,7,70.0,160,1,78.6,78.0,76.5,70.1,39.6,22.9,109,15.6,80,4,0,0,0,2,145.8,0,0,2014,8
Donte Moncrief,8725,WR,1,IND,10,7,70.0,113,1,74.6,73.1,52.1,69.5,,16.1,57,8.1,52,4,1,0,0,2,140.8,0,0,2014,8
Theo Riddick,7980,HB,1,DET,10,8,80.0,74,1,69.3,60.7,54.9,72.7,73.5,9.3,58,7.3,20,3,1,0,0,0,130.8,0,0,2014,8
Mohamed Sanu,7084,WR,1,CIN,9,5,55.6,125,0,87.0,88.0,73.4,70.0,,25.0,54,10.8,53,4,0,1,0,3,60.9,0,0,2014,8
Percy Harvin,4945,WR,1,NYJ,9,3,33.3,22,0,57.6,49.6,36.2,75.4,,7.3,21,7.0,11,0,1,1,0,0,2.8,0,0,2014,8
Mychal Rivera,7965,TE,1,OAK,9,7,77.8,83,0,59.0,68.2,52.5,69.5,76.4,11.9,23,3.3,22,3,1,1,0,0,65.5,1,1,2014,8
Davante Adams,8688,WR,1,GB,9,7,77.8,75,0,62.1,63.6,76.5,70.1,,10.7,24,3.4,16,4,0,1,0,0,61.8,2,0,2014,8
Emmanuel Sanders,5606,WR,1,DEN,9,9,100.0,125,3,81.6,80.0,77.3,19.9,,13.9,41,4.6,38,6,0,0,1,3,158.3,0,0,2014,8
Eddie Lacy,7842,HB,1,GB,9,8,88.9,123,0,80.9,89.8,76.5,76.4,77.9,15.4,122,15.3,67,4,0,0,0,1,118.8,0,0,2014,8
