player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Zac Stacy,7942,HB,1,SL,37,33,104,3.2,1,53.2,51.8,29.7,74.5,78,2.36,19,6,2,1,0,0,2013,16
Le'Veon Bell,7829,HB,1,PIT,26,26,124,4.8,1,54.6,64.6,27.7,,66,2.54,25,7,4,1,0,0,2013,16
Ryan Mathews,5537,HB,1,SD,29,25,99,4.0,1,69.2,71.9,78.8,58.4,47,1.88,34,4,2,0,0,0,2013,16
Alfred Morris,7165,HB,1,WAS,24,24,88,3.7,1,68.3,72.7,78.4,,68,2.83,18,5,4,0,0,0,2013,16
Chris Johnson,4338,HB,1,TEN,24,22,90,4.1,0,64.7,65.3,77.8,59.2,27,1.23,12,3,0,0,0,0,2013,16
DeMarco Murray,6223,HB,1,DAL,23,22,96,4.4,1,63.7,62.3,78.1,60.0,74,3.36,43,4,5,0,1,1,2013,16
Frank Gore,2282,HB,1,SF,22,21,97,4.6,1,74.1,73.5,77.5,60.0,39,1.86,17,7,0,0,0,0,2013,16
Rashard Mendenhall,4337,HB,1,ARZ,21,21,63,3.0,0,58.9,59.8,77.7,,38,1.81,9,1,2,0,0,0,2013,16
C.J. Spiller,5534,HB,1,BUF,24,21,83,4.0,0,65.9,65.5,26.7,60.0,38,1.81,23,2,3,1,0,0,2013,16
Bobby Rainey Jr.,7511,HB,1,TB,22,20,37,1.9,1,49.4,48.6,25.8,60.0,35,1.75,11,2,3,1,0,0,2013,16
Chris Ivory,6007,HB,1,NYJ,27,20,109,5.5,0,84.3,81.6,77.4,59.4,68,3.4,28,6,7,0,0,0,2013,16
Joique Bell,5797,HB,1,DET,22,20,91,4.6,1,89.0,83.9,79.5,59.7,59,2.95,16,6,4,0,0,0,2013,16
Shonn Greene,4988,HB,1,TEN,19,19,91,4.8,1,62.5,62.9,77.0,,56,2.95,29,6,2,0,0,0,2013,16
LeSean McCoy,4976,HB,1,PHI,20,18,133,7.4,2,86.3,83.5,77.8,60.0,49,2.72,19,10,4,0,0,0,2013,16
Marshawn Lynch,3628,HB,1,SEA,18,18,71,3.9,0,60.8,60.4,76.9,,37,2.06,19,2,4,0,0,0,2013,16
Fred Jackson,3368,HB,1,BUF,25,18,105,5.8,1,79.0,77.0,77.1,58.3,58,3.22,14,6,3,0,0,0,2013,16
Edwin Baker,7231,HB,1,CLV,17,17,64,3.8,1,76.2,77.4,76.9,,46,2.71,9,4,1,0,0,0,2013,16
Andre Brown,5053,HB,1,NYG,17,16,40,2.5,0,49.4,47.6,24.6,60.0,25,1.56,11,2,0,1,0,0,2013,16
Steven Jackson,1745,HB,1,ATL,16,16,53,3.3,1,66.9,65.6,76.4,,29,1.81,9,2,1,0,0,0,2013,16
LeGarrette Blount,5863,HB,1,NE,16,16,76,4.8,2,84.5,82.8,76.5,,26,1.63,14,5,0,0,0,0,2013,16
Trent Richardson,7009,HB,1,IND,19,16,43,2.7,0,62.6,59.3,76.4,59.9,32,2.0,6,2,4,0,0,0,2013,16
Stevan Ridley,6225,HB,1,NE,15,15,54,3.6,0,77.9,76.6,75.5,,33,2.2,8,2,1,0,0,0,2013,16
Eddie Lacy,7842,HB,1,GB,16,15,84,5.6,2,70.4,68.8,76.6,60.0,27,1.8,14,5,0,0,0,0,2013,16
Andre Ellington,7968,HB,1,ARZ,18,15,64,4.3,0,80.4,74.7,75.9,70.3,26,1.73,26,2,2,0,0,0,2013,16
Jamaal Charles,4387,HB,1,KC,16,14,100,7.1,1,79.7,79.7,76.1,60.0,45,3.21,31,5,3,0,0,0,2013,16
Maurice Jones-Drew,3005,HB,1,JAX,14,13,45,3.5,0,68.3,66.6,75.6,60.0,31,2.38,11,3,2,0,0,0,2013,16
