player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Aaron Rodgers,2241,QB,1,GB,57,48,25,52.1,369,7.7,4,1,54.4,54.6,57.5,39.3,5,0,2,2,1,96.6,4,16,2015,9
Matt Ryan,4317,QB,1,ATL,48,45,30,66.7,303,6.7,1,0,76.1,74.2,63.7,80.4,2,2,1,0,0,93.1,1,15,2015,9
Ben Roethlisberger,1732,QB,1,PIT,45,44,24,54.5,334,7.6,2,1,89.3,87.0,,80.1,1,0,5,3,0,84.8,0,14,2015,9
Derek Carr,8671,QB,1,OAK,45,44,24,54.5,301,6.8,4,1,88.6,87.2,57.8,80.1,0,0,4,1,0,96.9,1,17,2015,9
Philip Rivers,1725,QB,1,SD,44,42,26,61.9,280,6.7,1,0,75.4,73.9,,80.4,2,2,2,2,1,89.4,0,13,2015,9
Blake Bortles,8638,QB,1,JAX,49,40,24,60.0,381,9.5,2,2,78.9,70.1,90.1,32.0,6,1,3,2,0,87.6,3,17,2015,9
Kirk Cousins,7102,QB,1,WAS,41,40,22,55.0,217,5.4,1,1,69.9,68.7,,79.3,1,0,7,0,0,68.4,0,12,2015,9
Eli Manning,1722,QB,1,NYG,40,40,26,65.0,213,5.3,2,2,66.0,64.9,60.0,79.4,0,1,1,0,1,74.3,0,14,2015,9
Jay Cutler,2956,QB,1,CHI,41,40,27,67.5,345,8.6,2,1,85.5,83.7,60.5,29.5,1,0,1,2,0,100.5,0,20,2015,9
Marcus Mariota,9435,QB,1,TEN,39,39,28,71.8,371,9.5,4,0,69.3,67.6,61.6,79.4,0,0,1,2,0,135.7,0,19,2015,9
Tom Brady,698,QB,1,NE,39,39,26,66.7,299,7.7,2,1,64.6,63.5,60.0,79.5,0,0,2,1,0,96.0,0,16,2015,9
Drew Brees,802,QB,1,NO,43,39,28,71.8,387,9.9,3,1,83.9,81.1,66.1,80.8,4,1,2,0,2,118.2,0,18,2015,9
Matt Cassel,2447,QB,1,DAL,44,38,25,65.8,299,7.9,3,1,50.9,49.1,66.4,80.3,4,1,3,1,0,105.0,2,11,2015,9
Peyton Manning,327,QB,1,DEN,37,36,21,58.3,281,7.8,2,2,86.3,84.1,,78.7,1,0,4,0,3,78.6,0,13,2015,9
Sam Bradford,5526,QB,1,PHI,37,36,25,69.4,295,8.2,1,0,76.6,75.1,60.0,79.1,1,0,2,0,1,103.4,0,9,2015,9
Andrew Luck,7007,QB,1,IND,42,36,21,58.3,252,7.0,2,0,75.8,71.8,71.9,79.8,1,2,2,1,2,98.4,5,15,2015,9
Jameis Winston,9434,QB,1,TB,39,36,19,52.8,247,6.9,0,0,65.2,62.0,70.2,79.5,0,0,6,0,1,74.7,3,12,2015,9
Ryan Tannehill,7014,QB,1,MIA,37,35,26,74.3,307,8.8,0,0,71.5,71.3,45.4,24.1,2,0,1,1,0,100.5,0,16,2015,9
Ryan Fitzpatrick,2467,QB,1,NYJ,37,34,21,61.8,272,8.0,2,0,51.1,51.1,58.1,79.4,2,2,0,0,1,106.5,1,12,2015,9
Nick Foles,7089,QB,1,SL,34,33,18,54.5,168,5.1,0,0,72.8,71.4,58.2,78.8,1,0,2,1,2,68.8,0,5,2015,9
Johnny Manziel,8657,QB,1,CLV,40,33,15,45.5,168,5.1,1,0,61.9,62.0,58.3,79.0,3,0,5,3,0,71.3,4,10,2015,9
Cam Newton,6153,QB,1,CAR,35,30,15,50.0,297,9.9,3,1,61.2,58.8,64.3,79.3,0,1,0,2,1,104.4,5,12,2015,9
Andy Dalton,6187,QB,1,CIN,32,27,21,77.8,234,8.7,3,0,74.8,75.1,59.6,78.6,2,0,0,2,0,139.8,3,14,2015,9
Blaine Gabbert,6162,QB,1,SF,30,25,15,60.0,185,7.4,2,2,76.0,67.2,81.8,78.3,0,1,4,1,0,76.3,5,10,2015,9
Teddy Bridgewater,8667,QB,1,MIN,24,21,13,61.9,144,6.9,0,1,60.8,55.4,71.6,77.2,0,0,0,2,0,62.4,3,8,2015,9
Tyrod Taylor,6332,QB,1,BUF,17,12,11,91.7,181,15.1,1,0,83.9,81.4,71.0,77.8,3,0,0,0,0,146.5,2,9,2015,9
Landry Jones,7897,QB,1,PIT,6,6,4,66.7,79,13.2,0,0,63.6,63.0,,69.6,0,0,0,0,0,109.7,0,2,2015,9
Shaun Hill,1255,QB,1,MIN,7,6,2,33.3,15,2.5,0,0,38.6,37.4,60.0,70.6,1,0,0,1,0,42.4,0,0,2015,9
Jarvis Landry,8698,WR,1,MIA,1,1,1,100.0,9,9.0,0,0,84.7,60.3,67.7,75.7,0,0,0,0,0,104.2,0,0,2015,9
Colin Kaepernick,6188,QB,1,SF,1,1,0,0.0,0,0.0,0,0,76.0,74.1,,60.4,0,0,1,0,0,39.6,0,0,2015,9
