player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Rishard Matthews,7211,WR,1,MIA,14,11,78.6,120,2,91.2,90.6,78.7,71.5,,10.9,44,4.0,19,9,0,0,0,0,142.0,0,0,2013,10
A.J. Green,6156,WR,1,CIN,14,8,57.1,151,1,71.1,70.5,77.3,70.6,,18.9,8,1.0,51,6,0,1,0,1,88.7,0,0,2013,10
Calvin Johnson,3618,WR,1,DET,14,6,42.9,83,2,75.3,74.6,29.8,68.8,,13.8,5,0.8,19,6,2,1,0,0,72.3,0,0,2013,10
Alshon Jeffery,7048,WR,1,CHI,14,9,64.3,114,0,73.7,72.0,56.7,72.0,,12.7,19,2.1,18,7,1,0,0,2,89.6,0,0,2013,10
Torrey Smith,6210,WR,1,BLT,14,5,35.7,46,1,58.1,60.7,46.3,68.0,,9.2,8,1.6,18,4,1,0,0,0,69.3,2,0,2013,10
Brandon Marshall,3064,WR,1,CHI,12,7,58.3,139,2,82.5,76.1,32.2,69.5,,19.9,22,3.1,44,6,2,0,0,1,138.5,0,0,2013,10
Andre Johnson,1319,WR,1,HST,12,5,41.7,37,2,69.1,68.8,46.3,68.0,,7.4,11,2.2,14,3,1,0,0,0,89.2,0,0,2013,10
DeAndre Hopkins,7808,WR,1,HST,11,6,54.5,69,0,73.2,72.2,74.6,68.8,,11.5,11,1.8,22,5,0,0,0,0,73.7,0,0,2013,10
Jarrett Boykin,7363,WR,1,GB,11,8,72.7,112,0,71.7,69.1,54.9,70.1,,14.0,43,5.4,36,5,1,0,0,1,105.1,0,0,2013,10
Jordy Nelson,4350,WR,1,GB,10,6,60.0,56,0,64.6,64.7,74.6,68.8,,9.3,17,2.8,30,2,0,1,0,0,35.8,0,0,2013,10
Coby Fleener,7038,TE,1,IND,10,4,40.0,33,0,58.6,58.1,73.4,68.0,,8.3,9,2.3,12,1,0,2,0,0,9.6,0,0,2013,10
Demaryius Thomas,5547,WR,1,DEN,10,7,70.0,108,3,90.1,88.2,75.6,69.5,,15.4,57,8.1,34,7,0,0,0,2,145.0,0,0,2013,10
Pierre Garcon,4519,WR,1,WAS,10,7,70.0,119,1,87.1,83.3,32.2,69.5,,17.0,86,12.3,32,5,2,0,0,4,143.3,0,0,2013,10
Steve Johnson,4538,WR,1,BUF,10,3,30.0,48,0,72.8,72.2,70.5,65.8,,16.0,23,7.7,23,2,0,0,0,1,47.1,0,0,2013,10
Steve Smith,837,WR,1,CAR,10,6,60.0,63,0,74.4,73.6,29.7,68.8,,10.5,10,1.7,19,4,2,1,0,1,38.8,0,0,2013,10
Victor Cruz,5827,WR,1,NYG,10,3,30.0,37,0,58.5,56.8,28.0,65.8,,12.3,11,3.7,15,2,2,1,0,0,2.9,0,0,2013,10
Antonio Brown,5718,WR,1,PIT,10,6,60.0,104,0,78.7,81.3,74.6,71.6,,17.3,31,5.2,40,5,0,0,0,0,95.4,1,1,2013,10
Denarius Moore,6300,WR,1,OAK,9,3,33.3,45,0,63.3,58.7,26.5,65.8,,15.0,22,7.3,23,2,3,1,0,0,11.1,0,0,2013,10
Kendall Wright,7026,WR,1,TEN,9,7,77.8,78,0,67.0,67.1,75.6,21.4,,11.1,69,9.9,26,4,0,0,1,3,102.8,1,0,2013,10
Jordan Reed,7866,TE,1,WAS,9,6,66.7,62,1,84.6,71.4,74.6,68.8,65.8,10.3,30,5.0,17,5,0,0,0,1,123.4,0,0,2013,10
Vincent Jackson,2278,WR,1,TB,8,3,37.5,28,0,72.3,70.0,70.5,65.8,,9.3,15,5.0,14,2,0,1,0,1,8.3,0,0,2013,10
Knowshon Moreno,4935,HB,1,DEN,8,8,100.0,49,0,72.7,87.1,77.6,77.1,62.5,6.1,48,6.0,11,2,0,0,0,1,92.2,0,0,2013,10
Harry Douglas,4398,WR,1,ATL,8,7,87.5,49,0,48.5,48.8,52.5,21.4,,7.0,34,4.9,31,2,1,0,1,1,92.2,0,0,2013,10
Giovani Bernard,7818,HB,1,CIN,8,8,100.0,37,1,64.1,77.8,76.5,76.7,50.1,4.6,48,6.0,18,3,0,0,0,3,125.5,0,0,2013,10
Tyler Eifert,7802,TE,1,CIN,8,3,37.5,55,0,55.2,55.1,28.1,65.8,79.5,18.3,35,11.7,40,3,2,1,0,2,22.4,0,0,2013,10
Brian Hartline,5031,WR,1,MIA,8,5,62.5,57,0,69.1,66.6,73.4,68.0,,11.4,11,2.2,19,3,0,0,0,0,83.9,0,0,2013,10
Marques Colston,3197,WR,1,NO,8,7,87.5,107,1,91.3,89.6,76.5,70.1,,15.3,27,3.9,22,7,0,0,0,2,158.3,0,0,2013,10
T.Y. Hilton,7092,WR,1,IND,8,7,87.5,130,0,73.0,71.9,75.6,69.5,,18.6,71,10.1,65,5,0,0,0,2,118.8,0,0,2013,10
Mohamed Sanu,7084,WR,1,CIN,8,3,37.5,26,0,55.6,57.5,70.5,65.8,,8.7,10,3.3,14,2,0,0,0,0,46.9,1,0,2013,10
Brandon LaFell,5602,WR,1,CAR,8,4,50.0,48,0,61.8,61.4,41.6,69.0,,12.0,3,0.8,17,3,1,0,0,0,68.8,0,0,2013,10
Doug Baldwin,6615,WR,1,SEA,8,5,62.5,76,0,84.3,81.1,73.4,68.0,,15.2,27,5.4,30,3,0,0,0,0,93.8,0,0,2013,10
Charles Clay,6326,TE,1,MIA,8,4,50.0,21,0,53.1,51.9,41.6,69.4,75.5,5.3,8,2.0,14,1,1,0,0,0,56.3,0,0,2013,10
Chris Johnson,4338,HB,1,TEN,7,5,71.4,46,0,48.1,54.0,45.8,24.0,82.3,9.2,53,10.6,18,2,1,0,0,0,89.0,0,0,2013,10
John Carlson,4352,TE,1,MIN,7,7,100.0,98,1,94.8,94.1,75.6,69.5,62.8,14.0,50,7.1,28,5,0,0,0,1,158.3,0,0,2013,10
Antonio Gates,1609,TE,1,SD,7,4,57.1,62,0,62.2,66.3,42.1,67.0,27.5,15.5,26,6.5,24,3,1,0,0,0,86.6,0,0,2013,10
Justin Hunter,7815,WR,1,TEN,7,2,28.6,51,0,61.4,59.0,29.9,64.0,,25.5,7,3.5,40,2,1,0,0,0,57.4,0,0,2013,10
Darren Sproles,2347,HB,1,NO,7,7,100.0,76,1,74.1,81.5,75.6,75.3,72.4,10.9,66,9.4,28,4,0,0,0,2,151.5,0,0,2013,10
Jacquizz Rodgers,6297,HB,1,ATL,7,5,71.4,28,0,62.2,51.5,46.3,73.5,17.5,5.6,35,7.0,10,2,1,0,0,0,78.3,0,0,2013,10
Andre Roberts,5612,WR,1,ARZ,7,5,71.4,72,1,73.6,73.2,73.4,68.0,,14.4,28,5.6,19,3,0,0,0,0,144.0,0,0,2013,10
Golden Tate,5585,WR,1,SEA,7,6,85.7,106,1,91.0,90.9,74.6,72.7,,17.7,75,12.5,46,5,0,0,0,2,158.3,0,0,2013,10
James Jones,3694,WR,1,GB,7,4,57.1,44,0,68.1,67.5,72.1,67.0,,11.0,27,6.8,13,2,0,1,0,2,36.3,0,0,2013,10
Mike Wallace,5007,WR,1,MIA,7,4,57.1,15,0,49.3,49.6,41.6,67.0,,3.8,0,0.0,11,1,1,1,0,0,22.6,0,0,2013,10
Pierre Thomas,4080,HB,1,NO,7,7,100.0,24,1,82.9,71.2,75.6,77.4,76.8,3.4,32,4.6,8,1,0,0,0,2,120.5,0,0,2013,10
Jerome Simpson,4360,WR,1,MIN,6,4,66.7,45,0,73.7,72.5,72.1,67.0,,11.3,3,0.8,25,3,0,0,0,0,88.9,0,0,2013,10
Wes Welker,2204,WR,1,DEN,6,3,50.0,21,0,61.1,56.3,36.2,65.8,,7.0,15,5.0,11,2,1,0,0,1,58.3,0,0,2013,10
Mario Manningham,4409,WR,1,SF,6,3,50.0,30,0,59.3,59.0,28.6,67.0,,10.0,7,2.3,14,1,2,1,0,0,25.0,0,0,2013,10
Ray Rice,4369,HB,1,BLT,6,6,100.0,26,0,58.4,72.0,74.6,77.5,65.9,4.3,27,4.5,13,1,0,0,0,0,84.7,0,0,2013,10
Emmanuel Sanders,5606,WR,1,PIT,6,4,66.7,13,0,57.7,58.6,72.1,68.3,,3.3,6,1.5,9,1,0,0,0,0,70.1,0,0,2013,10
Chris Gragg,8004,TE,1,BUF,6,4,66.7,25,1,31.1,29.7,28.7,67.0,74.0,6.3,5,1.3,9,3,2,0,0,0,114.6,0,0,2013,10
Darrius Heyward-Bey,4930,WR,1,IND,6,3,50.0,30,0,55.9,55.9,36.2,65.8,,10.0,11,3.7,13,2,1,1,0,0,25.0,0,0,2013,10
Reggie Bush,2947,HB,1,DET,6,3,50.0,8,0,72.6,37.4,36.2,75.8,76.2,2.7,6,2.0,4,0,1,0,0,0,56.3,0,0,2013,10
Tony Gonzalez,237,TE,1,ATL,5,3,60.0,29,0,56.0,56.7,70.5,65.8,65.8,9.7,5,1.7,12,2,0,0,0,0,76.3,0,0,2013,10
Anquan Boldin,1369,WR,1,SF,5,3,60.0,23,0,55.3,58.1,70.5,65.8,,7.7,9,3.0,9,0,0,0,0,1,71.3,2,0,2013,10
Jason Witten,1384,TE,1,DAL,5,2,40.0,27,0,57.2,52.0,36.2,65.8,65.9,13.5,8,4.0,19,1,1,0,0,0,57.9,0,0,2013,10
Larry Fitzgerald,1724,WR,1,ARZ,5,3,60.0,23,0,55.7,53.7,72.1,67.0,,7.7,12,4.0,11,0,0,0,0,0,71.3,1,0,2013,10
Nate Washington,2832,WR,1,TEN,5,3,60.0,29,0,58.9,58.6,70.5,65.8,,9.7,11,3.7,15,2,0,1,0,0,36.7,0,0,2013,10
Marcedes Lewis,2973,TE,1,JAX,5,3,60.0,39,0,89.9,86.0,70.5,65.8,76.5,13.0,23,7.7,27,1,0,1,0,4,45.0,0,0,2013,10
Delanie Walker,3120,TE,1,TEN,5,4,80.0,62,1,76.9,77.2,72.1,67.0,,15.5,11,2.8,33,3,0,0,0,0,157.9,0,0,2013,10
Matt Forte,4358,HB,1,CHI,5,4,80.0,16,0,49.1,55.5,72.1,77.5,29.9,4.0,18,4.5,7,0,0,0,0,0,80.0,0,0,2013,10
Martellus Bennett,4375,TE,1,CHI,5,4,80.0,29,0,60.4,59.9,72.1,67.0,28.9,7.3,20,5.0,13,2,0,1,0,1,51.3,0,0,2013,10
Brandon Pettigrew,4943,TE,1,DET,5,5,100.0,70,0,82.5,83.9,73.4,68.0,69.1,14.0,22,4.4,23,3,0,0,0,0,118.8,0,0,2013,10
Donald Brown,4950,HB,1,IND,5,5,100.0,64,1,70.0,90.1,73.4,70.0,82.0,12.8,68,13.6,26,3,0,0,0,1,158.3,0,0,2013,10
Tiquan Underwood,5177,WR,1,TB,5,3,60.0,64,0,71.7,71.8,36.2,65.8,,21.3,18,6.0,30,3,0,0,0,0,104.2,1,0,2013,10
Eric Decker,5611,WR,1,DEN,5,3,60.0,52,0,61.5,61.3,36.8,65.8,,17.3,11,3.7,34,3,1,0,0,0,95.4,0,0,2013,10
Jimmy Graham,5619,TE,1,NO,5,5,100.0,59,0,72.7,71.5,73.4,68.0,70.5,11.8,23,4.6,26,3,0,0,0,0,115.8,0,0,2013,10
Riley Cooper,5682,WR,1,PHI,5,3,60.0,102,2,80.2,80.8,42.1,67.0,,34.0,28,9.3,45,3,1,0,0,0,143.8,0,0,2013,10
Rob Housler,6221,TE,1,ARZ,5,4,80.0,57,1,78.4,84.2,72.1,67.0,4.1,14.3,46,11.5,26,3,0,1,0,1,114.2,0,0,2013,10
Leonard Hankerson,6231,WR,1,WAS,5,5,100.0,61,0,76.9,75.9,73.4,68.0,,12.2,22,4.4,29,4,0,0,0,0,117.5,0,0,2013,10
Julius Thomas,6281,TE,1,DEN,5,3,60.0,96,1,80.4,76.7,70.5,65.8,73.1,32.0,80,26.7,74,3,0,0,0,1,143.8,0,0,2013,10
Trent Richardson,7009,HB,1,IND,5,3,60.0,33,0,64.4,62.7,70.5,71.4,68.7,11.0,32,10.7,20,1,0,0,0,1,79.6,0,0,2013,10
LaVon Brazill,7191,WR,1,IND,5,1,20.0,11,0,51.6,52.0,64.7,70.3,,11.0,0,0.0,11,1,0,1,0,0,0.0,0,0,2013,10
Griff Whalen,7351,WR,1,IND,5,3,60.0,36,0,58.6,58.5,70.5,65.8,,12.0,4,1.3,25,2,0,0,0,0,82.1,0,0,2013,10
Terrance Williams,7855,WR,1,DAL,5,1,20.0,21,1,52.9,56.2,28.8,61.2,,21.0,0,0.0,21,1,1,0,0,0,84.2,0,0,2013,10
Keenan Allen,7857,WR,1,SD,5,4,80.0,41,0,66.9,69.1,72.1,67.0,,10.3,15,3.8,18,3,0,0,0,1,100.8,0,0,2013,10
Marquise Goodwin,7859,WR,1,BUF,4,2,50.0,9,0,59.7,59.5,70.5,67.9,,4.5,0,0.0,7,1,0,1,0,0,16.7,0,0,2013,10
Chris Givens,7096,WR,1,SL,4,2,50.0,54,0,69.8,69.7,68.3,64.0,,27.0,36,18.0,35,2,0,0,0,0,95.8,0,0,2013,10
Ben Tate,5583,HB,1,HST,4,3,75.0,8,0,68.6,38.8,36.2,76.1,80.1,2.7,7,2.3,7,0,1,0,0,0,77.1,0,0,2013,10
Steven Jackson,1745,HB,1,ATL,4,3,75.0,9,0,51.7,44.0,36.8,73.7,58.4,3.0,11,3.7,5,0,1,0,0,1,77.1,0,0,2013,10
Heath Miller,2247,TE,1,PIT,4,1,25.0,6,0,38.8,30.4,26.4,61.2,79.5,6.0,8,8.0,6,0,2,0,0,0,39.6,0,0,2013,10
Jason Avant,3054,WR,1,PHI,4,2,50.0,25,0,62.1,66.8,68.3,64.0,,12.5,8,4.0,23,1,0,0,0,1,69.8,0,0,2013,10
Ted Ginn Jr.,3625,WR,1,CAR,4,2,50.0,19,0,61.3,61.1,30.0,72.9,,9.5,3,1.5,11,2,1,0,0,0,63.5,0,0,2013,10
Jason Snelling,3860,HB,1,ATL,4,3,75.0,25,0,68.5,74.1,70.5,67.4,72.4,8.3,18,6.0,14,2,0,0,0,0,90.6,0,0,2013,10
Ed Dickson,5595,TE,1,BLT,4,3,75.0,28,0,76.3,71.7,70.5,65.8,75.8,9.3,13,4.3,14,2,0,1,0,0,54.2,0,0,2013,10
Maurice Jones-Drew,3005,HB,1,JAX,4,4,100.0,33,0,63.9,76.9,72.1,78.5,83.1,8.3,43,10.8,17,1,0,0,0,2,101.0,0,0,2013,10
Greg Jennings,2997,WR,1,MIN,4,3,75.0,18,0,67.8,65.2,70.5,65.8,,6.0,20,6.7,10,2,0,1,0,2,43.8,0,0,2013,10
Eddie Royal,4356,WR,1,SD,4,2,50.0,36,0,64.2,60.5,68.3,64.0,,18.0,14,7.0,30,1,0,0,0,0,81.3,0,0,2013,10
Hakeem Nicks,4952,WR,1,NYG,4,4,100.0,49,0,69.7,69.2,72.1,67.0,,12.3,13,3.3,25,2,0,0,0,1,117.7,0,0,2013,10
Jermaine Kearse,7428,WR,1,SEA,4,3,75.0,75,1,82.0,84.5,70.5,67.9,,25.0,4,1.3,43,2,0,0,0,0,156.3,1,0,2013,10
DeVier Posey,7070,WR,1,HST,4,3,75.0,34,0,60.0,62.7,70.5,65.8,61.6,11.3,20,6.7,12,2,0,0,0,0,100.0,0,0,2013,10
Fred Jackson,3368,HB,1,BUF,4,3,75.0,7,0,66.8,57.0,70.5,75.0,83.7,2.3,9,3.0,4,0,0,0,0,1,77.1,0,0,2013,10
Andre Ellington,7968,HB,1,ARZ,4,2,50.0,18,0,67.8,58.9,68.3,74.4,63.0,9.0,14,7.0,12,1,0,0,0,0,62.5,0,0,2013,10
Danny Woodhead,4914,HB,1,SD,4,4,100.0,17,1,69.9,60.9,72.1,73.2,73.4,4.3,14,3.5,7,1,0,0,0,0,124.0,0,0,2013,10
Marlon Brown,8179,WR,1,BLT,4,1,25.0,10,0,46.0,47.8,28.9,61.2,,10.0,2,2.0,10,1,1,1,0,0,0.0,1,0,2013,10
Vincent Brown,6234,WR,1,SD,4,3,75.0,35,0,67.6,67.1,70.5,65.8,,11.7,1,0.3,15,2,0,0,0,0,101.0,0,0,2013,10
Roy Helu,6257,HB,1,WAS,4,3,75.0,23,0,60.4,62.0,70.5,68.7,81.5,7.7,26,8.7,9,1,0,0,0,0,88.5,0,0,2013,10
Rod Streater,7416,WR,1,OAK,4,1,25.0,6,0,57.9,46.8,28.8,61.2,,6.0,3,3.0,6,0,1,0,0,0,39.6,0,0,2013,10
Cecil Shorts,6266,WR,1,JAX,4,2,50.0,42,0,70.7,68.7,68.3,64.0,,21.0,5,2.5,22,2,0,1,0,0,47.9,0,0,2013,10
DeSean Jackson,4363,WR,1,PHI,4,4,100.0,80,1,70.5,70.3,72.1,67.0,,20.0,28,7.0,55,2,0,0,0,0,158.3,0,0,2013,10
Marvin Jones Jr.,7158,WR,1,CIN,4,1,25.0,2,0,48.4,46.2,28.9,64.6,,2.0,2,2.0,2,0,1,1,0,0,0.0,0,0,2013,10
Mark Ingram II,6180,HB,1,NO,3,2,66.7,15,0,83.6,30.1,29.9,75.5,29.4,7.5,20,10.0,9,0,1,0,0,0,78.5,1,0,2013,10
Marcel Reece,4702,FB,1,OAK,3,3,100.0,30,0,71.6,71.1,70.5,65.8,74.6,10.0,32,10.7,16,1,0,0,0,0,108.3,0,0,2013,10
Roddy White,2244,WR,1,ATL,3,1,33.3,20,0,56.1,54.2,64.7,61.2,,20.0,2,2.0,20,1,0,0,0,0,57.6,0,0,2013,10
Cole Beasley,7330,WR,1,DAL,3,1,33.3,18,0,64.7,64.1,64.7,70.9,,18.0,1,1.0,18,1,0,0,0,0,54.9,0,0,2013,10
Benjamin Watson,1753,TE,1,NO,3,1,33.3,5,0,72.6,70.6,64.7,61.2,76.0,5.0,6,6.0,5,1,0,0,0,0,42.4,0,0,2013,10
James Hanna,7175,TE,1,DAL,3,3,100.0,11,0,55.7,61.7,70.5,65.8,73.1,3.7,13,4.3,7,0,0,0,0,0,81.9,1,0,2013,10
Bernard Pierce,7085,HB,1,BLT,3,2,66.7,12,0,77.8,68.0,68.3,72.9,80.1,6.0,16,8.0,12,1,0,0,0,1,74.3,0,0,2013,10
T.J. Graham,7071,WR,1,BUF,3,1,33.3,5,0,53.6,53.3,64.7,61.2,,5.0,0,0.0,5,1,0,0,0,0,42.4,0,0,2013,10
Rueben Randle,7065,WR,1,NYG,3,3,100.0,50,1,90.9,90.2,70.5,71.4,,16.7,33,11.0,25,3,0,0,0,3,158.3,0,0,2013,10
Stanley Havili,6392,FB,1,IND,3,3,100.0,25,0,70.2,81.8,70.5,67.4,,8.3,25,8.3,13,2,0,0,0,1,101.4,0,0,2013,10
Michael Floyd,7019,WR,1,ARZ,3,2,66.7,31,0,81.7,80.2,68.3,64.0,,15.5,5,2.5,20,2,0,0,0,0,100.7,0,0,2013,10
Jeremy Ross,6476,WR,1,DET,3,2,66.7,28,0,55.4,56.5,29.9,64.0,,14.0,8,4.0,17,2,1,0,0,0,96.5,0,0,2013,10
C.J. Spiller,5534,HB,1,BUF,3,3,100.0,11,0,57.8,62.5,70.5,73.2,3.1,3.7,12,4.0,7,0,0,0,0,0,81.9,0,0,2013,10
