player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Derek Carr,8671,QB,1,OAK,50,49,28,57.1,237,4.8,1,1,72.2,70.9,,80.8,1,1,5,0,0,68.2,0,13,2017,11
Ben Roethlisberger,1732,QB,1,PIT,49,45,30,66.7,299,6.6,4,0,84.0,83.0,57.9,81.0,3,0,2,1,0,115.0,1,18,2017,11
Russell Wilson,7077,QB,1,SEA,52,42,26,61.9,258,6.1,2,1,73.1,60.0,92.4,36.3,3,1,3,3,0,85.2,7,21,2017,11
Brock Osweiler,7059,QB,1,DEN,49,42,23,54.8,254,6.0,1,1,63.1,64.8,51.2,80.5,3,1,4,2,1,70.9,4,16,2017,11
Drew Brees,802,QB,1,NO,44,41,29,70.7,385,9.4,2,1,80.1,77.5,62.6,80.3,2,0,0,1,1,106.3,0,16,2017,11
Alex Smith,2218,QB,1,KC,45,40,27,67.5,230,5.8,0,2,57.9,55.3,65.5,80.3,1,0,2,2,1,61.5,4,13,2017,11
Case Keenum,7323,QB,1,MIN,40,38,27,71.1,280,7.4,1,0,73.3,70.9,66.7,79.8,0,0,1,3,1,100.8,2,17,2017,11
Jared Goff,10635,QB,1,LA,40,37,23,62.2,225,6.1,0,0,63.1,61.9,68.5,79.7,2,0,1,2,1,79.2,1,12,2017,11
Ryan Fitzpatrick,2467,QB,1,TB,40,37,22,59.5,275,7.4,2,0,79.4,80.2,59.3,79.8,1,1,2,1,0,100.6,2,16,2017,11
Tom Brady,698,QB,1,NE,38,37,30,81.1,340,9.2,3,0,91.0,90.2,,78.9,1,0,1,0,0,132.0,0,16,2017,11
Brett Hundley,9580,QB,1,GB,45,36,21,58.3,239,6.6,0,3,38.3,39.7,66.6,29.4,6,1,0,4,0,43.6,3,13,2017,11
Eli Manning,1722,QB,1,NYG,36,35,19,54.3,205,5.9,0,0,76.6,74.4,65.4,79.0,0,0,3,2,0,71.7,1,11,2017,11
Blaine Gabbert,6162,QB,1,ARZ,37,34,22,64.7,257,7.6,3,2,60.2,60.3,57.9,79.3,1,0,2,0,1,92.4,2,14,2017,11
Marcus Mariota,9435,QB,1,TEN,39,33,22,66.7,306,9.3,1,4,66.2,64.7,71.2,80.2,5,0,2,0,0,66.8,1,10,2017,11
Tom Savage,8770,QB,1,HST,34,32,22,68.8,230,7.2,2,1,63.1,62.8,58.3,27.8,1,1,1,0,0,97.1,1,11,2017,11
Philip Rivers,1725,QB,1,LAC,34,32,20,62.5,251,7.8,2,0,73.9,72.5,,78.1,1,0,1,1,0,107.7,0,17,2017,11
DeShone Kizer,11807,QB,1,CLV,39,32,16,50.0,179,5.6,1,2,40.1,37.9,63.5,26.5,5,1,5,3,0,51.4,2,9,2017,11
Kirk Cousins,7102,QB,1,WAS,37,32,22,68.8,322,10.1,3,0,80.4,82.0,52.5,38.1,2,0,3,2,0,132.6,3,16,2017,11
Matthew Stafford,4924,QB,1,DET,36,31,21,67.7,299,9.6,2,0,60.8,61.5,54.5,28.3,3,0,1,0,1,120.2,2,14,2017,11
Dak Prescott,10769,QB,1,DAL,35,31,18,58.1,145,4.7,0,3,61.4,58.5,66.3,78.6,4,0,2,1,0,30.4,0,7,2017,11
Blake Bortles,8638,QB,1,JAX,33,30,17,56.7,154,5.1,1,0,64.2,66.5,51.4,20.7,2,3,1,3,0,81.8,1,9,2017,11
Mitchell Trubisky,11757,QB,1,CHI,33,30,18,60.0,179,6.0,1,0,64.4,63.0,62.3,28.3,1,0,3,0,1,88.1,2,13,2017,11
Matt Moore,4018,QB,1,MIA,30,28,17,60.7,282,10.1,1,0,75.0,76.2,54.9,77.7,1,0,1,1,1,106.5,1,9,2017,11
Joe Flacco,4332,QB,1,BLT,31,28,22,78.6,183,6.5,1,1,58.4,57.5,60.0,78.2,3,0,0,0,2,90.9,0,7,2017,11
Matt Ryan,4317,QB,1,ATL,29,27,19,70.4,195,7.2,2,0,92.3,91.3,66.1,78.2,1,0,2,0,0,115.5,1,13,2017,11
Carson Wentz,10636,QB,1,PHI,28,27,14,51.9,168,6.2,2,0,72.5,73.6,56.2,78.9,0,1,2,1,0,95.9,1,9,2017,11
Tyrod Taylor,6332,QB,1,BUF,27,25,15,60.0,158,6.3,1,0,74.5,68.6,76.7,35.0,1,0,1,0,0,91.8,0,7,2017,11
Andy Dalton,6187,QB,1,CIN,27,25,15,60.0,154,6.2,3,0,75.1,73.4,63.0,78.0,2,2,1,1,1,117.3,0,8,2017,11
Nathan Peterman,11926,QB,1,BUF,15,14,6,42.9,66,4.7,0,5,24.1,26.6,50.1,73.5,0,0,1,0,0,17.9,1,4,2017,11
Jay Cutler,2956,QB,1,MIA,13,12,6,50.0,83,6.9,1,3,38.7,39.8,58.3,73.5,0,0,1,2,0,60.8,1,6,2017,11
Kellen Clemens,2994,QB,1,LAC,5,5,5,100.0,33,6.6,0,0,64.8,63.6,60.5,71.0,0,0,0,0,0,94.2,0,3,2017,11
Jon Ryan,3493,P,1,SEA,1,1,1,100.0,-4,-4.0,0,0,61.3,60.4,,60.4,0,0,0,0,0,79.2,0,0,2017,11
Travis Kelce,7844,TE,1,KC,1,1,0,0.0,0,0.0,0,1,63.6,27.8,,70.6,0,0,0,0,0,0.0,0,1,2017,11
Cooper Rush,12324,QB,1,DAL,1,1,0,0.0,0,0.0,0,0,59.2,60.0,,60.4,0,1,0,0,0,39.6,0,0,2017,11
Shane Vereen,6208,HB,1,NYG,1,1,0,0.0,0,0.0,0,1,37.9,33.1,51.1,69.4,0,0,0,0,0,0.0,0,0,2017,11
