player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Jarvis Landry,8698,WR,1,CLV,15,10,66.7,97,1,83.5,79.8,78.0,71.1,,9.7,27,2.7,20,4,0,0,0,0,106.8,1,0,2018,7
A.J. Green,6156,WR,1,CIN,14,7,50.0,117,0,77.7,76.2,52.5,69.5,,16.7,33,4.7,31,4,1,1,0,1,48.8,0,0,2018,7
Stefon Diggs,9579,WR,1,MIN,14,8,57.1,33,0,58.9,59.6,76.5,70.8,,4.1,15,1.9,10,1,0,0,0,1,62.2,0,0,2018,7
Julio Jones,6158,WR,1,ATL,12,9,75.0,104,0,83.8,81.8,78.0,20.6,,11.6,26,2.9,19,6,0,0,1,2,100.7,0,0,2018,7
Trey Burton,9185,TE,1,CHI,11,9,81.8,126,1,84.7,79.8,77.3,70.6,70.8,14.0,33,3.7,22,7,0,0,0,0,144.7,0,0,2018,7
Odell Beckham Jr.,8647,WR,1,NYG,11,8,72.7,143,1,81.8,84.9,76.5,70.8,,17.9,40,5.0,51,7,0,0,0,0,145.1,1,0,2018,7
Devin Funchess,9474,WR,1,CAR,11,6,54.5,62,1,65.0,64.3,29.7,68.8,,10.3,7,1.2,18,4,2,0,0,1,101.3,0,0,2018,7
Saquon Barkley,45791,HB,1,NYG,10,9,90.0,51,0,66.5,66.1,57.0,77.1,60.9,5.7,81,9.0,14,2,1,0,0,6,87.9,0,0,2018,7
Alshon Jeffery,7048,WR,1,PHI,10,7,70.0,88,1,73.0,74.8,75.6,69.5,,12.6,21,3.0,29,4,0,0,0,2,130.4,1,0,2018,7
Mike Evans,8642,WR,1,TB,10,7,70.0,107,0,71.4,71.7,75.6,69.5,,15.3,24,3.4,29,6,0,0,0,1,105.0,0,0,2018,7
Tyreek Hill,10799,WR,1,KC,10,7,70.0,68,1,64.3,66.7,31.8,74.0,,9.7,38,5.4,27,3,2,1,0,2,82.5,0,0,2018,7
Zach Ertz,7816,TE,1,PHI,10,9,90.0,138,0,90.8,90.9,77.3,70.6,73.1,15.3,21,2.3,27,7,0,0,0,0,118.8,1,1,2018,7
Tarik Cohen,11874,HB,1,CHI,10,8,80.0,69,1,69.5,88.9,76.5,74.5,,8.6,49,6.1,20,4,0,0,0,1,128.8,0,0,2018,7
Adam Thielen,8288,WR,1,MIN,10,9,90.0,110,1,81.3,82.4,77.3,70.6,62.4,12.2,24,2.7,34,5,0,0,0,0,145.8,0,0,2018,7
James White,8765,HB,1,NE,10,8,80.0,57,2,74.2,81.8,54.9,75.7,53.4,7.1,39,4.9,14,6,1,0,0,0,130.0,0,0,2018,7
Michael Crabtree,4933,WR,1,BLT,9,5,55.6,66,0,77.1,74.2,45.8,68.0,,13.2,16,3.2,18,4,1,0,0,0,78.9,0,0,2018,7
Robby Anderson,11254,WR,1,NYJ,9,3,33.3,44,0,56.8,59.2,70.5,65.8,,14.7,15,5.0,25,2,0,1,0,0,10.6,1,0,2018,7
Michael Thomas,10681,WR,1,NO,9,7,77.8,69,1,72.2,70.1,31.8,69.5,,9.9,30,4.3,32,5,2,0,0,0,135.6,0,0,2018,7
O.J. Howard,11774,TE,1,TB,9,5,55.6,67,0,70.9,68.5,45.8,68.0,72.1,13.4,16,3.2,24,3,1,1,0,1,39.8,0,0,2018,7
Adam Humphries,10075,WR,1,TB,8,4,50.0,37,0,61.3,60.8,73.4,73.3,,9.3,14,3.5,12,3,0,0,0,1,63.0,0,0,2018,7
Julian Edelman,5156,WR,1,NE,8,5,62.5,36,1,71.8,67.5,73.4,71.1,,7.2,19,3.8,11,2,0,0,0,2,112.5,0,0,2018,7
George Kittle,11901,TE,1,SF,8,5,62.5,98,1,84.8,88.7,45.8,68.0,70.6,19.6,58,11.6,35,5,1,1,0,0,105.2,0,0,2018,7
Sterling Shepard,10674,WR,1,NYG,8,5,62.5,167,0,71.7,70.2,29.2,68.0,,33.4,63,12.6,58,4,2,0,0,1,106.3,0,0,2018,7
Donte Moncrief,8725,WR,1,JAX,8,7,87.5,76,0,65.8,64.9,75.6,69.5,,10.9,40,5.7,24,2,0,0,0,2,106.3,0,0,2018,7
Tajae Sharpe,10774,WR,1,TEN,8,7,87.5,101,0,81.4,83.8,75.6,69.5,,14.4,17,2.4,19,7,0,0,0,0,118.8,1,0,2018,7
Kenyan Drake,10707,HB,1,MIA,8,4,50.0,15,0,51.1,35.4,28.6,72.4,,3.8,7,1.8,5,0,2,0,0,0,56.3,0,0,2018,7
Will Fuller V,10655,WR,1,HST,8,6,75.0,68,0,78.9,78.6,75.6,69.5,,11.3,24,4.0,18,3,0,0,0,0,100.0,1,0,2018,7
