player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Arian Foster,5398,HB,1,HST,31,27,103,3.8,0,54.1,54.6,28.8,60.0,48,1.78,10,3,7,1,0,0,2014,1
Knowshon Moreno,4935,HB,1,MIA,26,24,134,5.6,1,63.4,67.2,78.2,60.0,72,3.0,15,7,6,0,0,0,2014,1
Montee Ball,7839,HB,1,DEN,28,23,67,2.9,1,65.9,65.9,78.7,60.0,55,2.39,15,5,9,0,0,0,2014,1
DeMarco Murray,6223,HB,1,DAL,22,22,118,5.4,1,81.6,86.8,27.0,60.0,65,2.95,15,8,6,1,0,0,2014,1
Adrian Peterson,3623,HB,1,MIN,24,21,78,3.7,0,58.4,56.8,78.2,59.9,34,1.62,17,3,4,0,0,0,2014,1
Le'Veon Bell,7829,HB,1,PIT,21,21,109,5.2,1,78.4,76.2,78.7,,84,4.0,38,5,6,0,0,0,2014,1
LeSean McCoy,4976,HB,1,PHI,19,21,74,3.5,0,64.8,63.3,77.8,,61,2.9,19,5,7,0,0,0,2014,1
Marshawn Lynch,3628,HB,1,SEA,22,20,110,5.5,2,80.7,80.0,77.5,60.0,53,2.65,21,6,8,0,0,0,2014,1
Toby Gerhart,5576,HB,1,JAX,18,17,42,2.5,0,55.4,53.4,76.9,60.0,34,2.0,11,2,2,0,0,0,2014,1
Matt Forte,4358,HB,1,CHI,17,17,82,4.8,0,61.9,59.3,77.5,,31,1.82,14,5,2,0,0,0,2014,1
Terrance West,8729,HB,1,CLV,17,16,100,6.3,0,76.2,76.3,75.8,60.0,66,4.13,29,4,7,0,0,0,2014,1
Frank Gore,2282,HB,1,SF,20,16,63,3.9,0,57.1,57.1,75.8,60.0,41,2.56,20,4,2,0,0,0,2014,1
Rashad Jennings,5174,HB,1,NYG,17,16,46,2.9,1,63.1,63.6,76.6,60.0,27,1.69,14,3,1,0,0,0,2014,1
C.J. Spiller,5534,HB,1,BUF,17,15,53,3.5,0,61.8,59.3,76.6,60.0,21,1.4,13,4,0,0,0,0,2014,1
Joique Bell,5797,HB,1,DET,17,15,51,3.4,1,57.8,57.1,23.8,60.0,29,1.93,12,3,2,1,0,0,2014,1
Shonn Greene,4988,HB,1,TEN,17,15,71,4.7,0,49.4,53.0,76.2,60.0,48,3.2,18,2,6,0,0,0,2014,1
Alfred Morris,7165,HB,1,WAS,17,14,91,6.5,0,66.8,68.3,75.1,59.3,34,2.43,21,4,1,0,0,0,2014,1
DeAngelo Williams,2972,HB,1,CAR,15,14,75,5.4,0,81.7,79.8,75.1,60.0,42,3.0,17,3,5,0,0,0,2014,1
Giovani Bernard,7818,HB,1,CIN,20,14,48,3.4,0,68.8,65.4,76.3,60.0,27,1.93,16,2,4,0,0,0,2014,1
Andre Ellington,7968,HB,1,ARZ,13,13,56,4.3,0,45.5,39.5,24.4,60.0,19,1.46,18,2,0,1,0,0,2014,1
Mark Ingram II,6180,HB,1,NO,13,13,60,4.6,2,66.7,65.2,74.9,,23,1.77,19,3,0,0,0,0,2014,1
Chris Johnson,4338,HB,1,NYJ,18,13,68,5.2,0,66.1,63.1,75.8,59.0,39,3.0,11,3,2,0,0,0,2014,1
Steven Jackson,1745,HB,1,ATL,12,12,52,4.3,0,65.0,63.4,74.5,60.0,39,3.25,17,2,3,0,0,0,2014,1
