player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Davante Adams,8688,WR,1,GB,21,10,47.6,79,0,60.3,61.4,41.4,71.1,,7.9,33,3.3,18,4,2,0,0,0,57.4,1,0,2015,10
Kamar Aiken,6671,WR,1,BLT,14,7,50.0,73,0,69.8,67.7,32.2,69.5,,10.4,23,3.3,29,5,2,1,0,0,35.7,0,0,2015,10
Larry Fitzgerald,1724,WR,1,ARZ,13,10,76.9,130,0,79.7,79.7,78.0,80.0,,13.0,38,3.8,22,7,0,0,0,1,107.9,0,0,2015,10
Antonio Brown,5718,WR,1,PIT,13,10,76.9,139,2,82.1,80.3,78.7,71.5,,13.9,91,9.1,56,6,1,0,0,0,150.3,0,0,2015,10
Odell Beckham Jr.,8647,WR,1,NYG,12,4,33.3,104,1,64.5,64.0,72.1,67.0,,26.0,65,16.3,87,2,0,0,0,0,93.8,0,0,2015,10
Mike Evans,8642,WR,1,TB,12,8,66.7,126,0,81.9,80.7,54.5,70.1,,15.8,31,3.9,26,6,1,0,0,0,101.4,0,0,2015,10
Eric Decker,5611,WR,1,NYJ,11,6,54.5,85,1,70.3,73.1,49.2,68.8,,14.2,15,2.5,31,4,1,0,0,0,110.0,1,1,2015,10
Danny Amendola,4717,WR,1,NE,11,10,90.9,79,0,68.3,69.9,78.0,75.6,,7.9,14,1.4,12,3,0,0,0,1,96.6,1,1,2015,10
DeAndre Hopkins,7808,WR,1,HST,11,5,45.5,57,1,71.7,71.4,73.4,68.0,,11.4,3,0.6,22,3,0,0,0,0,91.9,1,0,2015,10
Dez Bryant,5549,WR,1,DAL,11,5,45.5,45,0,53.9,53.7,29.2,68.0,,9.0,11,2.2,16,2,2,1,0,0,19.1,0,0,2015,10
Travis Benjamin,7100,WR,1,CLV,11,7,63.6,113,0,62.0,62.9,52.1,70.3,,16.1,58,8.3,61,3,1,0,0,1,97.9,0,0,2015,10
Jarvis Landry,8698,WR,1,MIA,11,7,63.6,52,1,72.8,69.8,52.5,73.6,,7.4,21,3.0,18,4,1,0,0,0,105.1,0,0,2015,10
Zach Ertz,7816,TE,1,PHI,10,7,70.0,68,0,85.9,78.4,76.5,70.1,73.4,9.7,13,1.9,27,3,0,0,0,0,88.7,0,0,2015,10
Allen Robinson II,8696,WR,1,JAX,10,5,50.0,51,1,67.9,67.0,73.4,68.0,,10.2,31,6.2,16,3,0,0,0,2,98.3,0,0,2015,10
Doug Baldwin,6615,WR,1,SEA,10,7,70.0,134,1,83.3,82.1,75.6,69.5,,19.1,49,7.0,33,4,0,1,0,0,106.3,0,0,2015,10
Demaryius Thomas,5547,WR,1,DEN,10,7,70.0,71,0,76.3,75.1,75.6,69.5,,10.1,19,2.7,17,5,0,1,0,2,50.4,0,0,2015,10
Brandon Marshall,3064,WR,1,NYJ,10,3,30.0,23,1,47.6,48.1,26.5,65.8,,7.7,18,6.0,14,2,3,1,0,1,33.3,0,0,2015,10
Randall Cobb,6216,WR,1,GB,10,5,50.0,53,0,55.0,55.3,45.8,69.1,,10.6,15,3.0,20,2,1,0,0,1,65.8,0,0,2015,10
Brian Hartline,5031,WR,1,CLV,9,6,66.7,77,0,76.9,77.7,74.6,68.8,,12.8,28,4.7,21,4,0,0,0,0,93.3,1,0,2015,10
Martavis Bryant,8753,WR,1,PIT,9,6,66.7,178,1,72.5,71.1,74.6,16.9,62.4,29.7,50,8.3,64,4,0,0,1,1,146.8,0,0,2015,10
Amari Cooper,9437,WR,1,OAK,9,5,55.6,79,0,71.2,70.2,73.4,68.0,,15.8,7,1.4,38,3,0,1,0,0,45.4,0,0,2015,10
Michael Floyd,7019,WR,1,ARZ,9,7,77.8,113,2,86.3,89.6,54.5,70.1,,16.1,5,0.7,35,5,1,1,0,0,118.8,1,0,2015,10
Jimmy Graham,5619,TE,1,SEA,8,3,37.5,41,0,44.2,47.4,28.0,65.8,16.8,13.7,20,6.7,30,2,2,0,0,0,54.7,1,0,2015,10
Giovani Bernard,7818,HB,1,CIN,8,5,62.5,43,0,66.6,58.1,47.8,74.0,46.9,8.6,42,8.4,15,3,1,0,0,2,76.6,0,0,2015,10
Jeremy Langford,9539,HB,1,CHI,8,7,87.5,109,1,67.5,83.9,75.6,78.1,79.0,15.6,102,14.6,83,3,0,0,0,1,158.3,0,0,2015,10
Travis Kelce,7844,TE,1,KC,8,5,62.5,36,0,50.8,52.9,46.3,68.0,73.0,7.2,13,2.6,9,1,1,0,0,1,72.9,0,0,2015,10
Andrew Hawkins,6125,WR,1,CLV,8,7,87.5,69,0,63.6,63.5,75.6,17.7,,9.9,36,5.1,16,3,0,1,1,1,63.0,0,0,2015,10
Dwayne Harris,6328,WR,1,NYG,8,6,75.0,82,1,81.7,80.1,74.6,75.0,,13.7,25,4.2,30,6,0,0,0,1,146.9,0,0,2015,10
Marvin Jones Jr.,7158,WR,1,CIN,8,4,50.0,44,0,57.8,60.2,72.1,68.3,,11.0,30,7.5,16,2,0,1,0,0,27.1,1,0,2015,10
Calvin Johnson,3618,WR,1,DET,8,6,75.0,81,0,78.4,77.2,74.6,68.8,,13.5,8,1.3,19,5,0,0,0,0,106.8,0,0,2015,10
DeMarco Murray,6223,HB,1,PHI,8,6,75.0,58,0,58.0,65.8,52.1,79.0,73.2,9.7,57,9.5,20,2,1,0,0,4,94.8,0,0,2015,10
Greg Olsen,3647,TE,1,CAR,8,8,100.0,80,0,88.0,90.7,76.5,70.1,79.0,10.0,18,2.3,20,5,0,0,0,0,108.3,0,0,2015,10
Brandin Cooks,8655,WR,1,NO,8,5,62.5,98,2,70.9,68.7,45.8,69.1,,19.6,31,6.2,60,4,1,0,0,0,144.8,0,0,2015,10
Gary Barnidge,4455,TE,1,CLV,8,6,75.0,65,1,60.2,59.9,49.7,68.8,70.4,10.8,16,2.7,18,4,1,0,0,0,138.0,0,0,2015,10
Eric Ebron,8645,TE,1,DET,8,4,50.0,28,0,52.7,52.6,28.6,67.0,,7.0,10,2.5,13,1,2,0,0,1,58.3,0,0,2015,10
Will Tye,10070,TE,1,NYG,7,5,71.4,56,0,58.7,63.8,45.8,68.0,74.3,11.2,27,5.4,31,2,1,0,0,1,94.9,0,0,2015,10
Mychal Rivera,7965,TE,1,OAK,7,6,85.7,46,0,41.7,35.4,74.6,16.9,76.7,7.7,35,5.8,17,2,0,0,1,0,94.0,0,0,2015,10
A.J. Green,6156,WR,1,CIN,7,5,71.4,67,0,59.4,58.9,73.4,14.0,,13.4,18,3.6,26,4,0,0,1,0,101.5,0,0,2015,10
James Starks,5716,HB,1,GB,7,6,85.7,54,0,58.1,63.3,74.6,76.6,89.3,9.0,69,11.5,19,2,0,0,0,1,98.8,0,0,2015,10
Brian Quick,7037,WR,1,SL,7,1,14.3,37,0,66.2,65.2,64.7,61.2,,37.0,29,29.0,37,1,0,0,0,0,49.1,0,0,2015,10
Chris Givens,7096,WR,1,BLT,7,4,57.1,37,1,66.4,65.7,72.1,67.0,,9.3,19,4.8,14,2,0,1,0,0,71.7,0,0,2015,10
Sammy Watkins,8639,WR,1,BUF,7,3,42.9,14,0,58.9,58.3,28.6,67.0,,4.7,3,1.0,6,2,2,0,0,0,50.3,0,0,2015,10
Tyler Eifert,7802,TE,1,CIN,7,3,42.9,26,0,36.7,33.9,26.5,65.8,77.2,8.7,10,3.3,14,1,3,0,0,0,53.3,1,0,2015,10
Allen Hurns,8931,WR,1,JAX,7,5,71.4,62,1,75.5,75.9,73.4,68.0,66.9,12.4,13,2.6,21,5,0,1,0,0,98.5,0,0,2015,10
Rob Gronkowski,5567,TE,1,NE,7,5,71.4,113,1,72.1,68.8,74.6,68.8,19.8,22.6,55,11.0,76,3,0,0,0,1,153.3,1,0,2015,10
Darren Sproles,2347,HB,1,PHI,6,5,83.3,34,0,65.7,74.2,74.6,77.4,,6.8,27,5.4,10,1,0,0,0,1,90.3,0,0,2015,10
Lamar Miller,7097,HB,1,MIA,6,6,100.0,50,1,66.6,78.7,74.6,77.2,80.2,8.3,36,6.0,35,3,0,0,0,0,141.0,0,0,2015,10
Justin Perillo,9248,TE,1,GB,6,5,83.3,58,1,88.3,85.2,73.4,68.0,,11.6,13,2.6,24,3,0,0,0,0,146.5,0,0,2015,10
Wes Welker,2204,WR,1,SL,6,3,50.0,32,0,65.7,64.7,70.5,65.8,,10.7,15,5.0,14,1,0,1,0,0,26.4,0,0,2015,10
