player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,3,60.0,,,,,75.5,0,0,0,0,0,2017,15
Phil Dawson,422,K,1,ARZ,0,5,0,0,0,6,60.0,60.0,,,,70.3,0,0,0,0,0,2017,15
Shane Lechler,673,P,1,HST,0,0,0,11,0,1,40.9,,,59.3,,,1,0,0,0,0,2017,15
Julius Peppers,1010,ED,1,CAR,0,0,1,0,4,0,59.8,,,,,,0,0,0,0,0,2017,15
Dwight Freeney,1019,ED,1,DET,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2017,15
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,68.6,0,0,0,0,0,2017,15
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,4,60.4,,,,,,0,0,0,0,0,2017,15
Karlos Dansby,1754,LB,1,ARZ,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2017,15
Andy Lee,1906,P,1,ARZ,0,0,0,5,0,6,60.8,,,58.1,,,0,0,0,0,0,2017,15
Donnie Jones,1939,P,1,PHI,0,0,0,4,0,6,60.7,,,50.2,,,0,0,0,0,0,2017,15
Mike Adams,1972,S,1,CAR,0,0,1,0,3,0,60.3,,,,,,0,0,0,0,0,2017,15
Don Muhlbach,2130,LS,1,DET,0,0,0,4,0,4,64.2,,,,,,0,0,0,0,0,2017,15
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2017,15
Mike Nugent,2264,K,1,CHI,0,3,0,0,0,2,60.0,60.0,,,,63.6,0,0,0,0,0,2017,15
