player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Cooper Kupp,11824,WR,1,LA,16,9,56.3,117,1,77.7,74.5,56.7,70.6,,13.0,49,5.4,26,6,1,0,0,0,100.3,0,0,2019,5
Will Fuller V,10655,WR,1,HST,16,14,87.5,217,3,91.5,90.9,64.7,21.9,,15.5,113,8.1,44,6,1,0,1,0,158.3,0,0,2019,5
Austin Ekeler,12164,HB,1,LAC,15,15,100.0,86,0,70.9,83.3,81.1,74.7,15.9,5.7,93,6.2,17,6,0,0,1,0,90.6,0,0,2019,5
Amari Cooper,9437,WR,1,DAL,14,11,78.6,226,1,91.2,90.7,60.2,71.5,,20.5,63,5.7,53,7,1,1,0,3,112.8,0,0,2019,5
Tyler Boyd,10689,WR,1,CIN,14,10,71.4,123,1,73.4,71.2,78.0,72.2,,12.3,53,5.3,42,5,0,0,0,0,122.0,0,0,2019,5
Michael Gallup,26075,WR,1,DAL,13,7,53.8,113,1,73.4,72.2,32.2,69.5,,16.1,27,3.9,40,5,2,1,0,1,76.8,0,0,2019,5
Michael Thomas,10681,WR,1,NO,12,11,91.7,182,2,90.7,90.6,60.6,71.5,,16.5,57,5.2,42,9,1,0,0,2,158.3,0,0,2019,5
D.J. Chark Jr.,47702,WR,1,JAX,11,8,72.7,164,2,90.0,89.8,77.3,70.6,,20.5,54,6.8,37,7,0,0,0,2,154.4,2,0,2019,5
Mike Williams,11762,WR,1,LAC,11,6,54.5,74,0,54.6,55.2,29.8,68.8,,12.3,10,1.7,20,4,1,2,0,1,36.0,0,0,2019,5
Evan Engram,11778,TE,1,NYG,11,6,54.5,42,0,47.4,53.4,75.6,71.1,70.9,7.0,29,4.8,14,2,0,0,0,0,63.4,1,0,2019,5
Gerald Everett,11799,TE,1,LA,10,7,70.0,136,0,90.1,90.5,52.1,69.5,72.5,19.4,68,9.7,32,5,1,1,0,5,72.9,0,0,2019,5
Travis Kelce,7844,TE,1,KC,10,4,40.0,70,0,56.4,59.0,72.1,67.0,39.0,17.5,20,5.0,24,4,0,0,0,0,64.6,2,1,2019,5
Dede Westbrook,11865,WR,1,JAX,10,7,70.0,82,0,68.6,67.6,75.6,73.9,,11.7,45,6.4,30,4,0,0,0,1,94.6,0,0,2019,5
Adam Thielen,8288,WR,1,MIN,9,7,77.8,130,2,92.4,92.8,75.6,69.5,,18.6,50,7.1,44,7,0,0,0,1,158.3,0,0,2019,5
Chris Godwin,11839,WR,1,TB,9,7,77.8,125,2,90.8,90.5,52.1,69.5,,17.9,33,4.7,26,7,1,0,0,2,158.3,0,0,2019,5
Le'Veon Bell,7829,HB,1,NYJ,9,7,77.8,45,0,66.2,76.5,75.6,76.8,84.6,6.4,56,8.0,14,3,0,1,0,3,47.9,0,0,2019,5
Robert Woods,7822,WR,1,LA,9,5,55.6,48,0,60.5,62.9,73.4,68.0,,9.6,23,4.6,17,2,0,0,0,1,70.6,0,0,2019,5
Demaryius Thomas,5547,WR,1,NYJ,9,4,44.4,47,0,51.6,59.1,28.6,67.0,,11.8,26,6.5,16,2,2,1,0,0,21.3,2,1,2019,5
Julian Edelman,5156,WR,1,NE,9,8,88.9,110,1,80.4,80.7,54.5,70.1,,13.8,36,4.5,31,5,1,0,0,1,154.6,1,0,2019,5
Sterling Shepard,10674,WR,1,NYG,9,5,55.6,49,0,65.6,64.8,73.4,69.1,,9.8,19,3.8,18,3,0,0,0,0,71.1,0,0,2019,5
Allen Robinson II,8696,WR,1,CHI,9,7,77.8,97,2,85.0,84.5,75.6,69.5,,13.9,6,0.9,32,6,0,1,0,0,111.6,1,1,2019,5
Byron Pringle,42345,WR,1,KC,8,6,75.0,103,1,67.7,66.8,49.2,68.8,,17.2,29,4.8,28,4,1,0,0,2,156.3,0,0,2019,5
James White,8765,HB,1,NE,8,6,75.0,46,0,72.5,78.4,74.6,73.1,25.3,7.7,15,2.5,21,3,0,1,0,1,49.0,0,0,2019,5
Larry Fitzgerald,1724,WR,1,ARZ,8,6,75.0,58,0,75.4,75.5,75.6,70.1,,9.7,25,4.2,17,3,0,0,0,0,94.8,1,0,2019,5
Austin Hooper,10715,TE,1,ATL,8,6,75.0,56,0,75.7,71.1,75.6,69.5,72.6,9.3,26,4.3,18,3,0,1,0,1,54.2,0,0,2019,5
George Kittle,11901,TE,1,SF,8,6,75.0,70,1,82.3,79.8,74.6,69.8,74.3,11.7,32,5.3,22,4,0,0,0,1,140.6,0,0,2019,5
DeAndre Hopkins,7808,WR,1,HST,8,7,87.5,88,0,82.1,79.5,75.6,69.5,,12.6,36,5.1,29,5,0,0,0,2,112.5,0,0,2019,5
D.J. Moore,48267,WR,1,CAR,8,6,75.0,91,0,71.3,69.4,52.5,69.5,,15.2,16,2.7,52,4,1,0,0,0,112.0,0,0,2019,5
Josh Gordon,7618,WR,1,NE,8,5,62.5,59,0,63.7,62.8,73.4,68.0,,11.8,25,5.0,24,2,0,0,0,1,84.9,0,0,2019,5
Calvin Ridley,48262,WR,1,ATL,8,5,62.5,88,1,69.4,68.5,73.4,68.0,,17.6,10,2.0,29,4,0,0,0,0,139.6,0,0,2019,5
Aaron Jones,11937,HB,1,GB,8,7,87.5,75,0,88.6,90.3,75.6,77.9,82.8,10.7,85,12.1,22,3,0,0,0,2,105.7,0,0,2019,5
Christian McCaffrey,11763,HB,1,CAR,7,6,85.7,61,1,92.6,94.0,74.6,77.9,84.0,10.2,69,11.5,18,4,0,0,0,5,142.6,0,0,2019,5
Terry McLaurin,48229,WR,1,WAS,7,3,42.9,51,0,68.2,70.4,70.5,65.8,,17.0,9,3.0,22,3,0,0,0,1,68.2,1,0,2019,5
Tarik Cohen,11874,HB,1,CHI,7,6,85.7,39,0,57.7,61.2,74.6,74.2,74.6,6.5,46,7.7,12,1,0,0,0,1,89.9,0,0,2019,5
Mark Andrews,47436,TE,1,BLT,7,5,71.4,45,0,79.2,73.8,74.6,68.8,64.9,9.0,25,5.0,24,2,0,1,0,1,48.8,1,1,2019,5
Diontae Johnson,33441,WR,1,PIT,7,5,71.4,27,0,50.1,50.0,73.4,16.0,,5.4,6,1.2,13,0,0,0,1,0,77.7,1,0,2019,5
JuJu Smith-Schuster,11817,WR,1,PIT,7,7,100.0,75,1,66.6,65.9,75.6,17.7,,10.7,26,3.7,35,3,0,0,1,1,150.9,0,0,2019,5
Alvin Kamara,11822,HB,1,NO,7,6,85.7,42,0,65.6,57.1,49.2,77.4,81.1,7.0,52,8.7,15,3,1,1,0,1,52.1,0,0,2019,5
KeeSean Johnson,39587,WR,1,ARZ,7,3,42.9,22,0,53.5,51.6,28.1,67.4,,7.3,16,5.3,9,3,2,0,0,1,50.9,0,0,2019,5
Anthony Miller,48160,WR,1,CHI,7,4,57.1,52,0,66.0,65.8,45.8,68.0,,13.0,19,4.8,32,2,1,1,0,0,41.1,1,0,2019,5
Zach Ertz,7816,TE,1,PHI,6,5,83.3,57,1,72.1,74.0,74.6,68.8,,11.4,5,1.0,21,2,0,0,0,0,145.8,0,0,2019,5
