player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,CAR,35,26,9,0,54.7,56.0,24.0,55.4,,2,0,1,1,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Dwight Freeney,1019,ED,1,DET,30,24,6,0,54.6,58.9,,54.2,,2,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
James Harrison,1251,ED,1,NE,27,11,10,6,89.6,64.3,74.7,84.1,78.5,4,2,0,2,0,1,1,0,3,1,2,1,2,2.0,0,2.0,0,0,0,56.3,0,0,2017,17
Terence Newman,1321,CB,1,MIN,30,1,3,26,75.2,62.1,71.6,59.1,75.7,0,0,0,0,0,1,0,0,1,0,3,1,6,6.0,1,6.0,0,0,0,42.4,0,0,2017,17
Terrell Suggs,1326,ED,1,BLT,71,44,27,0,79.3,73.3,42.9,66.4,60.0,5,0,0,5,0,3,0,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Karlos Dansby,1754,LB,1,ARZ,51,2,20,29,73.4,56.5,54.3,73.2,74.7,0,0,0,0,0,5,2,1,4,0,3,2,17,8.5,20,9.0,0,0,0,81.3,0,0,2017,17
Mike Adams,1972,S,1,CAR,72,3,24,45,70.6,39.8,43.9,56.1,77.4,1,0,0,1,0,3,0,1,0,1,1,1,26,26.0,31,26.0,0,0,2,118.8,0,0,2017,17
Thomas Davis Sr.,2231,LB,1,CAR,72,8,24,40,54.0,69.2,81.8,52.2,48.3,0,0,0,0,0,9,0,0,5,0,9,9,103,11.4,58,24.0,1,0,0,151.4,0,0,2017,17
Lorenzo Alexander,2476,ED,1,BUF,27,17,4,6,65.9,60.6,,61.8,63.9,3,0,2,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Ahmad Brooks,2945,ED,1,GB,19,11,8,0,53.3,75.4,69.9,50.3,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0,2017,17
Johnathan Joseph,2969,CB,1,HST,47,0,19,28,60.7,63.7,75.1,,65.9,0,0,0,0,0,1,1,0,1,0,5,2,5,2.5,5,3.0,0,0,0,47.9,1,1,2017,17
Frostee Rucker,3036,DI,1,ARZ,34,23,11,0,74.7,79.8,70.1,56.4,,1,0,0,1,0,3,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Domata Peko Sr.,3068,DI,1,DEN,24,15,9,0,66.6,70.5,,53.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Elvis Dumervil,3071,ED,1,SF,25,22,3,0,68.8,61.1,72.3,65.9,,2,1,0,1,0,1,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Kyle Williams,3079,DI,1,BUF,50,37,13,0,63.5,61.6,69.6,70.5,57.0,5,0,1,4,0,2,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Tom Johnson,3378,DI,1,MIN,40,31,9,0,73.3,74.7,69.8,50.5,65.3,0,0,0,0,0,3,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Tony McDaniel,3423,DI,1,NO,22,12,10,0,78.0,75.2,69.8,63.0,,0,0,0,0,0,2,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Tramon Williams,3558,CB,1,ARZ,57,0,20,37,72.8,64.9,72.8,,72.9,0,0,0,0,0,1,0,0,0,0,2,1,21,21.0,7,21.0,0,0,1,87.5,0,0,2017,17
Brent Grimes,3589,CB,1,TB,58,0,26,32,74.4,69.0,78.1,,73.5,0,0,0,0,0,2,1,0,0,0,4,1,9,9.0,3,9.0,0,0,1,39.6,0,0,2017,17
Darrelle Revis,3630,CB,1,KC,28,0,10,18,63.2,66.7,76.5,,60.6,0,0,0,0,0,3,0,0,0,0,2,2,31,15.5,4,22.0,0,0,0,118.8,0,0,2017,17
Lawrence Timmons,3631,LB,1,MIA,45,7,27,11,49.6,53.3,37.7,53.3,53.4,1,0,0,1,0,6,0,2,4,0,3,3,40,13.3,29,18.0,0,0,0,118.8,0,0,2017,17
Leon Hall,3634,CB,1,SF,13,0,3,10,61.7,54.5,73.0,,64.7,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,17
Reggie Nelson,3637,S,1,OAK,70,1,29,40,70.1,64.3,42.5,59.1,67.9,0,0,0,0,0,4,2,3,2,1,2,1,2,2.0,1,2.0,0,0,0,56.3,0,0,2017,17
