player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,5,60.0,,,,,64.9,0,0,0,0,0,2016,9
Phil Dawson,422,K,1,SF,0,0,0,0,0,5,60.0,,,,,74.0,0,0,0,0,0,2016,9
Sebastian Janikowski,595,K,1,OAK,0,7,0,0,0,7,60.0,58.7,,,,54.3,0,0,0,0,0,2016,9
Julius Peppers,1010,ED,1,GB,0,0,0,0,5,5,59.9,,,,,,0,0,0,0,0,2016,9
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,7,60.0,,,,,70.9,0,0,0,0,0,2016,9
James Harrison,1251,ED,1,PIT,0,0,0,0,2,0,60.1,,,,,,0,0,0,0,0,2016,9
Terence Newman,1321,CB,1,MIN,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2016,9
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2016,9
Jon Dorenbos,1600,LS,1,PHI,0,0,0,3,0,6,64.5,,,,,,0,0,0,0,0,2016,9
Daryl Smith,1760,LB,1,TB,0,0,0,0,7,0,60.3,,,,,,0,0,0,0,0,2016,9
Andy Lee,1906,P,1,CAR,0,0,0,6,0,4,60.6,,,54.3,,,0,0,0,0,0,2016,9
Donnie Jones,1939,P,1,PHI,0,0,0,3,0,6,67.3,,,56.5,,,0,0,0,0,0,2016,9
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,4,54.7,,,,,,0,0,0,0,0,2016,9
Thomas Davis Sr.,2231,LB,1,CAR,1,0,0,0,3,0,59.7,,,,,,0,0,0,0,0,2016,9
Derrick Johnson,2232,LB,1,KC,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2016,9
Jonathan Babineaux,2276,DI,1,ATL,0,0,0,0,0,7,60.8,,,,,,0,0,0,0,0,2016,9
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2016,9
Dustin Colquitt,2316,P,1,KC,0,0,0,7,0,5,60.7,,,66.5,,,0,0,0,0,0,2016,9
Darren Sproles,2347,HB,1,PHI,0,0,7,0,0,0,60.2,,,,69.2,,0,0,0,0,0,2016,9
Joe Berger,2424,C,1,MIN,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2016,9
Lorenzo Alexander,2476,ED,1,BUF,0,0,0,0,5,0,60.5,,,,,,0,0,0,0,0,2016,9
Jon Condo,2539,LS,1,OAK,0,0,0,4,0,7,65.1,,,,,,0,0,0,0,0,2016,9
John Denney,2561,LS,1,MIA,0,0,0,3,0,6,64.5,,,,,,0,0,0,0,0,2016,9
Robbie Gould,2607,K,1,NYG,0,5,0,0,0,4,60.0,60.0,,,,64.5,0,0,0,0,0,2016,9
John Kuhn,2686,FB,1,NO,6,2,0,0,0,0,53.0,,,,,,0,0,0,0,1,2016,9
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,2,0,5,63.9,,,,,,0,0,0,0,0,2016,9
Greg Warren,2831,LS,1,PIT,0,0,0,10,0,2,61.6,,,,,,0,0,0,0,0,2016,9
Ahmad Brooks,2945,ED,1,SF,0,0,0,0,8,0,30.0,,,,,,1,0,0,0,0,2016,9
Reggie Bush,2947,HB,1,BUF,6,0,4,0,0,0,60.2,,61.6,,61.9,,0,0,0,0,0,2016,9
Haloti Ngata,2957,DI,1,DET,0,0,0,0,3,0,59.3,,,,,,0,0,0,0,0,2016,9
Chad Greenway,2962,LB,1,MIN,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2016,9
Marcedes Lewis,2973,TE,1,JAX,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2016,9
D'Qwell Jackson,2979,LB,1,IND,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2016,9
Roman Harper,2988,S,1,NO,6,5,0,0,0,0,76.5,,,,,,0,0,0,1,0,2016,9
Kellen Clemens,2994,QB,1,SD,0,0,0,0,0,8,60.8,,,,,,0,0,0,0,0,2016,9
Anthony Fasano,2998,TE,1,TEN,0,0,0,0,0,5,60.3,,,,,,0,0,0,0,0,2016,9
Chris Chester,3001,G,1,ATL,0,0,0,0,0,7,61.5,,,,,,0,0,0,0,0,2016,9
