player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,2,60.0,,,,,62.3,0,0,0,0,0,2016,8
Sebastian Janikowski,595,K,1,OAK,0,5,0,0,0,6,60.0,60.0,,,,43.3,0,0,0,0,0,2016,8
Shane Lechler,673,P,1,HST,0,0,0,4,0,4,60.5,,,69.2,,,0,0,0,0,0,2016,8
Julius Peppers,1010,ED,1,GB,0,0,0,0,5,4,59.9,,,,,,0,0,0,0,0,2016,8
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,74.4,0,0,0,0,0,2016,8
Andre Johnson,1319,WR,1,TEN,2,0,0,0,0,0,59.5,,,,,,0,0,0,0,0,2016,8
Terence Newman,1321,CB,1,MIN,0,0,0,0,4,0,60.5,,,,,,0,0,0,0,0,2016,8
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2016,8
Jon Dorenbos,1600,LS,1,PHI,0,0,0,7,0,5,65.2,,,,,,0,0,0,0,0,2016,8
Cullen Jenkins,1637,DI,1,WAS,0,0,0,0,5,0,60.1,,,,,,0,0,0,0,0,2016,8
Vince Wilfork,1742,DI,1,HST,0,0,0,0,2,0,59.4,,,,,,0,0,0,0,0,2016,8
Karlos Dansby,1754,LB,1,CIN,0,0,0,0,7,0,60.5,,,,,,0,0,0,0,0,2016,8
Daryl Smith,1760,LB,1,TB,0,0,0,0,6,0,60.3,,,,,,0,0,0,0,0,2016,8
Antonio Smith,1856,DI,1,HST,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2016,8
Andy Lee,1906,P,1,CAR,0,0,0,3,0,6,60.7,,,66.8,,,0,0,0,0,0,2016,8
Donnie Jones,1939,P,1,PHI,0,0,0,7,0,5,60.7,,,64.6,,,0,0,0,0,0,2016,8
Mike Adams,1972,S,1,IND,0,0,1,0,5,0,60.4,,,,,,0,0,0,0,0,2016,8
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,4,64.5,,,,,,0,0,0,0,0,2016,8
Adam Jones,2223,CB,1,CIN,0,0,2,0,0,0,60.0,,,,38.0,,0,0,0,0,0,2016,8
Thomas Davis Sr.,2231,LB,1,CAR,1,0,0,0,2,0,59.5,,,,,,0,0,0,0,0,2016,8
Mike Nugent,2264,K,1,CIN,0,6,0,0,0,5,60.0,60.0,,,,37.1,0,0,0,0,0,2016,8
Jonathan Babineaux,2276,DI,1,ATL,0,0,0,0,4,5,60.3,,,,,,0,0,0,0,0,2016,8
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2016,8
Dustin Colquitt,2316,P,1,KC,0,0,0,6,0,7,60.9,,,69.9,,,0,0,0,0,0,2016,8
Darren Sproles,2347,HB,1,PHI,0,0,5,0,0,0,60.0,,,,61.3,,0,0,0,0,0,2016,8
Joe Berger,2424,C,1,MIN,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2016,8
Lorenzo Alexander,2476,ED,1,BUF,0,1,0,2,2,0,59.9,,,,,,0,0,0,0,0,2016,8
Jon Condo,2539,LS,1,OAK,0,0,0,6,0,6,72.9,,,,,,0,0,0,0,0,2016,8
John Kuhn,2686,FB,1,NO,5,0,0,0,0,0,58.2,,,,,,0,0,0,0,0,2016,8
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,5,0,5,60.6,,,,,,0,0,0,0,0,2016,8
Nick Novak,2726,K,1,HST,0,5,0,0,0,4,60.0,60.0,,,,64.7,0,0,0,0,0,2016,8
Reggie Bush,2947,HB,1,BUF,7,0,0,0,0,0,59.6,,63.5,,,,0,0,0,0,0,2016,8
Chad Greenway,2962,LB,1,MIN,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2016,8
Marcedes Lewis,2973,TE,1,JAX,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2016,8
D'Qwell Jackson,2979,LB,1,IND,0,0,0,0,7,0,60.5,,,,,,0,0,0,0,0,2016,8
Roman Harper,2988,S,1,NO,5,7,0,0,0,0,61.3,,,,,,0,0,0,0,0,2016,8
Kellen Clemens,2994,QB,1,SD,0,0,0,0,0,3,60.0,,,,,,0,0,0,0,0,2016,8
Anthony Fasano,2998,TE,1,TEN,2,0,0,0,0,7,60.4,,,,,,0,0,0,0,0,2016,8
Andrew Whitworth,3000,T,1,CIN,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2016,8
Chris Chester,3001,G,1,ATL,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2016,8
