player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
DeMarco Murray,6223,HB,1,DAL,29,28,115,4.1,1,54.7,50.3,32.0,60.0,54,1.93,25,4,5,0,0,0,2014,6
Branden Oliver,9286,HB,1,SD,30,26,101,3.9,1,60.6,57.1,79.7,60.0,70,2.69,12,4,4,0,0,0,2014,6
Ben Tate,5583,HB,1,CLV,26,25,78,3.1,2,49.2,53.3,78.6,60.0,38,1.52,12,5,3,0,0,0,2014,6
Ronnie Hillman,7069,HB,1,DEN,25,24,107,4.5,0,43.7,40.2,28.2,60.0,36,1.5,33,5,1,1,0,0,2014,6
LeSean McCoy,4976,HB,1,PHI,23,22,149,6.8,0,71.6,70.2,77.9,60.0,69,3.14,28,8,5,0,0,0,2014,6
Arian Foster,5398,HB,1,HST,20,20,109,5.5,2,80.2,81.7,77.6,,54,2.7,34,4,6,0,0,0,2014,6
Andre Ellington,7968,HB,1,ARZ,20,19,67,3.5,0,57.0,53.7,77.8,60.0,16,0.84,18,2,2,0,0,0,2014,6
Giovani Bernard,7818,HB,1,CIN,21,18,137,7.6,1,60.7,63.7,77.5,60.0,112,6.22,89,3,2,0,1,0,2014,6
Le'Veon Bell,7829,HB,1,PIT,21,18,82,4.6,0,71.9,71.6,77.5,59.9,43,2.39,12,4,2,0,0,0,2014,6
Joique Bell,5797,HB,1,DET,19,18,74,4.1,1,66.8,70.7,77.1,60.0,46,2.56,13,4,3,0,1,0,2014,6
Bishop Sankey,8689,HB,1,TEN,19,18,61,3.4,0,54.7,53.5,76.7,60.0,34,1.89,22,2,3,0,0,0,2014,6
Cam Newton,6153,QB,1,CAR,32,15,107,6.3,1,78.1,75.3,82.8,60.0,28,1.65,12,8,2,0,0,0,2014,6
Matt Forte,4358,HB,1,CHI,23,17,80,4.7,2,72.9,69.0,78.0,60.0,34,2.0,12,5,1,0,0,0,2014,6
Andre Williams,8748,HB,1,NYG,16,16,58,3.6,0,61.6,61.4,76.2,,43,2.69,17,1,3,0,0,0,2014,6
