player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,70,0,24,46,62.1,49.0,49.4,,65.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,0.0,0.0,79.2,0,0,2015,15
Julius Peppers,1010,ED,1,GB,50,33,15,2,58.3,34.5,73.8,73.3,59.6,5.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,15
Dwight Freeney,1019,ED,1,ARZ,21,18,3,0,58.1,52.7,,62.5,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,15
James Harrison,1251,ED,1,PIT,42,21,14,7,78.3,65.1,70.5,76.1,64.5,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,9.0,3.0,9.0,0.0,0.0,0.0,104.2,0,0,2015,15
Terence Newman,1321,CB,1,MIN,59,0,23,36,60.7,42.6,41.0,,66.2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,6.0,6.0,44.0,7.3,16.0,10.0,1.0,0.0,0.0,136.8,0,0,2015,15
Kevin Williams,1325,DI,1,NO,28,15,13,0,56.7,59.3,66.8,53.7,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,15
Calvin Pace,1334,ED,1,NYJ,27,9,14,4,37.1,62.9,71.9,61.6,39.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,23.0,11.5,1.0,14.0,0.0,0.0,0.0,114.6,1,0,2015,15
Charles Tillman,1351,CB,1,CAR,76,0,27,49,71.5,92.2,80.4,,62.5,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,2.0,37.0,18.5,13.0,27.0,1.0,1.0,0.0,109.0,0,0,2015,15
Robert Mathis,1447,ED,1,IND,46,25,20,1,93.9,67.0,72.0,67.3,96.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2015,15
Chris Clemons,1585,ED,1,JAX,36,23,13,0,78.7,79.3,72.0,63.9,60.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,15
Cullen Jenkins,1637,DI,1,NYG,57,38,18,1,61.4,60.6,68.8,59.1,60.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2015,15
DeAngelo Hall,1729,CB,1,WAS,46,0,16,30,29.8,59.9,70.0,,30.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,4.0,2.0,23.0,11.5,4.0,15.0,0.0,0.0,0.0,67.7,0,0,2015,15
Vince Wilfork,1742,DI,1,HST,42,26,16,0,71.1,76.5,69.5,54.9,,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,15
Karlos Dansby,1754,LB,1,CLV,73,8,35,30,68.5,64.1,80.7,74.4,62.0,4.0,0.0,3.0,1.0,0.0,7.0,1.0,0.0,2.0,0.0,3.0,2.0,16.0,8.0,1.0,11.0,0.0,0.0,0.0,79.9,0,0,2015,15
Daryl Smith,1760,LB,1,BLT,51,2,25,24,48.1,59.5,56.8,56.2,47.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,0.0,3.0,3.0,43.0,14.3,13.0,29.0,0.0,0.0,0.0,118.8,0,0,2015,15
Dwan Edwards,1772,DI,1,CAR,32,21,11,0,56.3,52.1,,54.8,61.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,15
