player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,35.8,0,0,0,0,0,2018,7
Phil Dawson,422,K,1,ARZ,0,3,0,0,0,2,60.0,60.0,,,,64.2,0,0,0,0,0,2018,7
Julius Peppers,1010,ED,1,CAR,0,0,0,0,4,0,59.9,,,,,,0,0,0,0,0,2018,7
Benjamin Watson,1753,TE,1,NO,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2018,7
Andy Lee,1906,P,1,ARZ,0,0,0,6,0,2,60.3,,,69.9,,,0,0,0,0,0,2018,7
Donnie Jones,1939,,1,LAC,0,0,0,3,0,4,60.4,,,63.0,,,0,0,0,0,0,2018,7
Mike Adams,1972,S,1,CAR,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2018,7
Don Muhlbach,2130,LS,1,DET,0,0,0,1,0,6,63.9,,,,,,0,0,0,0,0,2018,7
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,4,0,60.0,,,,,,0,0,0,0,0,2018,7
Dustin Colquitt,2316,P,1,KC,0,0,0,0,0,8,60.8,,,,,,0,0,0,0,0,2018,7
Lorenzo Alexander,2476,LB,1,BUF,0,0,0,4,6,0,59.4,,,,,,0,0,0,0,0,2018,7
John Denney,2561,LS,1,MIA,0,0,0,4,0,4,59.6,,,,,,0,0,0,0,0,2018,7
Robbie Gould,2607,K,1,SF,0,0,0,0,0,2,60.0,,,,,66.9,0,0,0,0,0,2018,7
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,5,0,4,55.8,,,,,,1,0,0,0,0,2018,7
Johnathan Joseph,2969,CB,1,HST,0,0,1,0,1,0,60.2,,,,,,0,0,0,0,0,2018,7
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,7,61.0,,,,,,0,0,0,0,0,2018,7
Stephen Gostkowski,3063,K,1,NE,0,7,0,0,0,6,60.1,61.4,,,,65.7,1,0,0,0,0,2018,7
Domata Peko Sr.,3068,DI,1,DEN,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2018,7
Kyle Williams,3079,DI,1,BUF,0,0,0,0,6,0,58.8,,,,,,0,0,0,0,0,2018,7
Sam Koch,3148,P,1,BLT,0,0,0,3,0,4,60.4,,,62.8,,,0,0,0,0,0,2018,7
Tom Johnson,3378,DI,1,MIN,0,0,0,0,2,0,59.4,,,,,,0,0,0,0,0,2018,7
Matt Prater,3471,K,1,DET,0,0,0,0,0,6,60.0,,,,,69.3,0,0,0,0,0,2018,7
Joe Staley,3644,T,1,SF,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0,2018,7
Zak DeOssie,3732,LS,1,NYG,0,0,0,4,0,2,28.4,,,,,,0,0,0,0,0,2018,7
Clark Harris,3859,LS,1,CIN,0,0,0,5,0,2,63.9,,,,,,0,0,0,0,0,2018,7
Calais Campbell,4364,ED,1,JAX,0,0,2,0,4,1,59.8,,,,,,0,0,0,0,0,2018,7
John Greco,4379,C,1,NYG,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0,2018,7
Matthew Slater,4467,WR,1,NE,6,7,5,4,0,0,79.2,,,,,,0,0,1,1,0,2018,7
Brett Kern,4580,P,1,TEN,0,0,0,2,0,4,60.3,,,58.3,,,0,0,0,0,0,2018,7
Wesley Woodyard,4583,LB,1,TEN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,7
Chris Clark,4623,T,1,CAR,0,0,0,0,0,2,60.2,,,,,,0,0,0,0,0,2018,7
Stephen Hauschka,4655,K,1,BUF,0,2,0,0,0,1,60.0,60.0,,,,60.4,0,0,0,0,0,2018,7
J.J. Jansen,4712,LS,1,CAR,0,0,0,5,0,2,63.9,,,,,,0,0,0,0,0,2018,7
Andre Smith,4929,T,1,ARZ,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2018,7
Brian Orakpo,4936,ED,1,TEN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,7
Malcolm Jenkins,4937,S,1,PHI,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2018,7
Patrick Chung,4957,S,1,NE,2,7,0,0,5,0,60.3,,,,,,0,0,0,0,0,2018,7
Max Unger,4972,C,1,NO,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2018,7
Michael Johnson,4993,ED,1,CIN,0,0,0,0,8,0,59.5,,,,,,0,0,0,0,0,2018,7
Glover Quin,5035,S,1,DET,0,0,1,0,4,0,60.1,,,,,,0,0,0,0,0,2018,7
Kevin Huber,5066,P,1,CIN,0,0,0,5,0,2,60.2,,,65.1,,,0,0,0,0,0,2018,7
Thomas Morstead,5088,P,1,NO,0,1,0,2,0,4,60.4,60.0,,59.2,,,0,0,0,0,0,2018,7
Jason McCourty,5127,CB,1,NE,0,1,4,0,5,0,60.8,,,,,,0,0,0,0,0,2018,7
Julian Edelman,5156,WR,1,NE,0,0,5,0,0,0,60.0,,,,54.0,,0,0,0,0,0,2018,7
Ricky Jean Francois,5168,DI,1,DET,0,0,0,0,4,0,29.5,,,,,,1,0,0,0,0,2018,7
