player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,69.2,3,3,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2018,14
Sebastian Janikowski,595,K,1,SEA,64.0,1,1,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2018,14
Matt Bryant,1223,K,1,ATL,43.3,2,3,66.7,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2018,14
Robbie Gould,2607,K,1,SF,65.2,2,2,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2018,14
Stephen Gostkowski,3063,K,1,NE,38.5,3,4,75.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,0,0,,2018,14
Matt Prater,3471,K,1,DET,66.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,14
Mason Crosby,3809,K,1,GB,72.5,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,2018,14
Stephen Hauschka,4655,K,1,BUF,62.4,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,0,1,0.0,0,1,0.0,2018,14
Ryan Succop,5180,K,1,TEN,49.1,3,4,75.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2018,14
Dan Bailey,6796,K,1,MIN,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2018,14
Randy Bullock,7154,K,1,CIN,68.7,0,0,,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2018,14
Greg Zuerlein,7163,K,1,LA,50.5,0,0,,0,0,,1,1,100.0,0,0,,0,1,0.0,1,1,100.0,2018,14
Justin Tucker,7604,K,1,BLT,64.2,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2018,14
Brandon McManus,8437,K,1,DEN,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,14
Brett Maher,8585,K,1,DAL,80.3,2,2,100.0,0,0,,2,2,100.0,0,0,,0,1,0.0,1,1,100.0,2018,14
Cairo Santos,8932,K,1,TB,33.6,2,2,100.0,0,0,,0,0,,0,0,,0,2,0.0,0,0,,2018,14
Chris Boswell,8990,K,1,PIT,29.2,3,3,100.0,0,0,,0,0,,0,1,0.0,0,1,0.0,0,0,,2018,14
Cody Parkey,9030,K,1,CHI,47.8,1,1,100.0,0,0,,0,0,,2,3,66.7,0,0,,0,0,,2018,14
Chandler Catanzaro,9140,K,1,CAR,64.4,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2018,14
Josh Lambo,10133,K,1,JAX,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,14
Jason Myers,10207,K,1,NYJ,67.2,3,3,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2018,14
Wil Lutz,11096,K,1,NO,64.5,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2018,14
Ka'imi Fairbairn,11161,K,1,HST,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,14
Aldrick Rosas,11331,K,1,NYG,51.8,4,5,80.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2018,14
Jake Elliott,11908,K,1,PHI,46.8,2,3,66.7,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2018,14
Zane Gonzalez,11979,K,1,ARZ,48.7,0,0,,0,0,,1,1,100.0,0,0,,0,0,,0,1,0.0,2018,14
Harrison Butker,11988,K,1,KC,42.7,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,0,1,0.0,2018,14
Greg Joseph,22842,K,1,CLV,47.3,2,3,66.7,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2018,14
Daniel Carlson,28121,K,1,OAK,66.6,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2018,14
Jason Sanders,29578,K,1,MIA,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,14
Michael Badgley,39417,K,1,LAC,82.6,2,2,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,1,1,100.0,2018,14
