player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Matthew Stafford,4924,QB,1,DET,59,52,25,48.1,312,6.0,3,3,53.5,53.0,61.3,23.8,5,7,4,0,1,62.3,2,15,2017,6
Cam Newton,6153,QB,1,CAR,57,52,28,53.8,239,4.6,1,3,53.2,50.7,68.8,82.7,2,0,6,1,2,48.5,3,13,2017,6
Trevor Siemian,9683,QB,1,DEN,55,50,29,58.0,376,7.5,1,2,58.2,55.9,70.5,38.1,4,0,2,1,1,71.7,1,15,2017,6
Josh McCown,1085,QB,1,NYJ,53,47,31,66.0,354,7.5,2,2,66.7,63.8,69.8,81.0,4,1,0,2,0,84.9,2,17,2017,6
Joe Flacco,4332,QB,1,BLT,45,41,24,58.5,180,4.4,0,2,59.3,62.8,57.9,80.1,3,0,3,2,0,48.8,1,9,2017,6
Case Keenum,7323,QB,1,MIN,39,38,24,63.2,239,6.3,1,1,51.1,48.8,66.4,79.9,0,0,0,2,1,78.7,1,13,2017,6
Tom Brady,698,QB,1,NE,38,38,20,52.6,257,6.8,2,1,80.8,79.0,60.0,79.5,0,2,4,1,0,80.7,0,13,2017,6
Kirk Cousins,7102,QB,1,WAS,39,37,25,67.6,330,8.9,2,1,64.4,61.5,68.4,79.9,1,0,1,1,0,102.3,1,18,2017,6
Jacoby Brissett,10725,QB,1,IND,41,37,21,56.8,212,5.7,1,0,60.7,63.6,48.9,79.5,1,0,2,1,2,82.3,3,13,2017,6
Kevin Hogan,10796,QB,1,CLV,45,37,20,54.1,140,3.8,1,3,30.7,30.2,63.9,30.0,4,0,0,1,0,38.1,4,10,2017,6
C.J. Beathard,11859,QB,1,SF,39,36,19,52.8,245,6.8,1,1,51.4,51.4,64.4,79.0,2,0,3,0,2,72.1,1,12,2017,6
Philip Rivers,1725,QB,1,LAC,37,36,25,69.4,268,7.4,1,0,86.5,84.8,60.0,79.0,1,1,1,2,0,100.2,0,15,2017,6
Matt Ryan,4317,QB,1,ATL,37,35,24,68.6,248,7.1,1,1,81.6,79.8,,78.9,2,2,2,0,0,86.4,0,13,2017,6
Blake Bortles,8638,QB,1,JAX,42,35,23,65.7,241,6.9,1,1,49.2,45.0,70.7,22.0,5,1,0,0,2,83.2,2,13,2017,6
Alex Smith,2218,QB,1,KC,39,34,19,55.9,246,7.2,1,0,51.0,50.6,60.4,79.6,3,2,1,2,0,88.6,2,11,2017,6
Brett Hundley,9580,QB,1,GB,38,33,18,54.5,157,4.8,1,3,57.6,56.5,58.3,78.9,4,1,0,2,1,39.6,1,11,2017,6
Jay Cutler,2956,QB,1,MIA,33,33,19,57.6,151,4.6,2,1,53.4,52.7,60.0,78.7,0,3,4,0,0,76.7,0,10,2017,6
Ryan Fitzpatrick,2467,QB,1,TB,36,32,22,68.8,290,9.1,3,2,64.6,66.4,51.1,78.9,2,0,1,1,0,102.3,2,15,2017,6
Marcus Mariota,9435,QB,1,TEN,33,32,23,71.9,306,9.6,1,1,90.5,88.3,64.7,78.9,1,0,1,1,0,99.2,0,15,2017,6
Drew Brees,802,QB,1,NO,30,30,20,66.7,186,6.2,2,2,62.3,64.2,60.0,78.0,0,1,0,1,0,77.9,0,9,2017,6
Carson Wentz,10636,QB,1,PHI,36,30,16,53.3,222,7.4,3,0,83.1,80.6,68.7,40.0,3,2,1,0,2,110.7,3,12,2017,6
Derek Carr,8671,QB,1,OAK,31,30,21,70.0,171,5.7,1,2,61.6,60.8,60.0,27.7,1,0,1,1,0,67.5,0,7,2017,6
Deshaun Watson,11767,QB,1,HST,31,29,17,58.6,225,7.8,3,1,56.3,59.0,49.7,79.1,1,1,1,1,1,103.4,1,12,2017,6
Ben Roethlisberger,1732,QB,1,PIT,26,25,17,68.0,252,10.1,1,1,75.9,74.4,60.0,77.3,1,0,0,1,0,97.4,0,10,2017,6
Carson Palmer,1317,QB,1,ARZ,24,22,18,81.8,283,12.9,3,1,71.0,75.1,42.8,27.4,2,0,0,0,0,139.4,0,14,2017,6
Jared Goff,10635,QB,1,LA,26,21,11,52.4,124,5.9,1,0,60.8,61.5,55.2,77.1,3,1,1,1,0,86.2,2,7,2017,6
Eli Manning,1722,QB,1,NYG,22,19,11,57.9,128,6.7,1,0,60.0,62.5,60.0,75.6,3,0,2,1,0,95.9,0,8,2017,6
Mitchell Trubisky,11757,QB,1,CHI,23,16,8,50.0,113,7.1,1,0,71.7,72.3,59.0,76.6,4,0,0,6,0,94.0,3,5,2017,6
Brian Hoyer,5277,QB,1,SF,12,11,4,36.4,34,3.1,0,0,62.9,62.3,,72.8,1,0,3,0,1,45.3,0,1,2017,6
Jameis Winston,9434,QB,1,TB,10,10,5,50.0,61,6.1,0,0,68.6,67.7,,71.4,0,0,0,2,1,69.2,0,3,2017,6
Brock Osweiler,7059,QB,1,DEN,4,4,2,50.0,18,4.5,0,0,69.1,68.3,60.0,69.2,0,0,0,0,1,62.5,0,0,2017,6
Aaron Rodgers,2241,QB,1,GB,4,4,2,50.0,18,4.5,0,0,78.9,77.5,,66.9,0,1,1,0,0,62.5,0,1,2017,6
Tarik Cohen,11874,HB,1,CHI,1,1,1,100.0,21,21.0,1,0,65.1,81.0,49.3,26.7,0,0,0,0,0,158.3,0,1,2017,6
