player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Antonio Brown,5718,WR,1,PIT,17,13,76.5,187,1,88.1,86.6,80.0,22.4,,14.4,50,3.8,27,10,0,1,1,4,106.7,0,0,2015,17
Sammy Watkins,8639,WR,1,BUF,15,11,73.3,136,0,87.8,87.3,78.7,71.5,,12.4,57,5.2,38,7,0,0,0,1,101.0,0,0,2015,17
Delanie Walker,3120,TE,1,TEN,14,9,64.3,94,0,90.6,84.0,56.7,71.3,,10.4,39,4.3,29,5,1,1,0,0,53.9,0,0,2015,17
Brandon Marshall,3064,WR,1,NYJ,14,8,57.1,126,1,80.8,79.5,54.5,70.1,,15.8,34,4.3,41,6,1,1,0,1,81.2,0,0,2015,17
Calvin Johnson,3618,WR,1,DET,13,10,76.9,137,1,91.0,89.9,78.0,71.1,,13.7,24,2.4,36,7,0,0,0,0,135.7,0,0,2015,17
Gary Barnidge,4455,TE,1,CLV,12,8,66.7,66,0,61.2,58.8,76.5,70.1,12.6,8.3,20,2.5,20,2,0,1,0,2,45.8,0,0,2015,17
DuJuan Harris,6595,HB,1,SF,12,8,66.7,86,0,75.6,90.0,76.5,77.3,81.7,10.8,89,11.1,31,4,0,0,0,3,87.5,0,0,2015,17
DeAndre Hopkins,7808,WR,1,HST,11,7,63.6,89,0,76.6,75.0,75.6,69.5,,12.7,18,2.6,20,3,0,1,0,1,50.9,0,0,2015,17
Julio Jones,6158,WR,1,ATL,11,9,81.8,149,0,84.9,82.7,38.7,70.6,,16.6,45,5.0,29,9,1,0,0,0,118.8,0,0,2015,17
Kamar Aiken,6671,WR,1,BLT,11,5,45.5,76,0,66.1,63.9,73.4,68.0,,15.2,23,4.6,20,4,0,0,0,0,68.8,0,0,2015,17
John Brown,8726,WR,1,ARZ,11,4,36.4,45,0,64.2,63.4,41.6,67.0,,11.3,6,1.5,14,4,1,2,0,0,9.8,0,0,2015,17
