player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,CAR,18,13,5,0,52.5,60.9,,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Terrell Suggs,1326,ED,1,BLT,70,45,20,5,58.9,66.3,75.9,63.9,47.5,6.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,44.0,22.0,34.0,31.0,0.0,0.0,0.0,118.8,1,0,2018,14
Mike Adams,1972,S,1,CAR,52,1,21,30,54.5,57.0,,58.8,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Thomas Davis Sr.,2231,LB,1,CAR,48,2,20,26,71.6,69.1,57.6,71.1,64.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,4.0,3.0,32.0,10.7,8.0,28.0,0.0,0.0,0.0,97.9,0,0,2018,14
Lorenzo Alexander,2476,LB,1,BUF,26,6,13,7,75.5,79.7,76.1,52.9,64.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Haloti Ngata,2957,DI,1,PHI,46,22,24,0,64.8,66.0,68.4,56.5,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Johnathan Joseph,2969,CB,1,HST,67,1,21,45,65.8,52.9,25.7,59.1,68.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,48.0,24.0,17.0,29.0,0.0,0.0,1.0,109.7,0,0,2018,14
Frostee Rucker,3036,ED,1,OAK,38,24,14,0,64.2,76.7,69.6,48.9,,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Domata Peko Sr.,3068,DI,1,DEN,35,17,18,0,70.3,69.1,67.3,76.8,60.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2018,14
Kyle Williams,3079,DI,1,BUF,42,20,21,1,68.9,68.6,69.8,60.1,60.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Antoine Bethea,3152,S,1,ARZ,60,1,31,28,66.6,47.5,82.7,58.3,74.6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,4.0,2.0,9.0,4.5,6.0,5.0,0.0,0.0,0.0,56.3,0,0,2018,14
Tom Johnson,3378,DI,1,MIN,24,11,13,0,44.0,42.1,67.3,60.6,,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Tramon Williams,3558,S,1,GB,71,0,24,47,55.9,50.2,27.9,,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2018,14
Brent Grimes,3589,CB,1,TB,62,0,31,31,70.5,65.0,78.3,,70.4,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,6.0,5.0,45.0,9.0,10.0,20.0,0.0,0.0,0.0,97.9,0,0,2018,14
Eric Weddle,3653,S,1,BLT,86,4,26,56,61.0,62.2,63.1,54.1,60.6,2.0,0.0,1.0,1.0,0.0,5.0,3.0,1.0,3.0,0.0,4.0,2.0,8.0,4.0,2.0,6.0,0.0,0.0,1.0,56.3,0,0,2018,14
Corey Graham,3784,S,1,PHI,99,2,37,60,55.3,73.0,86.7,56.2,51.4,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,1.0,1.0,27.0,27.0,2.0,27.0,0.0,1.0,0.0,79.2,1,0,2018,14
Chris Long,4316,ED,1,PHI,58,40,18,0,51.9,63.7,,47.4,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Aqib Talib,4334,CB,1,LA,69,0,35,34,59.0,67.5,77.8,,55.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,5.0,43.0,8.6,23.0,12.0,0.0,0.0,0.0,102.5,0,0,2018,14
Calais Campbell,4364,ED,1,JAX,53,27,26,0,80.2,81.9,70.5,62.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Brandon Carr,4454,CB,1,BLT,68,6,20,42,56.8,54.7,78.9,49.6,59.7,3.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,3.0,30.0,10.0,18.0,15.0,0.0,0.0,0.0,108.3,0,0,2018,14
Orlando Scandrick,4457,CB,1,KC,46,0,24,22,61.2,66.5,78.1,,58.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,40.0,13.3,9.0,16.0,0.0,0.0,1.0,71.5,0,0,2018,14
Wesley Woodyard,4583,LB,1,TEN,49,4,16,29,65.1,77.7,80.3,53.7,56.1,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,3.0,2.0,22.0,11.0,12.0,12.0,0.0,0.0,0.0,88.2,0,0,2018,14
Cameron Wake,4907,ED,1,MIA,50,30,17,3,63.8,64.5,71.9,57.9,64.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Brian Orakpo,4936,ED,1,TEN,50,28,15,7,70.4,67.3,70.5,63.5,65.7,5.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,3.0,7.0,0.0,0.0,0.0,95.8,0,0,2018,14
Malcolm Jenkins,4937,S,1,PHI,99,4,37,58,57.1,51.6,64.9,53.2,60.9,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,0.0,7.0,7.0,52.0,7.4,26.0,17.0,0.0,0.0,0.0,97.6,0,0,2018,14
Clay Matthews,4949,ED,1,GB,55,31,22,2,72.6,70.9,72.4,64.8,60.9,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Ziggy Hood,4955,DI,1,MIA,26,13,13,0,71.8,69.1,,62.8,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Patrick Chung,4957,S,1,NE,37,2,16,19,52.3,53.5,77.1,56.3,55.7,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.5,2.0,3.0,0.0,0.0,0.0,79.2,1,0,2018,14
Connor Barwin,4969,ED,1,NYG,2,2,0,0,58.0,,,57.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Michael Johnson,4993,ED,1,CIN,24,12,12,0,61.1,66.5,74.8,51.0,,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Glover Quin,5035,S,1,DET,43,1,15,27,73.2,70.5,83.3,60.0,67.6,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,2.0,14.0,7.0,5.0,10.0,0.0,0.0,0.0,58.3,0,0,2018,14
Jason McCourty,5127,CB,1,NE,31,1,15,15,34.4,64.0,76.9,59.0,29.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,81.0,20.3,21.0,43.0,1.0,0.0,0.0,158.3,0,0,2018,14
Captain Munnerlyn,5140,CB,1,CAR,31,3,9,19,43.6,62.9,73.0,67.1,45.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,15.0,7.5,14.0,12.0,0.0,0.0,0.0,78.5,2,1,2018,14
Ricky Jean Francois,5168,DI,1,DET,41,29,12,0,76.7,84.7,71.1,57.3,,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Clinton McDonald,5173,DI,1,OAK,40,26,13,1,62.1,70.2,69.1,54.7,59.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Steve McLendon,5232,DI,1,NYJ,27,15,12,0,69.6,68.7,68.7,60.5,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
Michael Bennett,5273,ED,1,PHI,74,48,25,1,66.3,51.7,29.6,80.3,58.9,6.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,16.0,16.0,9.0,16.0,0.0,0.0,0.0,118.8,1,1,2018,14
Ramon Humber,5310,LB,1,NE,2,0,1,1,40.6,60.0,,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2018,14
