player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
DeAndre Hopkins,7808,WR,1,HST,15,12,80.0,147,0,90.0,89.0,80.0,72.3,,12.3,58,4.8,43,7,0,0,0,3,107.5,0,0,2018,17
George Kittle,11901,TE,1,SF,14,9,64.3,149,1,84.4,83.0,58.9,71.1,72.7,16.6,101,11.2,43,6,1,1,0,3,94.0,0,0,2018,17
Julio Jones,6158,WR,1,ATL,13,9,69.2,138,1,89.7,89.9,77.3,70.6,,15.3,22,2.4,37,7,0,0,0,1,129.6,1,0,2018,17
Jordy Nelson,4350,WR,1,OAK,12,9,75.0,78,0,83.1,82.3,78.0,71.1,65.3,8.7,21,2.3,12,4,0,1,0,0,56.9,0,0,2018,17
Chad Williams,11853,WR,1,ARZ,11,5,45.5,51,0,70.8,66.8,73.4,69.1,,10.2,10,2.0,15,3,0,0,0,0,59.3,0,0,2018,17
Amari Cooper,9437,WR,1,DAL,11,5,45.5,31,0,49.4,49.6,29.2,16.0,,6.2,-2,-0.4,11,3,2,0,1,0,52.5,0,0,2018,17
Andy Jones,11123,WR,1,DET,11,6,54.5,50,0,74.7,75.0,49.2,68.8,,8.3,14,2.3,15,3,1,0,0,2,66.5,1,0,2018,17
Mohamed Sanu,7084,WR,1,ATL,10,7,70.0,90,0,75.6,72.6,75.6,70.9,,12.9,64,9.1,32,4,0,0,0,1,97.9,0,0,2018,17
Chris Hogan,6468,WR,1,NE,10,6,60.0,64,0,66.9,69.7,49.7,68.8,,10.7,22,3.7,20,2,1,0,0,1,78.8,1,0,2018,17
Royce Freeman,45747,HB,1,DEN,10,8,80.0,43,0,68.3,55.6,54.5,78.0,21.8,5.4,35,4.4,9,1,1,0,0,0,84.6,0,0,2018,17
Stefon Diggs,9579,WR,1,MIN,10,8,80.0,47,1,71.6,68.9,76.5,70.1,,5.9,19,2.4,18,3,0,0,0,0,119.6,0,0,2018,17
JuJu Smith-Schuster,11817,WR,1,PIT,10,5,50.0,37,1,60.8,60.2,46.3,68.0,,7.4,33,6.6,12,3,1,1,0,3,52.9,0,0,2018,17
Chris Godwin,11839,WR,1,TB,10,6,60.0,114,2,88.2,87.9,74.6,68.8,,19.0,22,3.7,30,4,0,0,0,0,139.2,0,0,2018,17
Sterling Shepard,10674,WR,1,NYG,9,4,44.4,67,0,63.0,59.8,42.1,68.3,,16.8,31,7.8,24,3,1,1,0,0,30.6,0,0,2018,17
Travis Kelce,7844,TE,1,KC,9,5,55.6,62,0,75.2,78.0,46.3,68.0,66.9,12.4,31,6.2,25,3,1,0,0,0,77.1,0,0,2018,17
Jarvis Landry,8698,WR,1,CLV,9,5,55.6,102,1,73.7,73.7,45.8,68.0,,20.4,32,6.4,48,5,1,0,0,0,132.6,0,0,2018,17
Brandon Powell,48036,WR,1,DET,9,6,66.7,103,0,78.9,77.3,74.6,68.8,,17.2,90,15.0,41,5,0,0,0,2,105.3,0,0,2018,17
Larry Fitzgerald,1724,WR,1,ARZ,9,4,44.4,36,1,66.3,66.7,72.1,67.0,,9.0,5,1.3,15,3,0,0,0,1,92.8,0,0,2018,17
Mike Evans,8642,WR,1,TB,9,6,66.7,106,2,84.3,80.6,74.6,68.8,,17.7,44,7.3,33,5,0,1,0,1,106.7,0,0,2018,17
Zay Jones,11792,WR,1,BUF,9,6,66.7,93,2,81.8,79.7,74.6,68.8,,15.5,32,5.3,26,5,0,0,0,1,140.3,0,0,2018,17
Chris Thompson,7936,HB,1,WAS,8,5,62.5,14,0,56.6,45.3,45.8,70.0,74.1,2.8,14,2.8,7,1,1,0,0,0,66.7,0,0,2018,17
DaeSean Hamilton,45416,WR,1,DEN,8,5,62.5,49,0,58.8,58.4,29.2,68.0,,9.8,12,2.4,14,3,2,0,0,1,79.7,0,0,2018,17
Robby Anderson,11254,WR,1,NYJ,8,3,37.5,24,0,58.2,57.8,70.5,65.8,,8.0,9,3.0,13,1,0,0,0,1,45.8,0,0,2018,17
Antonio Callaway,48101,WR,1,CLV,8,4,50.0,79,1,79.5,77.9,72.1,74.4,,19.8,9,2.3,38,4,0,1,0,0,84.9,0,0,2018,17
Marquez Valdes-Scantling,47809,WR,1,GB,8,3,37.5,43,0,58.9,58.7,36.2,65.8,,14.3,6,2.0,19,3,1,0,0,0,55.7,0,0,2018,17
Evan Engram,11778,TE,1,NYG,8,5,62.5,81,1,90.2,90.0,74.6,68.8,70.2,16.2,72,14.4,51,4,0,0,0,1,135.9,0,0,2018,17
Jaylen Samuels,47297,HB,1,PIT,8,7,87.5,40,0,66.3,70.2,75.6,71.1,79.2,5.7,55,7.9,12,1,0,0,0,0,87.5,0,0,2018,17
Blake Jarwin,12320,TE,1,DAL,8,7,87.5,119,3,92.3,91.8,75.6,69.5,31.3,17.0,37,5.3,39,5,0,0,0,2,158.3,0,0,2018,17
