player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
DeAndre Hopkins,7808,WR,1,HST,15,7,46.7,55,1,58.1,57.7,52.5,69.5,,7.9,7,1.0,12,4,1,0,0,0,78.5,1,0,2017,1
Larry Fitzgerald,1724,WR,1,ARZ,13,6,46.2,74,0,63.2,62.0,74.6,68.8,,12.3,43,7.2,33,4,1,0,0,1,64.3,0,0,2017,1
Randall Cobb,6216,WR,1,GB,12,9,75.0,85,0,65.7,67.5,78.0,71.1,,9.4,67,7.4,29,4,0,0,0,0,94.1,1,0,2017,1
Amari Cooper,9437,WR,1,OAK,12,5,41.7,62,1,54.5,54.3,26.8,20.6,,12.4,49,9.8,23,3,4,0,1,1,86.1,0,0,2017,1
Golden Tate,5585,WR,1,DET,12,10,83.3,107,0,73.5,72.3,58.5,72.3,,10.7,42,4.2,19,5,1,1,0,0,69.1,0,0,2017,1
Tarik Cohen,11874,HB,1,CHI,11,8,72.7,47,1,80.3,84.2,77.3,75.7,,5.9,30,3.8,19,1,0,0,0,3,110.8,0,0,2017,1
Terrelle Pryor Sr.,6944,WR,1,WAS,11,6,54.5,66,0,62.1,64.9,29.7,68.8,,11.0,29,4.8,28,4,1,0,0,0,72.5,0,0,2017,1
Antonio Brown,5718,WR,1,PIT,11,11,100.0,182,0,88.0,85.5,79.4,21.2,,16.5,95,8.6,50,7,0,0,1,4,118.8,0,0,2017,1
Pierre Garcon,4519,WR,1,SF,10,6,60.0,81,0,75.3,77.3,74.6,68.8,,13.5,45,7.5,22,5,0,0,0,3,85.8,0,0,2017,1
Corey Davis,11760,WR,1,TEN,10,6,60.0,69,0,66.0,68.9,74.6,68.8,,11.5,25,4.2,23,4,0,0,0,1,80.8,0,0,2017,1
Adam Thielen,8288,WR,1,MIN,10,9,90.0,157,0,88.8,87.3,77.3,70.6,,17.4,57,6.3,44,4,0,0,0,0,118.8,0,0,2017,1
Shane Vereen,6208,HB,1,NYG,10,9,90.0,51,0,63.6,66.5,77.3,70.6,76.2,5.7,37,4.1,9,2,0,0,0,1,87.9,0,0,2017,1
Delanie Walker,3120,TE,1,TEN,9,7,77.8,76,0,82.6,76.5,75.6,69.5,70.9,10.9,14,2.0,23,5,0,0,0,0,101.9,0,0,2017,1
A.J. Green,6156,WR,1,CIN,9,5,55.6,74,0,74.1,72.9,73.4,68.0,,14.8,20,4.0,27,4,0,2,0,2,43.1,0,0,2017,1
Keenan Allen,7857,WR,1,LAC,9,5,55.6,35,1,56.7,57.2,29.2,68.0,,7.0,6,1.2,9,3,2,1,0,0,62.0,1,0,2017,1
Jermaine Kearse,7428,WR,1,NYJ,9,7,77.8,59,0,66.1,65.3,75.6,69.5,,8.4,11,1.6,18,4,0,1,0,0,54.4,0,0,2017,1
Rishard Matthews,7211,WR,1,TEN,8,5,62.5,71,0,72.9,70.8,73.4,68.0,,14.2,14,2.8,24,4,0,0,0,1,91.1,0,0,2017,1
Tyreek Hill,10799,WR,1,KC,8,7,87.5,133,1,73.1,75.3,52.5,73.2,61.6,19.0,55,7.9,75,5,1,0,0,0,158.3,0,0,2017,1
Charles Clay,6326,TE,1,BUF,8,4,50.0,53,1,46.4,54.2,41.6,67.0,69.4,13.3,22,5.5,35,3,1,1,0,0,71.4,1,0,2017,1
Sterling Shepard,10674,WR,1,NYG,8,7,87.5,44,0,55.3,57.0,75.6,18.9,,6.3,17,2.4,12,3,0,0,1,1,89.6,0,0,2017,1
Jordan Reed,7866,TE,1,WAS,8,5,62.5,36,0,45.7,49.0,46.3,68.0,29.1,7.2,16,3.2,9,1,1,0,0,1,72.9,2,1,2017,1
John Brown,8726,WR,1,ARZ,8,4,50.0,32,0,66.8,69.4,73.4,69.1,,8.0,0,0.0,12,3,0,1,0,0,20.8,1,0,2017,1
Jordy Nelson,4350,WR,1,GB,8,7,87.5,79,1,74.6,73.7,75.6,69.5,,11.3,4,0.6,32,5,0,0,0,0,147.4,0,0,2017,1
Nelson Agholor,9453,WR,1,PHI,8,6,75.0,86,1,82.7,79.9,74.6,68.8,,14.3,35,5.8,58,4,0,0,0,1,149.0,0,0,2017,1
Zach Ertz,7816,TE,1,PHI,8,8,100.0,93,0,81.7,82.7,76.5,70.1,72.9,11.6,19,2.4,23,6,0,0,0,0,115.1,0,0,2017,1
David Johnson,9519,HB,1,ARZ,8,6,75.0,67,0,40.9,38.8,74.6,16.9,46.0,11.2,48,8.0,24,2,0,1,1,1,59.9,1,1,2017,1
Demaryius Thomas,5547,WR,1,DEN,8,5,62.5,67,0,71.1,69.9,45.8,68.0,,13.4,10,2.0,29,4,1,0,0,0,89.1,0,0,2017,1
Dez Bryant,5549,WR,1,DAL,8,2,25.0,43,0,56.9,56.3,68.3,64.0,,21.5,26,13.0,35,1,0,0,0,1,49.5,0,0,2017,1
