player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,7
Phil Dawson,422,K,1,SF,60.4,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,7
Sebastian Janikowski,595,K,1,OAK,66.1,4,4,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2015,7
Matt Bryant,1223,K,1,ATL,48.0,1,1,100.0,0,0,,1,1,100.0,0,0,,0,1,0.0,0,0,,2015,7
Josh Brown,1520,K,1,NYG,68.0,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,7
Nick Novak,2726,K,1,HST,45.4,2,3,66.7,0,0,,0,0,,0,0,,0,0,,0,0,,2015,7
Stephen Gostkowski,3063,K,1,NE,68.0,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2015,7
Matt Prater,3471,K,1,DET,68.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2015,7
Nick Folk,3794,K,1,NYJ,71.4,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,1,1,100.0,2015,7
Stephen Hauschka,4655,K,1,SEA,70.6,2,2,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2015,7
Dan Carpenter,4697,K,1,BUF,65.0,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2015,7
Connor Barth,4777,K,1,TB,66.7,3,3,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,0,0,,2015,7
Ryan Succop,5180,K,1,TEN,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,7
Graham Gano,5443,K,1,CAR,65.1,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,7
Dan Bailey,6796,K,1,DAL,67.5,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,7
Kai Forbath,6860,K,1,NO,64.5,3,4,75.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,7
Greg Zuerlein,7163,K,1,SL,50.5,3,3,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,1,0.0,2015,7
Blair Walsh,7167,K,1,MIN,59.4,1,2,50.0,0,0,,1,1,100.0,2,2,100.0,0,0,,2,2,100.0,2015,7
Justin Tucker,7604,K,1,BLT,64.5,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,7
Caleb Sturgis,7948,K,1,PHI,56.6,1,1,100.0,0,0,,2,2,100.0,0,0,,0,0,,1,2,50.0,2015,7
Dustin Hopkins,7958,K,1,WAS,65.4,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,7
Cairo Santos,8932,K,1,KC,53.8,2,2,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,1,0.0,2015,7
Chris Boswell,8990,K,1,PIT,63.1,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,7
Chandler Catanzaro,9140,K,1,ARZ,33.3,2,3,66.7,0,0,,2,2,100.0,0,0,,0,0,,0,1,0.0,2015,7
Travis Coons,9268,K,1,CLV,63.9,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2015,7
Andrew Franks,9814,K,1,MIA,56.1,5,6,83.3,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2015,7
Josh Lambo,10133,K,1,SD,66.8,1,1,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2015,7
Jason Myers,10207,K,1,JAX,49.1,4,5,80.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,7
