player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,GB,26,15,11,0,77.2,71.1,72.0,67.9,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,11
James Harrison,1251,ED,1,PIT,33,18,7,8,62.1,58.8,69.2,59.9,63.6,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,11
Terence Newman,1321,CB,1,MIN,22,0,10,12,48.9,38.9,72.5,,57.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,1.0,13.0,0.0,0.0,0.0,118.8,0,0,2016,11
Terrell Suggs,1326,ED,1,BLT,48,28,19,1,73.6,73.9,74.7,62.4,60.0,4.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,11
Robert Mathis,1447,ED,1,IND,40,22,14,4,53.4,48.0,28.3,57.5,63.4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,11
Cullen Jenkins,1637,DI,1,WAS,20,16,4,0,67.6,63.7,68.2,63.7,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,11
Vince Wilfork,1742,DI,1,HST,30,15,15,0,37.2,49.3,,53.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2016,11
Karlos Dansby,1754,LB,1,CIN,50,2,29,19,70.8,60.7,79.3,55.8,76.5,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,3.0,0.0,1.0,1.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,83.3,0,0,2016,11
Daryl Smith,1760,LB,1,TB,18,2,7,9,45.9,51.9,,57.5,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,104.2,0,0,2016,11
Antonio Smith,1856,DI,1,HST,16,13,3,0,42.2,48.8,,52.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,11
Mike Adams,1972,S,1,IND,72,0,25,47,71.8,66.8,81.8,,68.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,79.2,0,0,2016,11
Adam Jones,2223,CB,1,CIN,65,0,30,35,83.0,69.2,77.8,,84.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,13.0,0.0,13.0,0.0,0.0,1.0,70.8,0,0,2016,11
