player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,GB,53,34,16,3,58.4,59.5,69.2,55.1,62.1,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
Dwight Freeney,1019,ED,1,ATL,39,32,7,0,60.7,66.9,27.8,55.5,,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
James Harrison,1251,ED,1,PIT,52,14,16,22,69.8,54.7,70.5,73.5,67.4,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2016,14
Terence Newman,1321,CB,1,MIN,54,0,14,40,74.7,73.0,80.1,,72.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,1.0,22.0,22.0,3.0,22.0,0.0,0.0,0.0,50.0,0,0,2016,14
Terrell Suggs,1326,ED,1,BLT,51,33,17,1,58.9,68.5,70.5,51.4,60.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
Cullen Jenkins,1637,DI,1,WAS,28,20,8,0,56.6,60.2,,54.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
Vince Wilfork,1742,DI,1,HST,29,19,10,0,80.7,75.7,69.0,68.2,,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
Karlos Dansby,1754,LB,1,CIN,41,5,12,24,66.5,55.7,83.7,56.3,70.3,1.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,5.0,0.0,4.0,3.0,39.0,13.0,30.0,21.0,0.0,0.0,0.0,105.2,0,0,2016,14
Daryl Smith,1760,LB,1,TB,21,0,12,9,77.1,76.0,74.9,,64.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
Antonio Smith,1856,DI,1,HST,26,22,4,0,45.2,62.3,67.3,53.8,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2016,14
Mike Adams,1972,S,1,IND,72,1,43,28,68.7,74.1,83.4,60.0,61.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,12.0,1.0,12.0,0.0,0.0,0.0,116.7,0,0,2016,14
Adam Jones,2223,CB,1,CIN,50,0,18,32,75.4,67.3,72.8,,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,56.3,0,0,2016,14
DeMarcus Ware,2228,ED,1,DEN,24,18,6,0,42.4,59.9,72.0,52.2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2016,14
Thomas Davis Sr.,2231,LB,1,CAR,65,7,20,38,64.9,65.2,78.1,74.2,57.7,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,6.0,4.0,45.0,11.3,26.0,27.0,1.0,0.0,0.0,128.5,0,0,2016,14
Derrick Johnson,2232,LB,1,KC,23,0,8,15,51.0,53.6,71.4,,55.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,100.0,0,0,2016,14
Jonathan Babineaux,2276,DI,1,ATL,24,11,12,1,46.8,45.5,67.3,59.5,60.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,4.0,10.0,0.0,0.0,0.0,108.3,0,0,2016,14
Trent Cole,2363,ED,1,IND,46,22,24,0,64.3,65.9,75.2,57.8,,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
Lorenzo Alexander,2476,ED,1,BUF,54,19,31,4,76.6,62.3,81.5,71.2,79.8,3.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0,0,2016,14
Ahmad Brooks,2945,ED,1,SF,73,25,37,11,47.5,46.2,25.6,58.5,63.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,95.8,1,1,2016,14
Donte Whitner,2953,S,1,WAS,67,1,20,46,72.6,68.3,85.4,59.7,69.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2016,14
Haloti Ngata,2957,DI,1,DET,41,27,14,0,52.4,60.7,67.3,48.2,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,14
