player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,76,1,36,39,62.2,64.1,59.7,60.0,60.3,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,2.0,0.0,4.0,4.0,32.0,8.0,15.0,12.0,1.0,0.0,0.0,139.6,0,0,2013,3
London Fletcher,424,LB,1,WAS,59,7,20,32,56.9,66.9,54.7,72.4,45.7,3.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,1,0,2013,3
John Abraham,591,ED,1,ARZ,44,29,15,0,50.6,62.4,74.2,55.3,60.0,6.0,0.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2013,3
Paris Lenon,751,LB,1,DEN,1,0,1,0,60.8,60.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,3
Justin Smith,776,DI,1,SF,57,31,26,0,52.7,43.3,71.0,67.0,,4.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,3
Ryan Pickett,799,DI,1,GB,25,8,17,0,61.9,58.2,67.4,65.7,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,3
Shaun Rogers,828,DI,1,NYG,35,12,23,0,34.3,45.6,66.8,53.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,1,2013,3
Julius Peppers,1010,ED,1,CHI,47,27,18,2,71.2,70.0,68.1,63.2,60.2,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,3
Dwight Freeney,1019,ED,1,SD,53,37,13,3,38.7,33.7,69.2,59.8,43.2,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,11.0,13.0,0.0,0.0,0.0,118.8,0,0,2013,3
Edward Reed,1031,S,1,HST,46,0,18,28,68.2,64.7,80.1,,64.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,3
