player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,67.6,2,2,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,2016,6
Phil Dawson,422,K,1,SF,70.6,1,1,100.0,0,0,,0,0,,1,1,100.0,2,2,100.0,0,0,,2016,6
Sebastian Janikowski,595,K,1,OAK,52.9,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,1,0.0,2016,6
Matt Bryant,1223,K,1,ATL,64.5,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,6
Josh Brown,1520,K,1,NYG,64.4,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,6
Mike Nugent,2264,K,1,CIN,63.0,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,6
Nick Novak,2726,K,1,HST,56.8,2,3,66.7,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,6
Stephen Gostkowski,3063,K,1,NE,53.0,3,4,75.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2016,6
Matt Prater,3471,K,1,DET,73.4,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,6
Nick Folk,3794,K,1,NYJ,60.5,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,6
Mason Crosby,3809,K,1,GB,66.6,1,1,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,2016,6
Stephen Hauschka,4655,K,1,SEA,38.5,2,3,66.7,0,0,,0,1,0.0,0,0,,2,2,100.0,0,0,,2016,6
Dan Carpenter,4697,K,1,BUF,67.3,6,6,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,6
Connor Barth,4777,K,1,CHI,64.0,1,1,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2016,6
Ryan Succop,5180,K,1,TEN,54.6,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2016,6
Graham Gano,5443,K,1,CAR,50.5,3,4,75.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,6
Dan Bailey,6796,K,1,DAL,67.0,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2016,6
Greg Zuerlein,7163,K,1,LA,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,6
Justin Tucker,7604,K,1,BLT,65.1,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2016,6
Caleb Sturgis,7948,K,1,PHI,64.5,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,6
Dustin Hopkins,7958,K,1,WAS,69.2,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2016,6
Brandon McManus,8437,K,1,DEN,50.9,1,1,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,1,0.0,2016,6
Cairo Santos,8932,K,1,KC,37.1,2,3,66.7,0,0,,1,1,100.0,0,1,0.0,1,1,100.0,0,0,,2016,6
Chris Boswell,8990,K,1,PIT,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,6
Cody Parkey,9030,K,1,CLV,67.1,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2016,6
Chandler Catanzaro,9140,K,1,ARZ,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,6
Andrew Franks,9814,K,1,MIA,42.1,3,3,100.0,0,0,,1,2,50.0,2,2,100.0,0,0,,0,1,0.0,2016,6
Josh Lambo,10133,K,1,SD,64.6,1,1,100.0,0,0,,1,1,100.0,3,3,100.0,0,0,,0,0,,2016,6
Jason Myers,10207,K,1,JAX,63.3,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,6
Wil Lutz,11096,K,1,NO,67.5,5,5,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,2,50.0,2016,6
