player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Jameis Winston,9434,QB,1,TB,62,54,30,55.6,400,7.4,1,5,67.7,67.2,58.4,25.2,7,1,5,3,0,46.8,1,19,2019,6
Philip Rivers,1725,QB,1,LAC,46,44,26,59.1,320,7.3,2,2,62.9,62.2,,80.1,1,2,2,2,1,77.8,0,18,2019,6
Deshaun Watson,11767,QB,1,HST,47,42,30,71.4,280,6.7,1,2,80.8,78.9,67.1,81.5,0,0,4,0,0,77.5,5,22,2019,6
Tom Brady,698,QB,1,NE,44,41,31,75.6,334,8.1,0,1,69.4,66.3,69.0,23.8,3,0,3,0,0,88.9,0,17,2019,6
Dak Prescott,10769,QB,1,DAL,42,40,28,70.0,277,6.9,0,0,65.5,62.5,70.6,80.6,1,0,5,0,0,89.3,1,15,2019,6
Carson Wentz,10636,QB,1,PHI,43,40,26,65.0,306,7.7,2,1,77.0,75.6,61.0,79.7,2,0,2,0,1,94.4,1,15,2019,6
Aaron Rodgers,2241,QB,1,GB,41,39,24,61.5,283,7.3,2,1,89.7,86.0,69.5,80.3,1,0,3,2,1,90.0,1,14,2019,6
Andy Dalton,6187,QB,1,CIN,42,39,21,53.8,235,6.0,0,1,53.8,54.1,64.0,79.9,2,1,3,2,0,61.4,1,15,2019,6
Baker Mayfield,46518,QB,1,CLV,40,37,22,59.5,249,6.7,1,3,74.2,69.4,75.8,80.1,0,1,4,0,0,54.9,3,14,2019,6
Kyler Murray,38334,QB,1,ARZ,41,37,27,73.0,340,9.2,3,0,74.9,75.0,61.9,80.8,0,1,1,3,0,128.2,4,18,2019,6
Matt Ryan,4317,QB,1,ATL,40,36,30,83.3,356,9.9,4,0,77.7,81.3,50.2,29.0,2,1,0,2,0,144.9,2,20,2019,6
Teddy Bridgewater,8667,QB,1,NO,39,36,24,66.7,240,6.7,1,0,72.9,72.6,57.9,79.5,3,0,1,2,1,94.7,0,13,2019,6
Patrick Mahomes,11765,QB,1,KC,36,35,19,54.3,273,7.8,3,1,40.0,40.8,60.0,29.6,1,0,4,0,2,96.5,0,11,2019,6
Russell Wilson,7077,QB,1,SEA,41,33,23,69.7,295,8.9,2,0,76.7,79.0,56.3,80.7,3,0,2,3,0,117.6,5,19,2019,6
Jimmy Garoppolo,8697,QB,1,SF,35,33,24,72.7,243,7.4,0,1,55.0,51.9,66.2,28.8,2,0,2,2,0,80.7,0,15,2019,6
Lamar Jackson,46416,QB,1,BLT,37,33,21,63.6,236,7.2,0,0,83.5,71.7,85.0,81.7,1,1,0,3,0,84.9,3,13,2019,6
Matthew Stafford,4924,QB,1,DET,36,32,18,56.3,265,8.3,0,0,70.7,72.7,56.9,37.9,3,1,1,0,0,83.5,1,11,2019,6
Kyle Allen,26152,QB,1,CAR,34,32,20,62.5,227,7.1,2,0,76.4,75.4,62.3,79.1,2,0,3,2,0,104.6,0,12,2019,6
Sam Darnold,29048,QB,1,NYJ,35,32,23,71.9,338,10.6,2,1,74.5,71.7,68.2,79.7,2,0,1,2,0,113.8,1,13,2019,6
Daniel Jones,39395,QB,1,NYG,33,31,15,48.4,161,5.2,1,3,44.9,45.6,57.8,78.3,1,0,0,3,1,35.2,1,6,2019,6
Kirk Cousins,7102,QB,1,MIN,31,29,22,75.9,333,11.5,4,1,93.0,93.0,54.6,78.3,1,0,2,1,0,138.4,1,14,2019,6
Gardner Minshew,41401,QB,1,JAX,32,29,14,48.3,163,5.6,0,1,31.6,30.2,62.4,27.5,2,0,0,2,0,51.4,1,9,2019,6
Joe Flacco,4332,QB,1,DEN,30,28,18,64.3,177,6.3,0,1,69.0,70.0,54.9,77.9,1,0,1,3,0,67.1,1,7,2019,6
Case Keenum,7323,QB,1,WAS,27,25,13,52.0,166,6.6,2,0,68.0,66.7,62.1,77.5,0,1,1,2,0,99.8,1,7,2019,6
Josh Rosen,35460,QB,1,MIA,30,25,15,60.0,85,3.4,0,2,36.9,37.4,,78.1,5,2,1,0,0,32.9,0,2,2019,6
Jared Goff,10635,QB,1,LA,28,24,13,54.2,78,3.3,0,0,50.2,51.6,59.2,77.2,4,0,1,1,1,60.8,0,1,2019,6
Devlin Hodges,29838,QB,1,PIT,21,20,15,75.0,132,6.6,1,1,54.5,56.6,50.8,76.5,0,0,0,2,0,87.9,1,8,2019,6
Ryan Fitzpatrick,2467,QB,1,MIA,19,18,12,66.7,132,7.3,1,0,72.3,69.9,63.8,75.7,0,0,0,1,0,106.7,1,8,2019,6
Marcus Mariota,9435,QB,1,TEN,23,18,7,38.9,63,3.5,0,2,36.6,37.2,57.8,76.4,3,1,2,2,0,9.5,1,2,2019,6
Ryan Tannehill,7014,QB,1,TEN,21,16,13,81.3,144,9.0,0,1,64.1,67.2,58.3,76.1,4,0,0,0,0,78.1,1,6,2019,6
Jake Elliott,11908,K,1,PHI,1,1,0,0.0,0,0.0,0,1,50.1,56.7,,60.4,0,0,0,0,0,0.0,0,0,2019,6
