player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,CAR,38,27,10,1,62.4,66.7,72.8,55.8,60.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Terence Newman,1321,CB,1,MIN,35,1,11,23,43.0,39.2,23.1,59.1,47.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,56.3,0,0,2017,12
Terrell Suggs,1326,ED,1,BLT,59,37,22,0,91.5,76.9,75.8,90.5,,7.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Karlos Dansby,1754,LB,1,ARZ,53,1,18,34,62.5,64.9,32.1,59.2,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,3.0,42.0,14.0,35.0,24.0,0.0,0.0,1.0,72.9,0,0,2017,12
Mike Adams,1972,S,1,CAR,67,1,25,41,64.9,64.9,80.8,58.5,62.7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,2.5,3.0,6.0,0.0,0.0,0.0,79.2,0,0,2017,12
Adam Jones,2223,CB,1,CIN,26,0,10,16,54.9,51.0,29.5,,57.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,8.0,8.0,1.0,8.0,0.0,0.0,0.0,100.0,0,0,2017,12
Thomas Davis Sr.,2231,LB,1,CAR,62,12,25,25,61.3,50.8,81.3,64.7,67.6,3.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,4.0,41.0,10.3,31.0,19.0,0.0,0.0,0.0,109.4,0,0,2017,12
Derrick Johnson,2232,LB,1,KC,43,3,22,18,44.3,39.9,29.8,53.4,60.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Lorenzo Alexander,2476,ED,1,BUF,20,9,1,10,67.2,60.0,55.2,60.0,62.1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,25.0,25.0,5.0,25.0,0.0,0.0,0.0,95.8,0,0,2017,12
Ahmad Brooks,2945,ED,1,GB,48,37,11,0,63.8,72.2,70.5,55.6,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Tamba Hali,2965,ED,1,KC,13,11,2,0,66.6,60.0,,64.4,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Johnathan Joseph,2969,CB,1,HST,40,0,11,29,86.3,63.6,75.1,,87.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,2.0,26.0,13.0,16.0,24.0,0.0,0.0,1.0,40.6,0,0,2017,12
Darryl Tapp,3008,ED,1,TB,15,6,9,0,30.1,32.8,24.0,56.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Frostee Rucker,3036,DI,1,ARZ,38,24,14,0,60.6,71.4,71.4,56.9,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,12
Domata Peko Sr.,3068,DI,1,DEN,36,11,25,0,78.9,73.9,71.4,55.5,62.3,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Elvis Dumervil,3071,ED,1,SF,20,17,3,0,59.2,69.7,28.3,57.8,60.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Kyle Williams,3079,DI,1,BUF,39,28,11,0,54.6,65.2,67.3,57.8,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,12
Antoine Bethea,3152,S,1,ARZ,49,1,13,35,51.3,62.1,79.4,58.3,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,21.0,10.5,21.0,11.0,0.0,0.0,0.0,86.8,0,0,2017,12
Tom Johnson,3378,DI,1,MIN,45,35,10,0,58.3,65.7,66.8,52.6,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Tramon Williams,3558,CB,1,ARZ,58,0,17,41,65.8,63.7,78.0,,65.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,4.0,34.0,8.5,19.0,13.0,0.0,0.0,0.0,69.9,0,0,2017,12
Brent Grimes,3589,CB,1,TB,64,0,28,36,44.9,55.0,61.1,,43.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,7.0,7.0,97.0,13.9,38.0,25.0,0.0,0.0,0.0,118.8,0,0,2017,12
Lawrence Timmons,3631,LB,1,MIA,53,0,31,22,31.4,29.7,57.2,,52.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,5.0,0.0,5.0,4.0,23.0,5.8,24.0,15.0,1.0,0.0,0.0,125.4,0,0,2017,12
Leon Hall,3634,CB,1,SF,31,0,12,19,67.5,62.5,72.6,,64.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Reggie Nelson,3637,S,1,OAK,51,1,11,39,60.1,63.5,78.1,59.1,58.8,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Alan Branch,3649,DI,1,NE,22,15,7,0,59.4,65.7,22.9,51.9,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Paul Posluszny,3650,LB,1,JAX,53,2,19,32,75.8,65.5,66.5,70.7,71.6,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,5.0,3.0,20.0,6.7,13.0,9.0,0.0,0.0,1.0,68.8,0,0,2017,12
Eric Weddle,3653,S,1,BLT,68,2,26,40,74.7,63.8,83.1,83.3,68.1,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,11.0,4.0,0.0,0.0,0.0,83.3,0,0,2017,12
David Harris,3663,LB,1,NE,21,2,6,13,53.1,53.1,26.5,70.3,52.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,9.0,4.5,18.0,7.0,0.0,0.0,0.0,85.4,0,0,2017,12
Justin Durant,3664,LB,1,DAL,23,0,13,10,43.9,90.7,50.0,,25.9,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,0.0,4.0,3.0,82.0,27.3,30.0,38.0,0.0,0.0,0.0,116.7,0,0,2017,12
Charles Johnson,3699,ED,1,CAR,44,26,17,1,61.7,67.2,70.5,53.2,60.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Brandon Mebane,3701,DI,1,LAC,25,14,11,0,47.4,50.2,66.8,53.2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Brian Robison,3718,ED,1,MIN,16,14,0,2,42.3,,,45.6,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Corey Graham,3784,S,1,PHI,20,1,3,16,64.7,62.1,29.5,59.7,63.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,10.0,5.0,13.0,9.0,0.0,1.0,0.0,47.9,0,0,2017,12
William Gay,3786,CB,1,PIT,16,0,3,13,47.2,60.0,75.6,,46.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,7.0,12.0,8.0,0.0,0.0,0.0,95.8,0,0,2017,12
Chris Long,4316,ED,1,PHI,27,19,6,2,77.7,60.5,69.9,68.5,75.4,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Dominique Rodgers-Cromartie,4330,CB,1,NYG,45,2,18,25,68.2,63.9,,57.2,68.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2017,12
Aqib Talib,4334,CB,1,DEN,5,0,3,2,39.2,60.0,,,62.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,1,2017,12
Calais Campbell,4364,ED,1,JAX,57,39,17,1,84.8,77.0,26.5,75.4,60.0,5.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Pat Sims,4391,DI,1,CIN,15,7,8,0,47.4,44.2,70.1,65.3,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Brandon Carr,4454,CB,1,BLT,65,0,25,40,49.5,64.6,76.6,,46.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,3.0,43.0,14.3,6.0,29.0,0.0,0.0,0.0,87.9,3,1,2017,12
Orlando Scandrick,4457,CB,1,DAL,67,7,32,28,49.9,66.9,48.5,50.6,46.3,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,57.0,19.0,31.0,42.0,1.0,0.0,0.0,156.3,0,0,2017,12
Erik Walden,4481,ED,1,TEN,24,8,10,6,50.4,54.2,75.2,62.2,47.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,116.7,0,0,2017,12
Ahtyba Rubin,4504,DI,1,ATL,16,7,9,0,44.6,47.7,67.6,55.7,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Wesley Woodyard,4583,LB,1,TEN,63,8,23,32,64.5,54.7,39.9,78.8,61.3,3.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,6.0,3.0,34.0,11.3,23.0,20.0,0.0,0.0,0.0,67.4,0,0,2017,12
Cameron Wake,4907,ED,1,MIA,40,24,16,0,70.1,62.1,73.0,77.3,,7.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,12
Brian Orakpo,4936,ED,1,TEN,46,26,17,3,87.7,79.0,76.0,76.1,63.7,4.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Malcolm Jenkins,4937,S,1,PHI,44,0,14,30,74.0,65.2,77.2,,71.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.5,8.0,4.0,0.0,1.0,0.0,39.6,0,0,2017,12
Ziggy Hood,4955,DI,1,WAS,35,17,18,0,66.8,66.3,71.5,59.1,,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Patrick Chung,4957,S,1,NE,61,5,17,39,77.6,67.0,82.7,61.8,76.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,3.0,0.0,7.0,7.0,59.0,8.4,24.0,17.0,0.0,0.0,0.0,101.8,0,0,2017,12
Darius Butler,4964,S,1,IND,23,0,5,18,63.5,60.0,,,62.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Jairus Byrd,4965,S,1,CAR,12,3,0,9,44.6,,74.5,74.0,37.7,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,34.0,11.3,14.0,17.0,0.0,0.0,0.0,113.9,0,0,2017,12
Connor Barwin,4969,ED,1,LA,17,7,6,4,56.7,60.9,24.0,62.8,52.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Mike Mitchell,4970,S,1,PIT,55,0,23,32,55.6,67.2,26.9,,52.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Sean Smith,4984,CB,1,OAK,57,1,12,44,67.9,61.9,80.3,59.2,68.1,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,8.0,5.0,57.0,11.4,22.0,34.0,0.0,0.0,1.0,83.9,0,0,2017,12
Michael Johnson,4993,ED,1,CIN,41,21,19,1,54.5,51.0,27.1,59.5,60.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
Lardarius Webb,5011,CB,1,BLT,22,0,11,11,53.6,41.3,29.5,,61.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,10.0,5.0,2.0,14.0,0.0,0.0,0.0,71.5,0,0,2017,12
Glover Quin,5035,S,1,DET,74,0,38,36,55.9,56.8,45.2,,57.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2017,12
Brice McCain,5112,CB,1,TEN,20,0,9,11,67.0,61.7,,,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,12
