player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,5,60.0,,,,,53.8,0,0,0,0,0,2016,11
Phil Dawson,422,K,1,SF,0,4,0,0,0,3,60.0,60.0,,,,63.5,0,0,0,0,0,2016,11
Sebastian Janikowski,595,K,1,OAK,0,6,0,0,0,5,60.0,60.0,,,,63.7,0,0,0,0,0,2016,11
Shane Lechler,673,P,1,HST,0,0,0,3,0,4,60.4,,,63.0,,,0,0,0,0,0,2016,11
Julius Peppers,1010,ED,1,GB,0,0,0,0,5,5,59.6,,,,,,0,0,0,0,0,2016,11
James Harrison,1251,ED,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2016,11
Terence Newman,1321,CB,1,MIN,0,1,0,0,3,0,60.6,,,,,,0,0,0,0,0,2016,11
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2016,11
Jon Dorenbos,1600,LS,1,PHI,0,0,0,7,0,1,64.2,,,,,,0,0,0,0,0,2016,11
Cullen Jenkins,1637,DI,1,WAS,0,0,0,0,5,0,59.9,,,,,,0,0,0,0,0,2016,11
Vince Wilfork,1742,DI,1,HST,0,0,0,0,5,0,59.2,,,,,,0,0,0,0,0,2016,11
Karlos Dansby,1754,LB,1,CIN,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2016,11
Daryl Smith,1760,LB,1,TB,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2016,11
Donnie Jones,1939,P,1,PHI,0,0,0,7,0,1,60.2,,,59.2,,,0,0,0,0,0,2016,11
Mike Adams,1972,S,1,IND,0,0,1,0,3,0,60.1,,,,,,0,0,0,0,0,2016,11
Don Muhlbach,2130,LS,1,DET,0,0,0,6,0,5,65.0,,,,,,0,0,0,0,0,2016,11
Adam Jones,2223,CB,1,CIN,0,0,1,0,0,0,60.0,,,,58.4,,0,0,0,0,0,2016,11
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,5,0,60.0,,,,,,0,0,0,0,0,2016,11
Mike Nugent,2264,K,1,CIN,0,3,0,0,0,2,60.0,60.0,,,,29.3,0,0,0,0,0,2016,11
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2016,11
Dustin Colquitt,2316,P,1,KC,0,0,0,3,0,3,60.3,,,61.4,,,0,0,0,0,0,2016,11
Darren Sproles,2347,HB,1,PHI,0,0,3,0,0,0,60.0,,,,61.4,,0,0,0,0,0,2016,11
Joe Berger,2424,C,1,MIN,0,0,0,0,0,5,60.4,,,,,,0,0,0,0,0,2016,11
Lorenzo Alexander,2476,ED,1,BUF,0,5,0,5,2,0,36.2,,,,,,0,0,0,0,0,2016,11
Jon Condo,2539,LS,1,OAK,0,0,0,3,0,5,64.2,,,,,,0,0,0,0,0,2016,11
John Denney,2561,LS,1,MIA,0,0,0,10,0,2,53.7,,,,,,0,0,0,0,0,2016,11
Robbie Gould,2607,K,1,NYG,0,5,0,0,0,4,60.0,60.0,,,,32.6,0,0,1,0,0,2016,11
John Kuhn,2686,FB,1,NO,6,0,0,0,0,0,57.9,,,,,,0,0,0,0,0,2016,11
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,5,0,5,64.8,,,,,,0,0,0,0,0,2016,11
Nick Novak,2726,K,1,HST,0,5,0,0,0,4,60.0,60.0,,,,64.2,0,0,0,0,0,2016,11
Greg Warren,2831,LS,1,PIT,0,0,0,3,0,4,63.9,,,,,,0,0,0,0,0,2016,11
Ahmad Brooks,2945,ED,1,SF,0,0,2,0,5,0,60.1,,,,,,0,0,0,0,0,2016,11
Vernon Davis,2951,TE,1,WAS,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2016,11
Haloti Ngata,2957,DI,1,DET,0,0,0,0,4,0,59.7,,,,,,0,0,0,0,0,2016,11
Chad Greenway,2962,LB,1,MIN,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2016,11
D'Qwell Jackson,2979,LB,1,IND,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2016,11
Roman Harper,2988,S,1,NO,0,5,0,0,0,0,61.2,,,,,,0,0,0,0,0,2016,11
Anthony Fasano,2998,TE,1,TEN,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2016,11
Andrew Whitworth,3000,T,1,CIN,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0,2016,11
Devin Hester,3002,WR,1,BLT,6,0,5,0,0,0,60.2,,57.7,,61.0,,0,0,0,0,0,2016,11
Darryl Tapp,3008,ED,1,NO,0,0,1,0,6,0,60.2,,,,,,0,0,0,0,0,2016,11
Eric Winston,3011,T,1,CIN,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2016,11
Jahri Evans,3053,G,1,NO,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2016,11
Stephen Gostkowski,3063,K,1,NE,0,6,0,0,0,5,60.0,60.0,,,,49.4,0,0,0,0,0,2016,11
Domata Peko Sr.,3068,DI,1,CIN,0,0,0,0,4,2,59.1,,,,,,0,0,0,0,0,2016,11
Kyle Williams,3079,DI,1,BUF,0,0,0,0,2,0,59.9,,,,,,0,0,0,0,0,2016,11
Rob Ninkovich,3080,ED,1,NE,1,0,0,0,3,0,60.3,,,,,,0,0,0,0,0,2016,11
Sam Koch,3148,P,1,BLT,0,0,0,5,0,3,60.4,,,69.2,,,0,0,0,0,0,2016,11
